Won,HomeCourt,HomePointDiff,HomeFT,Home2pt,Home3pt,Def2pt,Def3pt,AwayPointDiff,AwayFT,Away2pt,Away3pt,OppDef2pt,OppDef3pt
1,1,3,17,55,43,517,344,6,18,52,48,532,352
0,1,0,20,56,39,554,367,-0,18,61,34,526,356
1,1,1,20,61,33,575,368,-3,20,59,32,568,342
1,1,0,18,55,38,538,362,0,16,53,50,548,365
1,1,1,17,63,35,544,352,3,20,60,40,563,370
1,1,-3,18,55,41,542,370,-0,18,64,31,557,350
1,1,2,17,60,38,512,366,0,19,55,35,560,365
1,1,-1,20,66,31,556,345,2,20,63,33,569,339
1,1,-7,18,62,32,558,363,-10,16,65,32,576,392
1,1,4,18,64,34,514,357,0,19,56,42,550,356
1,1,4,17,64,36,562,346,1,19,49,44,561,353
0,1,1,17,63,34,544,352,2,20,58,36,535,346
1,1,6,18,52,48,532,353,-7,21,56,35,575,356
1,1,4,20,56,38,552,345,6,18,60,34,525,362
1,1,1,18,63,37,548,358,-8,19,58,33,562,373
0,1,1,17,63,34,544,352,0,18,55,38,539,363
0,1,-0,18,64,31,556,352,3,17,55,43,518,344
0,1,0,18,62,36,539,371,0,18,61,34,527,355
1,1,0,19,49,44,564,353,-10,16,65,32,574,393
1,1,1,20,61,33,575,369,2,20,63,33,572,338
1,1,-3,20,59,32,570,342,-8,21,56,35,576,358
1,1,2,20,60,40,565,369,-0,20,56,39,555,370
0,1,6,18,60,34,525,364,4,17,64,36,562,346
1,1,4,20,56,38,553,345,4,18,64,34,515,357
1,1,-1,20,66,31,555,344,0,16,53,50,549,367
1,1,0,19,56,42,548,356,2,19,63,37,545,356
0,1,-3,18,55,42,542,371,6,18,52,48,533,354
1,1,1,17,63,34,545,352,2,19,63,36,545,355
0,1,0,18,55,38,539,363,3,20,60,40,564,370
1,1,3,17,55,43,516,344,0,19,55,35,561,366
0,1,-0,18,62,36,538,372,-6,18,62,32,555,363
1,1,1,17,63,34,544,352,5,18,60,34,524,366
1,1,-0,18,64,31,556,352,2,17,59,38,512,365
0,1,0,18,61,34,526,353,2,20,58,36,534,344
1,1,-0,16,53,50,547,370,-8,19,58,33,563,371
0,1,4,21,56,38,552,342,6,18,52,48,534,355
0,1,-8,21,56,36,573,358,1,20,61,32,573,370
1,1,0,19,57,42,547,354,-10,16,65,32,574,395
0,1,-3,20,59,32,568,344,-3,18,55,42,542,372
1,1,-6,18,62,32,556,362,-0,19,55,35,561,367
1,1,4,18,64,34,513,357,4,17,64,36,562,344
1,1,2,20,59,36,535,345,1,20,63,33,572,337
1,1,4,17,63,36,563,344,0,18,55,39,541,364
1,1,0,16,52,50,546,369,-0,18,62,36,538,371
1,1,-0,20,55,39,557,371,-9,19,58,33,561,373
0,1,1,19,63,36,545,355,3,20,61,40,565,374
0,1,1,20,49,45,564,354,-1,20,65,31,553,343
1,1,4,17,55,43,516,342,1,17,63,34,544,352
1,1,1,17,63,34,544,352,1,17,59,38,514,366
1,1,5,18,60,34,525,368,1,20,61,32,571,368
1,1,0,18,64,31,555,351,0,18,61,35,526,354
1,1,-6,18,62,32,555,361,-7,21,56,35,571,357
1,1,3,20,58,37,534,343,6,18,52,48,533,355
0,1,1,20,63,33,573,338,-3,20,59,32,568,345
0,1,4,21,56,38,552,344,-1,19,55,35,559,366
0,1,1,19,49,45,564,351,-2,18,55,42,541,370
0,1,0,19,56,39,543,364,-0,18,62,36,537,371
0,1,1,19,57,42,545,352,-11,16,65,32,573,394
0,1,1,19,63,37,547,356,3,20,60,40,564,374
0,1,1,17,63,34,544,352,-0,18,61,34,528,353
1,1,0,16,52,50,544,369,-0,20,55,40,556,369
0,1,-9,19,58,32,562,375,4,17,64,36,563,344
1,1,4,18,64,34,513,356,-1,20,66,31,551,344
1,1,1,19,61,32,571,370,1,18,64,31,555,349
0,1,1,17,59,38,514,369,4,17,55,43,515,342
0,1,-6,18,62,32,555,358,1,17,63,35,545,351
1,1,4,17,55,43,515,342,-3,20,59,32,568,343
0,1,-0,20,55,40,557,369,1,20,63,32,573,337
1,1,3,20,58,37,536,341,1,17,59,38,514,369
0,1,-8,21,56,35,570,359,1,18,64,31,553,349
0,1,-0,19,54,35,558,366,4,21,55,38,550,345
0,1,-9,19,58,32,564,376,4,18,64,34,512,356
0,1,1,19,63,37,549,356,-1,20,65,31,551,342
1,1,6,18,52,48,533,355,5,18,60,34,523,368
1,1,-10,16,65,31,570,393,-2,18,55,42,542,369
1,1,-0,18,61,34,528,353,1,19,61,32,571,371
1,1,1,19,49,45,565,351,4,21,55,38,550,343
1,1,0,16,53,50,544,368,0,19,55,38,543,364
0,1,-1,19,54,35,559,366,3,20,58,37,536,342
0,1,-6,18,62,32,555,358,-3,20,59,32,569,345
1,1,1,19,63,37,548,358,0,19,56,42,544,352
1,1,4,17,64,37,564,343,4,18,64,34,511,355
0,1,-1,20,65,32,553,340,-0,18,62,36,536,371
1,1,1,17,63,34,544,351,-1,20,55,39,557,369
1,1,1,16,53,50,543,365,1,20,63,32,573,336
0,1,1,18,64,31,553,350,1,17,63,34,544,350
0,1,6,18,52,48,534,355,0,17,59,38,516,373
1,1,3,20,60,40,563,373,-0,19,55,38,542,363
0,1,0,18,61,34,528,352,0,19,61,32,570,372
1,1,-1,19,54,35,562,367,1,17,63,35,544,350
1,1,5,18,60,34,523,370,-7,21,56,35,569,360
0,1,4,17,55,44,516,340,4,21,56,38,551,346
0,1,-10,16,65,31,569,392,-9,19,58,32,563,376
0,1,3,20,61,40,566,373,-0,18,62,36,534,371
0,1,0,18,64,31,554,351,-2,18,55,42,542,368
1,1,0,17,59,38,517,372,-6,18,62,32,555,358
1,1,-1,20,65,32,552,342,1,16,53,49,543,365
1,1,1,18,63,37,549,357,0,19,56,42,545,352
0,1,5,18,52,47,534,354,3,19,58,37,535,344
0,1,1,19,49,45,566,353,1,18,63,35,544,350
1,1,-9,19,59,32,562,377,-10,16,65,32,570,391
1,1,-0,19,55,38,544,362,4,18,64,34,512,354
0,1,-3,20,59,32,568,345,-1,20,55,39,558,371
0,1,-0,18,61,34,529,353,4,17,55,44,516,343
0,1,-8,21,56,35,568,361,-1,20,55,40,559,371
0,1,-2,18,55,42,544,370,4,21,55,38,551,349
1,1,3,20,61,40,568,375,1,20,63,32,574,336
1,1,5,17,64,36,561,343,1,19,61,32,569,376
1,1,6,18,60,34,522,368,5,18,52,48,535,354
1,1,-1,19,54,35,562,366,1,18,63,35,545,351
0,1,-8,19,59,32,562,376,1,17,59,38,516,370
0,1,0,18,62,36,535,373,4,21,56,38,553,350
1,1,1,20,49,45,568,353,-0,19,57,41,546,353
0,1,3,20,59,37,534,344,-6,18,62,32,554,357
0,1,-8,21,56,35,567,363,-0,18,61,34,528,354
0,1,-3,20,59,32,569,345,4,17,55,44,515,341
1,1,2,19,63,37,550,356,1,16,53,49,542,365
1,1,-1,20,65,32,551,342,4,18,64,34,513,355
1,1,5,18,52,48,534,354,-1,20,55,40,559,370
1,1,1,18,63,35,544,352,2,19,63,37,552,356
0,1,-1,19,54,35,563,365,6,18,60,35,522,368
1,1,-0,19,56,38,544,364,0,19,61,32,569,376
0,1,5,17,64,36,561,344,0,18,64,31,555,351
1,1,1,19,63,32,576,337,1,20,49,45,567,353
0,1,-0,18,61,34,529,355,1,17,63,35,543,352
0,1,-8,20,56,35,568,364,-6,18,62,32,554,356
1,1,4,17,55,44,516,341,1,17,58,38,516,368
1,1,3,20,61,40,569,375,3,20,59,37,534,344
0,1,-3,20,59,32,571,345,-0,19,56,42,545,354
1,1,-2,18,55,42,546,371,-8,19,59,32,562,376
1,1,4,18,64,34,514,353,1,16,53,50,543,366
0,1,-0,18,61,34,530,356,1,18,63,35,544,353
1,1,-1,20,65,31,550,340,0,19,61,32,570,375
1,1,-1,19,54,35,564,365,5,18,60,34,524,367
1,1,-10,16,65,32,571,394,4,17,63,37,561,343
0,1,-0,18,61,36,534,376,1,17,58,38,515,369
1,1,4,21,55,38,552,349,-1,20,55,40,559,370
0,1,1,19,62,32,575,338,1,19,62,37,553,358
1,1,-3,20,59,32,573,346,-1,19,54,35,563,365
0,1,-6,18,62,32,553,355,-0,19,57,41,544,355
1,1,0,16,52,50,544,367,4,17,55,44,515,342
0,1,1,17,63,35,544,352,5,18,52,48,533,353
1,1,4,18,64,34,515,353,1,20,49,46,566,355
0,1,-8,20,56,34,568,364,-2,18,55,42,545,371
1,1,-0,19,56,38,542,365,3,20,58,37,536,344
0,1,1,17,63,35,545,353,3,20,61,40,569,373
0,1,-8,19,59,32,562,376,1,18,64,31,554,351
0,1,-1,20,65,32,550,340,3,20,58,37,536,344
0,1,-10,16,65,32,571,393,1,19,62,37,551,358
0,1,4,17,63,37,562,344,1,17,58,38,516,368
1,1,0,19,62,32,575,337,-1,20,55,40,560,370
0,1,-6,18,62,32,553,354,5,18,60,35,524,368
1,1,4,21,56,38,553,350,-0,18,61,34,528,358
1,1,-1,19,55,35,563,365,0,19,57,41,542,356
0,1,1,17,63,35,545,353,-0,18,62,36,532,378
0,1,1,19,49,45,568,353,4,18,64,34,515,353
1,1,0,16,52,50,542,368,1,18,63,35,546,354
1,1,-8,19,59,32,562,378,5,18,52,48,534,352
0,1,3,20,61,40,571,372,4,17,55,45,513,343
1,1,-8,20,57,34,569,362,-2,18,56,42,545,370
1,1,0,19,61,32,571,376,4,17,63,37,563,345
0,1,-1,20,55,39,560,371,3,20,58,37,537,344
1,1,-10,16,65,32,570,391,-3,20,60,32,572,345
1,1,-0,18,61,34,529,359,-7,20,57,35,568,361
1,1,2,19,62,37,550,357,1,17,58,38,516,368
0,1,1,19,62,33,575,337,-1,20,65,32,551,340
0,1,-6,18,62,32,553,353,5,18,60,34,524,370
0,1,1,18,63,35,546,355,4,17,55,45,512,344
0,1,-10,16,64,32,569,390,0,19,49,45,568,353
0,1,1,18,64,31,553,353,3,20,61,41,572,373
0,1,6,18,60,35,526,368,4,21,56,38,552,348
1,1,-1,19,54,35,562,366,4,18,63,34,516,351
0,1,-0,18,62,36,532,375,5,18,52,48,534,352
1,1,0,19,56,38,540,363,1,16,52,50,543,365
1,1,-8,19,59,32,562,376,-0,20,64,32,551,339
1,1,0,19,61,32,573,374,2,19,62,37,550,356
0,1,4,17,55,44,512,344,-2,18,56,41,545,370
0,1,-7,20,57,34,569,359,4,17,64,36,563,346
1,1,1,17,63,34,546,355,-3,20,60,32,573,348
0,1,1,17,58,38,516,367,3,20,60,41,569,373
1,1,1,18,64,31,553,354,-0,18,62,36,532,374
1,1,5,18,60,35,527,370,-0,18,62,34,527,358
0,1,-1,20,55,40,560,372,5,18,52,47,534,352
0,1,-10,16,64,32,568,392,4,18,63,35,518,353
1,1,1,17,63,34,547,354,1,16,53,50,542,367
0,1,-0,20,64,32,552,338,0,19,49,45,566,354
0,1,-6,18,62,32,553,354,4,21,56,38,552,348
1,1,-8,19,59,32,561,375,1,19,62,33,574,339
1,1,-0,19,57,41,541,357,5,18,52,47,534,352
0,1,-1,18,61,33,529,356,3,20,60,41,568,373
0,1,0,19,56,38,541,364,-3,20,60,32,572,348
1,1,1,18,64,31,552,355,-0,19,55,35,563,366
1,1,3,20,58,37,535,344,4,17,64,36,562,347
0,1,-2,18,56,42,546,370,5,21,56,38,551,345
1,1,4,18,63,35,516,353,0,16,53,50,541,367
1,1,1,19,61,33,571,374,-0,18,62,36,533,375
1,1,-10,16,64,33,568,392,1,17,63,35,547,353
1,1,-0,20,64,32,552,340,-3,20,60,32,572,347
0,1,-8,19,59,32,560,375,0,19,62,33,574,339
0,1,-8,20,57,34,570,359,-1,19,55,35,564,368
1,1,4,17,55,44,513,346,1,19,62,33,571,372
0,1,-2,20,54,40,560,372,0,19,56,38,542,364
0,1,1,17,58,38,516,367,4,17,64,36,563,346
1,1,1,19,62,37,549,357,1,17,63,34,547,355
0,1,5,21,56,38,552,346,1,18,64,32,552,354
0,1,-8,19,59,32,560,376,0,16,53,50,542,369
1,1,0,19,57,41,541,358,3,20,60,41,567,373
0,1,3,20,58,37,536,344,-0,18,62,36,534,374
1,1,-6,18,62,32,553,354,-2,18,56,42,548,371
1,1,4,18,63,35,516,354,0,19,49,45,567,353
0,1,1,17,58,38,516,369,6,18,60,34,526,369
1,1,-3,20,60,32,571,348,-1,18,61,34,529,359
1,1,1,17,63,34,547,355,-8,20,57,34,571,359
0,1,0,19,56,38,543,362,1,19,62,37,549,358
1,1,1,19,62,33,573,338,-9,16,64,33,567,390
0,1,3,20,60,41,567,374,5,18,52,48,533,353
1,1,-0,21,64,32,551,339,1,18,63,35,547,355
1,1,4,18,63,35,517,353,-8,19,59,32,562,376
0,1,1,19,62,33,573,372,-2,18,56,42,548,370
0,1,0,19,49,45,567,352,0,16,53,50,542,367
1,1,4,17,55,44,512,347,-10,16,64,33,568,390
1,1,-0,19,55,35,564,367,3,20,59,37,537,348
0,1,-1,18,61,34,530,360,4,17,64,36,563,346
1,1,-0,18,62,36,535,376,1,18,63,35,547,355
0,1,1,18,64,31,551,353,5,21,56,38,551,344
0,1,0,19,57,42,541,358,-2,20,55,39,559,373
1,1,-3,20,60,32,571,348,3,20,58,37,538,351
1,1,1,19,62,33,571,337,-6,18,62,32,553,354
1,1,0,19,56,37,542,360,1,19,62,37,550,356
0,1,0,17,58,38,516,370,6,18,60,34,527,368
1,1,4,18,63,35,518,353,-8,19,59,32,563,375
1,1,-1,18,62,33,530,362,-10,16,64,33,569,389
1,1,2,20,59,41,568,374,1,18,63,35,547,356
0,1,-0,19,57,41,542,358,4,17,55,44,512,345
1,1,-0,21,64,32,551,339,1,19,62,37,551,357
1,1,6,18,52,48,534,353,-2,18,56,41,549,368
1,1,0,16,53,49,542,368,5,21,56,38,550,342
0,1,-2,20,55,39,559,372,1,18,64,31,551,354
1,1,1,19,62,33,573,374,-8,20,57,34,570,359
0,1,0,19,49,45,569,351,-6,18,62,32,552,353
1,1,2,20,59,41,569,374,-0,19,57,41,543,359
1,1,1,18,63,35,548,356,-3,18,56,41,548,369
1,1,4,17,64,36,564,343,5,17,55,45,511,344
0,1,1,19,56,38,542,360,1,19,62,33,571,336
0,1,-0,20,55,35,564,368,0,17,58,38,516,370
1,1,1,18,64,35,548,356,5,21,56,38,551,343
1,1,6,18,52,48,535,350,-10,15,64,33,570,391
1,1,-6,18,62,32,554,352,0,19,49,45,569,352
1,1,6,18,60,35,527,368,-8,19,60,32,564,378
0,1,-0,21,64,32,549,340,1,18,64,31,551,352
1,1,1,19,61,33,573,372,-1,18,62,33,531,361
0,1,1,18,64,35,548,356,4,18,63,36,519,352
1,1,-3,20,60,32,571,347,1,18,58,38,516,371
0,1,1,16,53,49,543,367,-0,18,62,36,535,377
0,1,-2,20,55,39,559,375,1,19,62,37,551,357
0,1,-2,20,55,39,558,375,2,19,62,33,571,338
0,1,-3,18,56,41,548,370,0,19,49,45,567,352
1,1,0,19,56,38,541,363,1,18,64,32,552,352
1,1,3,20,58,37,537,351,-8,19,60,32,564,377
0,1,-1,19,57,41,543,359,1,18,64,35,548,357
0,1,3,20,59,42,570,373,-0,18,62,36,534,377
0,1,-8,20,57,34,569,359,4,17,55,44,513,345
1,1,4,17,64,36,564,342,5,21,56,38,551,344
1,1,1,18,64,35,548,356,6,18,60,34,527,366
0,1,1,19,62,37,550,358,-6,18,62,32,551,352
1,1,1,19,62,33,571,373,-1,19,55,35,564,369
1,1,-1,18,62,34,531,361,6,18,52,48,534,349
1,1,4,18,64,36,520,351,-2,20,60,32,570,345
1,1,0,16,53,49,541,368,2,19,62,33,570,336
0,1,4,18,63,36,520,350,0,19,56,38,542,364
0,1,-10,15,64,33,572,391,-1,19,57,41,543,358
0,1,-3,18,56,41,550,372,4,17,56,44,513,344
0,1,1,18,64,32,554,354,-0,21,64,32,550,341
1,1,3,20,58,37,537,350,-1,19,54,35,565,367
0,1,-3,20,55,39,560,375,2,20,60,41,570,373
1,1,1,18,58,38,517,370,-8,19,60,32,566,378
1,1,1,18,64,35,549,356,-0,18,62,36,535,375
1,1,1,19,62,37,551,359,-8,20,57,34,570,358
1,1,5,21,56,38,552,344,1,19,49,45,566,352
0,1,4,17,56,44,513,346,6,18,52,48,535,349
0,1,4,17,64,36,565,341,2,19,62,33,571,338
1,1,1,16,53,49,540,369,-10,15,64,33,573,391
0,1,-1,18,62,34,533,360,-2,20,60,32,570,346
1,1,6,18,53,48,534,348,-1,19,57,41,543,357
1,1,-3,18,57,41,552,372,1,19,62,37,551,361
1,1,-8,19,60,31,566,379,-8,20,57,34,569,358
0,1,-3,20,55,39,559,375,3,20,59,41,567,371
0,1,-0,18,62,36,534,374,-0,21,64,32,551,340
1,1,1,18,58,38,518,369,1,18,64,34,548,356
1,1,5,21,56,38,552,345,1,19,62,32,570,372
1,1,1,18,64,34,549,356,4,17,63,36,563,343
0,1,6,18,60,34,526,367,3,20,58,37,538,350
1,1,4,18,64,36,522,353,1,19,56,38,543,364
0,1,-6,18,62,32,552,353,1,18,64,31,554,354
1,1,-1,19,54,35,565,368,0,19,49,46,564,353
1,1,2,19,62,33,570,335,0,19,56,38,543,362
0,1,3,20,60,42,566,373,-11,15,64,33,573,392
1,1,4,17,56,44,514,348,5,21,56,38,552,345
0,1,-0,18,62,36,533,374,-3,20,54,39,561,377
1,1,-2,20,60,32,568,345,-8,20,57,34,568,358
1,1,1,18,64,32,554,354,4,18,64,35,520,353
0,1,-6,18,61,32,552,353,1,19,62,32,571,372
1,1,5,18,60,35,527,369,-3,18,57,41,553,369
0,1,-8,19,60,31,566,378,0,21,64,32,551,340
1,1,1,18,64,34,548,356,0,19,49,45,566,353
1,1,1,18,58,38,518,367,-1,19,58,41,543,357
1,1,4,17,63,36,562,343,1,16,53,50,540,369
1,1,3,20,58,38,538,352,-1,18,62,34,533,359
0,1,1,19,62,36,551,360,1,18,64,34,549,355
0,1,-2,20,60,32,567,345,5,18,60,34,526,369
0,1,-1,18,61,34,534,360,4,17,56,44,515,348
1,1,1,16,53,49,540,368,1,19,62,36,553,360
0,1,-1,19,58,40,543,356,0,21,64,32,549,341
0,1,-8,20,57,34,569,360,-1,19,54,35,568,368
0,1,1,18,64,32,553,355,1,18,64,34,548,355
0,1,2,19,62,33,570,336,3,20,60,41,566,373
1,1,4,21,56,38,554,345,7,18,53,48,534,348
1,1,4,18,63,36,522,352,-3,20,55,39,561,377
1,1,-9,19,60,32,568,377,4,17,64,36,561,342
1,1,1,18,64,34,549,354,-10,16,64,33,574,390
0,1,1,18,58,38,519,366,-0,18,61,36,534,373
0,1,-6,18,61,32,553,353,1,19,62,32,570,374
0,1,-8,20,56,34,570,360,1,18,58,38,519,365
1,1,4,17,56,44,515,350,1,18,64,31,554,355
1,1,0,19,50,45,565,353,3,20,60,42,565,373
1,1,0,19,56,38,542,363,0,21,64,32,550,342
1,1,2,19,62,33,570,336,4,18,63,36,522,352
0,1,-3,18,57,41,553,369,3,20,59,38,538,353
1,1,1,18,64,34,548,354,-1,17,62,34,534,362
1,1,6,18,52,48,535,348,2,19,62,32,570,374
0,1,4,21,56,38,553,345,-1,19,54,35,567,369
1,1,1,18,64,34,548,353,3,17,63,36,561,342
0,1,-2,20,60,32,567,346,5,18,60,35,526,369
1,1,-10,16,64,33,574,389,-3,20,55,39,561,377
0,1,-1,19,58,41,544,356,1,19,62,36,553,361
1,1,2,19,62,33,570,336,3,19,59,38,538,354
1,1,0,21,64,32,550,344,1,18,64,34,549,353
1,1,-1,18,62,34,534,363,-0,19,54,36,569,367
0,1,3,20,60,41,565,374,1,16,53,50,540,368
0,1,1,18,64,34,548,354,4,21,56,38,554,346
0,1,-3,18,57,41,554,370,-8,20,56,34,571,360
0,1,-6,18,61,32,552,354,-8,19,60,32,568,376
1,1,1,18,58,39,519,367,-2,20,60,32,567,348
0,1,0,19,50,45,564,353,1,18,64,31,553,356
1,1,6,18,52,48,535,346,2,18,62,32,569,373
0,1,4,17,56,44,514,349,4,18,63,36,521,354
0,1,-10,16,64,33,575,388,-0,18,62,36,533,373
1,1,-1,19,58,40,543,356,3,17,64,36,561,344
1,1,0,19,56,38,542,364,-3,20,55,39,561,376
1,1,-0,19,55,36,570,365,-2,20,60,32,566,346
1,1,1,19,62,36,555,358,4,18,63,36,521,355
1,1,7,18,53,48,534,346,1,18,64,34,548,355
0,1,1,18,57,38,518,364,4,21,56,38,556,345
0,1,1,18,64,34,547,356,0,19,56,38,543,365
1,1,1,18,64,31,554,356,-8,20,56,34,571,360
0,1,0,19,50,46,565,353,-10,16,64,33,574,390
0,1,-3,20,55,39,562,376,1,16,53,49,539,367
1,1,3,17,63,36,560,343,3,20,60,41,565,374
0,1,-1,18,62,34,534,363,-8,19,60,31,567,376
0,1,6,18,60,35,525,369,-6,18,61,32,552,354
1,1,1,18,62,32,572,372,4,17,56,45,516,351
1,1,0,21,64,32,549,342,-1,19,58,40,543,355
0,1,3,19,59,38,539,354,-3,18,57,41,553,370
1,1,-0,18,62,36,533,374,2,19,62,33,570,336
0,1,2,17,55,47,553,371,6,19,60,37,524,347
0,1,1,16,57,44,521,367,3,18,56,40,552,372
1,1,-3,17,56,37,554,376,0,19,63,32,518,370
1,1,5,21,61,43,539,349,3,21,62,31,535,368
1,1,7,20,62,37,504,357,6,19,61,37,524,346
1,1,-6,15,52,39,508,392,2,18,68,43,561,393
0,1,0,16,59,37,520,361,2,20,62,34,565,343
1,1,7,19,59,36,501,338,-0,19,63,32,519,376
1,1,-3,16,56,37,553,374,-12,15,58,38,559,390
0,1,-12,17,63,29,549,377,-7,17,55,40,558,379
0,1,-6,17,55,36,582,326,-10,17,63,37,582,365
1,1,11,24,62,36,533,345,-2,16,63,34,545,378
1,1,1,19,55,39,560,378,1,21,59,39,552,374
1,1,3,18,56,37,525,319,1,17,54,47,559,370
0,1,0,15,56,44,520,368,5,15,65,35,522,357
1,1,0,19,53,45,539,350,-9,17,63,37,577,369
1,1,0,17,54,47,553,383,0,21,59,39,551,375
0,1,1,17,54,47,553,376,7,19,59,36,502,341
0,1,-2,16,57,37,552,372,-0,16,59,37,523,363
1,1,0,16,56,44,522,370,-12,17,63,29,547,377
0,1,-11,16,62,33,571,382,5,15,65,35,523,358
0,1,0,21,59,39,554,374,-6,15,52,39,509,391
0,1,6,19,60,38,528,351,9,17,54,48,500,370
0,1,3,19,56,40,547,370,5,21,61,43,539,345
0,1,-2,16,63,33,546,380,-7,18,56,39,561,376
0,1,3,20,62,34,564,344,4,18,56,37,522,314
0,1,1,17,67,43,561,395,3,20,62,30,534,365
1,1,0,18,54,46,561,367,-12,15,57,38,564,385
1,1,1,19,53,45,539,349,-6,17,55,36,581,329
0,1,8,20,63,38,506,358,-0,19,63,32,520,376
1,1,5,15,65,35,520,356,1,19,54,45,538,349
0,1,-0,19,63,32,523,374,10,17,54,49,501,368
1,1,3,19,57,39,547,375,6,21,61,43,538,344
0,1,0,21,59,39,555,373,1,18,55,47,561,365
1,1,1,19,55,39,559,377,11,24,62,37,533,342
1,1,7,20,63,38,507,364,7,19,59,36,504,337
1,1,4,19,60,37,530,355,-10,16,62,33,567,383
0,1,4,18,56,37,525,311,1,17,66,43,562,393
0,1,2,20,62,34,562,343,-5,15,53,39,512,387
0,1,-10,17,63,37,577,370,3,21,62,30,535,368
1,1,-2,16,57,36,554,369,-0,21,59,39,558,373
0,1,-12,15,58,38,562,389,-6,17,56,40,559,377
1,1,-7,17,55,37,588,328,0,17,54,46,555,374
0,1,-12,17,62,30,548,378,0,16,57,43,522,372
0,1,2,18,55,47,560,364,0,16,59,37,526,359
0,1,3,18,57,36,528,316,-0,21,59,39,557,371
1,1,8,20,63,38,506,367,3,19,58,39,549,373
0,1,-9,17,63,37,576,373,-2,16,63,34,548,383
0,1,1,16,57,43,521,371,5,21,61,43,541,343
0,1,3,21,63,30,538,368,11,23,61,37,534,343
1,1,10,17,54,49,502,370,-12,17,62,30,547,379
1,1,5,15,65,35,521,356,-5,16,53,39,511,385
0,1,-2,17,58,36,557,367,1,17,66,44,563,386
1,1,6,19,59,36,512,341,1,18,55,46,557,365
1,1,2,20,62,34,564,340,-6,17,56,40,555,380
0,1,-6,17,55,37,591,325,-12,15,57,39,563,389
1,1,-1,19,63,33,528,372,-10,16,62,32,565,384
0,1,1,19,53,45,538,352,2,20,55,39,556,377
1,1,-10,17,63,37,580,374,-0,17,58,42,529,374
1,1,0,21,59,39,555,372,-11,16,62,33,564,388
0,1,3,18,57,37,533,320,11,23,62,37,532,341
0,1,0,21,59,39,553,374,-0,17,55,45,556,375
1,1,10,17,55,48,505,368,-1,16,63,34,549,378
0,1,0,16,58,38,527,356,6,21,61,44,542,339
1,1,4,19,60,38,532,350,-6,16,53,39,515,389
1,1,-6,17,55,37,592,323,-12,15,58,38,557,386
1,1,2,21,62,30,537,368,2,19,57,39,550,375
0,1,6,15,65,36,519,356,8,20,63,39,508,368
1,1,6,19,58,36,510,344,0,18,63,33,527,375
1,1,-11,17,62,30,550,376,-1,16,63,34,549,380
1,1,-6,18,56,40,558,379,2,20,55,39,556,373
0,1,1,19,54,44,539,351,1,18,55,46,556,370
1,1,1,17,65,44,560,382,2,19,58,38,552,370
1,1,-3,17,58,36,557,369,11,23,62,37,533,345
1,1,8,20,63,38,509,365,-0,17,58,42,530,375
0,1,-11,15,58,38,554,393,10,17,55,48,505,369
1,1,2,20,62,34,563,339,0,19,63,33,529,374
0,1,-6,16,53,39,520,385,-0,17,55,45,552,374
1,1,0,21,58,39,555,374,2,21,62,30,538,362
0,1,-10,17,63,37,577,372,0,21,59,39,555,373
1,1,3,18,57,37,536,321,-11,18,62,30,548,380
1,1,-1,16,63,34,548,382,0,16,59,37,528,358
1,1,0,21,59,39,556,373,-6,17,55,37,591,327
1,1,1,19,58,39,555,375,6,19,58,36,509,342
0,1,6,21,61,43,547,333,2,17,65,45,557,385
1,1,4,19,60,37,532,349,2,20,55,38,557,370
1,1,-5,18,56,40,557,377,1,18,55,46,554,371
1,1,5,15,64,36,521,356,-11,16,61,34,567,395
1,1,3,20,62,34,564,338,-1,17,58,41,531,380
1,1,0,19,54,44,544,352,2,21,62,30,540,360
1,1,10,23,62,37,536,343,-2,17,58,35,555,365
0,1,1,17,55,45,548,371,-11,15,61,34,567,395
1,1,9,19,63,39,508,362,10,17,55,48,507,366
1,1,-7,16,52,39,520,388,-12,15,58,38,558,392
1,1,3,18,58,37,535,325,-2,16,57,41,530,381
0,1,1,21,59,39,555,371,5,19,60,38,531,348
1,1,1,16,55,45,550,371,2,21,62,30,544,361
0,1,-7,16,52,39,519,386,-1,17,63,34,550,380
1,1,2,19,57,39,554,375,-2,17,58,35,554,366
1,1,2,17,65,44,558,380,6,21,61,43,549,327
1,1,0,21,59,39,556,373,8,19,63,39,508,362
0,1,-0,19,63,33,529,378,1,20,55,38,560,373
1,1,0,17,55,46,559,368,-6,17,55,37,589,328
1,1,-4,18,57,40,555,374,-11,18,62,30,551,382
0,1,6,19,58,36,508,343,4,20,62,35,560,336
1,1,-0,16,59,37,529,358,-9,17,63,38,576,372
0,1,-12,15,58,38,559,389,5,21,61,43,552,329
0,1,1,19,54,44,542,353,5,15,64,36,519,357
0,1,5,15,64,36,522,358,2,21,61,32,544,361
0,1,3,18,57,38,533,324,5,19,57,36,511,346
1,1,1,18,55,46,556,367,-7,17,55,37,588,331
1,1,-2,16,57,41,529,384,8,19,63,40,511,362
0,1,10,23,61,37,535,338,2,19,58,39,550,376
1,1,2,18,65,44,559,380,0,21,59,39,556,375
0,1,4,19,62,35,559,335,5,19,60,38,533,351
0,1,-1,19,63,32,528,378,-7,16,52,39,518,389
1,1,-3,17,58,35,556,367,-11,15,61,34,564,395
1,1,1,19,54,44,545,353,-11,18,62,31,550,385
1,1,-0,21,59,39,559,377,1,20,55,39,561,366
