Won,HomeCourt,HomePointDiff,HomeFT,Home2pt,Home3pt,Def2pt,Def3pt,AwayPointDiff,AwayFT,Away2pt,Away3pt,OppDef2pt,OppDef3pt
1,1,1,17,56,45,546,377,-1,17,63,34,548,379
1,1,1,16,60,38,527,358,-10,16,62,38,576,376
1,1,10,18,55,48,510,368,-4,18,57,40,556,376
1,1,3,18,57,38,534,327,5,21,61,43,553,330
0,1,-11,16,62,37,576,379,3,19,57,39,547,373
0,1,3,18,66,44,560,376,11,18,55,48,509,363
0,1,9,23,61,36,534,341,-5,18,57,39,555,375
1,1,2,18,56,46,553,366,6,19,58,36,508,347
1,1,-1,19,63,32,529,381,5,19,60,38,527,353
1,1,2,16,59,38,525,356,-12,15,58,38,562,388
1,1,2,21,61,32,546,359,0,21,59,39,558,375
0,1,0,21,59,39,557,376,-6,16,52,40,520,388
0,1,1,19,54,44,546,351,-1,17,63,35,546,384
0,1,-2,17,57,41,533,381,-8,17,55,37,590,335
1,1,5,15,65,36,522,361,-11,18,62,31,549,386
0,1,1,16,56,46,550,376,3,19,61,35,558,338
0,1,-11,16,62,37,575,379,8,19,63,40,511,362
0,1,5,21,61,42,551,331,-4,18,58,39,555,370
0,1,-11,15,60,34,567,394,-2,16,58,35,554,365
1,1,3,18,65,44,561,377,11,18,55,48,511,358
1,1,5,19,59,38,529,353,0,21,59,39,557,375
1,1,1,20,54,38,561,367,3,18,57,38,537,326
1,1,-1,19,63,32,526,381,-1,17,63,35,547,382
0,1,-11,18,62,31,553,386,-0,16,56,46,553,381
0,1,2,17,56,46,553,364,-6,16,52,40,519,385
0,1,2,21,61,33,546,357,5,19,58,36,508,348
1,1,3,19,57,39,548,372,-7,17,54,38,590,336
1,1,-2,17,58,34,551,366,2,18,56,38,538,328
1,1,-0,21,59,39,558,377,8,23,61,36,541,339
0,1,-10,15,60,34,566,392,0,16,56,46,553,381
1,1,10,18,55,48,513,361,6,19,58,36,505,347
1,1,6,19,60,39,531,353,-1,17,64,35,549,384
0,1,-11,18,62,32,556,386,-11,15,58,38,563,388
0,1,1,20,54,38,559,366,8,19,63,40,511,365
1,1,-4,18,58,39,551,373,5,16,65,36,521,362
0,1,0,19,54,44,549,354,4,19,61,35,557,337
1,1,3,18,65,44,561,380,-11,16,62,38,577,382
1,1,8,19,64,40,511,366,-8,17,54,37,587,337
0,1,-1,19,63,32,528,384,-0,21,59,39,558,377
1,1,2,18,56,45,553,365,4,19,57,40,546,368
1,1,4,21,61,43,552,335,10,18,55,48,512,362
1,1,2,16,59,38,526,357,-2,17,57,41,530,385
1,1,8,23,62,36,540,340,1,16,57,45,548,382
1,1,-3,18,58,39,550,373,-1,16,64,35,550,385
1,1,5,16,65,36,525,363,5,19,62,36,556,337
0,1,-2,17,58,35,554,363,-1,19,54,44,552,358
0,1,0,21,59,39,558,377,3,18,65,44,560,375
0,1,-5,16,52,40,519,383,6,19,60,39,533,354
0,1,-12,17,62,32,557,384,2,18,57,38,536,330
1,1,-10,15,58,38,562,386,-11,15,59,35,567,392
1,1,5,19,58,36,504,349,-9,17,54,37,589,339
1,1,1,20,54,39,563,368,1,20,60,33,548,358
1,1,9,18,55,48,517,364,2,18,57,37,538,331
0,1,-5,16,52,40,520,386,4,19,57,40,546,369
1,1,9,19,64,40,506,362,1,20,60,33,547,357
1,1,-2,18,58,40,546,377,-2,19,63,33,530,383
1,1,5,21,61,43,549,332,-1,19,54,45,556,360
0,1,-9,16,58,38,557,383,-2,17,58,36,555,365
0,1,2,18,56,46,555,364,5,19,61,36,558,339
0,1,-0,21,59,39,560,380,-11,16,62,37,575,381
0,1,-10,17,53,37,591,339,-1,21,59,38,559,380
1,1,5,16,65,36,525,363,3,17,66,43,559,375
1,1,1,20,54,38,563,366,-12,15,59,35,567,394
1,1,5,20,61,43,548,335,0,16,56,45,545,383
1,1,6,19,58,36,501,349,6,19,60,39,531,356
1,1,-2,19,58,40,545,378,3,17,66,43,562,378
0,1,-10,16,62,37,570,378,-11,17,62,32,557,381
1,1,8,23,61,36,537,336,1,19,57,37,539,335
0,1,4,19,57,40,547,366,1,20,60,33,549,353
1,1,-2,19,63,33,530,382,9,19,64,39,510,358
0,1,-2,17,63,36,552,388,10,18,55,49,516,361
0,1,-2,17,57,41,530,383,1,20,54,38,560,363
1,1,-0,21,59,38,558,381,-9,16,58,39,557,385
1,1,-5,16,52,40,522,385,-1,18,55,45,557,361
1,1,2,16,59,38,526,355,-2,17,58,36,552,365
1,1,1,18,55,46,555,365,5,19,61,36,558,340
1,1,5,19,60,39,533,359,9,19,64,39,512,358
1,1,8,23,61,36,539,335,5,16,65,36,526,361
1,1,-0,21,59,38,557,380,0,16,57,45,546,385
1,1,2,16,58,39,526,353,5,21,61,43,549,337
0,1,-11,17,63,32,555,383,6,19,58,36,500,351
1,1,10,18,54,49,516,355,-9,16,58,39,556,384
1,1,-2,17,63,35,548,388,1,20,54,38,558,359
1,1,-0,21,59,39,557,381,1,20,60,32,547,353
1,1,4,19,61,36,556,342,-12,15,59,35,565,395
1,1,-1,19,63,33,530,380,2,18,55,46,556,363
1,1,-10,17,53,37,594,342,-2,17,57,41,528,379
1,1,4,19,56,40,546,364,1,19,58,37,537,339
1,1,4,19,56,40,545,361,-10,16,62,38,572,378
0,1,0,16,57,45,545,387,2,17,66,42,563,380
0,1,-1,19,58,40,543,376,8,19,64,40,515,360
0,1,-1,17,63,36,548,384,-2,16,58,36,551,365
1,1,6,19,58,37,502,352,-5,17,51,40,524,383
0,1,1,20,55,37,557,363,-0,21,59,38,557,380
0,1,10,18,54,49,517,351,5,16,65,36,528,364
1,1,-12,15,58,35,563,399,-9,16,58,38,553,386
0,1,1,20,60,32,548,352,8,23,61,36,539,337
0,1,5,19,61,36,554,343,-0,21,59,39,556,380
0,1,-1,19,63,33,532,378,-2,17,56,41,528,378
1,1,-10,17,53,37,593,344,2,17,66,42,564,381
0,1,-0,21,59,39,557,378,3,16,59,39,525,351
0,1,-12,15,58,35,564,401,8,23,61,36,538,340
0,1,6,19,58,37,502,353,8,19,64,40,515,361
0,1,-11,17,63,32,554,386,4,20,61,43,552,339
1,1,1,19,58,36,537,340,-1,19,58,40,545,378
0,1,-10,16,62,37,571,377,-9,16,58,38,554,390
1,1,-2,16,59,35,555,363,-5,16,51,41,526,385
1,1,4,19,56,40,545,360,-1,17,63,36,550,381
0,1,1,18,58,36,537,339,10,18,54,48,521,349
1,1,0,20,60,32,547,354,1,20,55,37,555,365
1,1,-0,21,59,39,558,378,2,17,65,43,564,379
1,1,-1,19,63,33,535,378,-9,17,54,36,589,346
1,1,6,18,59,40,533,362,-1,17,56,41,527,378
0,1,-10,16,62,37,572,378,5,16,65,35,528,363
0,1,6,19,58,37,500,353,-11,15,58,35,563,396
1,1,-0,21,59,38,556,379,-1,16,59,35,555,361
0,1,1,18,55,45,556,365,10,18,54,49,521,347
0,1,1,20,60,32,544,353,4,16,59,39,524,350
1,1,8,23,61,36,538,337,-9,16,59,38,553,388
1,1,0,16,57,45,548,387,-0,20,59,38,556,379
0,1,-2,16,63,36,553,380,-6,17,51,40,527,385
0,1,-11,17,62,33,556,386,4,21,61,43,548,344
1,1,6,19,59,40,535,362,-1,19,63,33,535,377
1,1,8,19,63,39,513,362,-10,17,54,36,590,347
0,1,2,17,65,43,566,378,5,16,65,35,527,362
0,1,-2,17,57,41,527,381,5,19,57,40,543,359
1,1,4,19,61,36,555,344,-1,19,58,40,544,377
0,1,0,18,58,36,537,339,-9,17,54,37,589,346
1,1,-1,18,55,44,552,362,-0,20,59,38,556,378
1,1,4,21,61,43,548,344,4,16,58,40,523,350
0,1,1,18,55,45,558,364,-1,20,59,38,557,379
0,1,-10,16,62,37,571,377,6,19,57,37,504,353
1,1,-11,17,62,33,557,383,-11,15,58,35,564,397
0,1,-9,16,59,38,553,385,8,19,64,39,511,364
0,1,0,19,54,37,555,364,-5,16,51,40,526,385
0,1,-2,16,56,41,527,380,6,19,58,37,505,355
0,1,-0,18,55,44,551,361,1,16,57,45,545,386
1,1,-1,19,63,33,537,380,-1,16,59,35,556,362
0,1,-0,19,54,37,552,366,10,18,54,48,521,348
1,1,2,17,65,42,567,377,8,23,61,35,539,337
1,1,5,19,57,40,542,359,5,16,65,35,528,359
0,1,-10,17,62,37,569,375,-2,19,59,40,546,379
1,1,2,17,66,42,568,374,-0,20,59,39,556,379
0,1,-11,15,58,36,564,397,0,18,58,36,537,341
1,1,-5,16,51,41,524,383,0,20,59,32,545,357
0,1,-0,20,59,39,557,379,0,18,55,45,562,365
1,1,-9,16,59,38,555,386,-9,17,54,37,591,346
0,1,5,19,61,37,555,344,8,19,64,39,513,362
0,1,-2,17,62,35,552,381,6,18,60,40,535,362
0,1,4,21,61,42,549,344,4,16,59,40,524,351
0,1,0,18,55,46,562,367,1,16,57,46,546,389
0,1,-0,18,55,45,552,363,-1,19,63,33,540,379
1,1,-2,16,56,41,526,382,1,18,59,36,535,341
0,1,-10,17,62,33,555,383,-10,17,62,36,569,376
1,1,4,21,61,42,547,345,4,19,61,37,555,343
0,1,10,18,54,49,520,348,6,19,60,39,537,357
0,1,-12,15,58,35,567,396,-2,19,59,40,547,376
1,1,-9,16,59,38,555,384,6,19,58,37,506,354
1,1,5,19,57,40,541,356,-1,19,54,37,556,371
1,1,4,16,65,35,530,360,8,23,62,35,541,339
1,1,-0,20,59,39,558,381,-2,17,63,35,554,378
0,1,-9,17,54,37,590,344,-2,16,59,35,556,369
1,1,-10,17,62,33,554,382,9,19,64,39,513,360
1,1,2,17,66,42,570,375,-5,16,51,41,526,381
1,1,0,20,59,32,545,357,-0,21,60,38,557,382
1,1,10,18,54,48,521,346,4,19,61,37,558,345
1,1,0,18,55,46,563,367,1,20,59,32,547,356
0,1,-12,15,58,36,569,397,6,19,57,40,541,356
0,1,-5,16,51,41,527,380,1,16,57,45,545,388
1,1,4,16,58,40,522,352,6,18,60,39,534,355
1,1,-9,17,54,36,590,342,7,23,62,35,541,339
0,1,-1,19,54,38,555,374,-1,20,60,38,556,381
1,1,4,16,65,35,533,358,4,21,61,43,546,346
0,1,-9,16,59,38,555,387,-9,17,62,36,568,374
1,1,1,19,59,36,537,341,-1,19,64,33,540,379
0,1,8,19,64,39,513,361,5,19,58,37,508,355
1,1,-2,16,56,41,525,380,-1,19,59,40,548,377
1,1,6,19,57,40,541,356,-2,19,59,40,548,379
1,1,9,18,54,49,524,345,2,17,66,42,569,375
0,1,-1,16,59,35,557,365,-2,17,62,35,554,375
1,1,-0,20,60,38,555,381,-1,19,64,33,542,378
1,1,-0,18,55,45,552,362,7,23,62,34,542,341
0,1,-12,15,58,35,572,395,-2,16,59,35,556,367
1,1,8,19,63,39,513,364,4,16,65,34,531,359
0,1,-9,17,63,36,566,374,6,18,60,39,536,354
1,1,-1,19,54,38,556,373,1,16,57,45,542,388
1,1,-8,17,55,36,590,339,4,21,61,43,546,343
1,1,4,16,58,40,523,351,-10,17,62,33,554,380
1,1,5,18,58,37,508,356,0,18,55,46,563,369
0,1,-8,16,59,38,557,386,1,20,59,33,551,358
0,1,1,19,59,36,538,341,3,19,61,37,560,346
0,1,-1,16,56,41,525,379,-0,20,60,38,555,381
0,1,-5,16,51,41,531,378,4,16,59,40,524,355
0,1,9,18,54,49,524,344,-1,19,64,33,543,379
0,1,-2,19,59,39,547,379,6,23,62,34,544,343
1,1,6,19,57,40,541,355,2,17,66,41,569,377
1,1,-0,20,60,38,555,381,-0,20,60,38,555,381
0,1,-9,16,59,38,556,386,4,19,61,36,559,344
1,1,4,16,65,34,529,360,-8,17,55,36,592,338
0,1,6,18,58,37,508,353,1,20,59,32,551,357
0,1,-5,16,51,40,531,379,-0,18,56,45,550,364
0,1,-9,16,63,36,565,375,-1,19,54,38,556,372
0,1,2,17,66,41,568,374,1,16,57,45,541,389
1,1,8,19,63,39,510,365,-12,15,58,36,572,395
1,1,1,18,59,36,539,341,-2,17,62,35,555,374
0,1,-10,17,62,33,556,379,6,18,61,39,536,353
1,1,-0,20,60,38,557,381,0,18,56,45,549,363
0,1,-0,18,55,45,565,370,4,21,61,43,546,345
0,1,6,19,57,39,540,356,-1,19,63,34,542,378
0,1,6,23,62,34,546,343,-1,16,56,41,528,381
0,1,-1,16,59,35,556,367,1,16,58,45,543,388
0,1,-8,16,59,38,556,383,4,16,58,40,523,354
1,1,8,19,63,39,509,366,-3,17,62,35,559,374
1,1,6,18,58,37,508,353,2,18,59,36,539,341
0,1,-1,19,54,37,556,369,6,18,61,39,537,355
1,1,9,18,54,49,520,348,-5,16,50,41,533,379
0,1,-10,17,62,33,558,381,1,20,59,32,552,356
0,1,-12,15,58,36,574,397,2,17,66,41,570,374
0,1,-9,16,63,36,565,372,-0,20,60,38,557,381
1,1,4,16,65,34,529,360,-8,17,55,36,592,338
1,1,-2,19,59,39,547,380,4,20,61,43,547,347
0,1,-12,15,58,36,574,395,-1,19,63,34,541,376
1,1,5,16,59,40,521,353,1,16,58,45,543,387
0,1,-1,16,56,42,527,382,0,18,56,45,550,362
1,1,4,19,61,36,561,343,-3,17,62,35,560,374
0,1,6,23,62,34,549,344,-1,18,55,45,566,371
0,1,0,20,61,38,558,379,6,18,60,39,536,353
1,1,-2,16,59,35,557,367,6,18,58,37,505,353
0,1,-1,16,56,42,528,378,-0,18,55,45,565,369
1,1,0,20,61,39,558,381,4,20,61,43,547,347
1,1,6,19,57,39,540,357,-6,16,50,40,535,379
1,1,-2,19,59,40,547,380,8,18,63,40,509,367
1,1,-1,19,54,37,554,370,1,20,60,32,552,354
1,1,2,17,66,41,568,372,1,18,59,36,538,341
1,1,10,18,54,49,519,347,0,20,61,38,558,381
0,1,-9,16,63,35,567,373,5,16,59,40,521,354
0,1,1,16,57,45,544,391,-10,17,62,33,559,382
1,1,-1,19,54,37,554,369,-9,16,59,38,557,382
0,1,-12,15,58,36,578,392,-3,17,62,35,560,375
0,1,5,23,62,34,549,345,0,18,57,44,548,361
0,1,6,19,60,40,536,356,4,19,62,37,561,342
1,1,0,20,61,38,559,380,-2,19,59,40,545,382
0,1,-1,16,56,42,528,379,5,16,59,40,520,355
0,1,2,17,67,41,567,374,1,18,57,44,547,358
0,1,6,18,58,39,538,361,-0,18,55,45,564,369
0,1,-6,16,50,41,536,379,-1,17,60,35,555,369
0,1,-1,19,63,34,541,377,4,16,65,35,528,360
0,1,3,20,61,43,549,346,6,18,57,37,505,354
1,1,0,20,59,32,554,354,-9,16,59,37,559,380
0,1,-8,17,55,36,591,339,-9,17,62,34,559,381
1,1,-1,19,64,34,540,378,4,19,62,37,560,343
1,1,3,20,60,43,549,349,-12,15,58,36,578,394
1,1,10,18,54,49,518,346,-9,16,63,36,567,373
1,1,-3,17,62,36,560,375,1,18,59,36,541,344
0,1,5,22,62,34,549,347,0,20,61,39,559,380
1,1,0,16,58,45,545,394,4,16,65,35,528,359
0,1,-3,17,62,35,559,376,6,16,59,40,518,355
1,1,1,18,57,45,546,359,0,20,61,39,558,380
0,1,-9,16,62,36,569,372,5,22,62,34,550,348
0,1,-8,18,55,36,588,344,4,19,62,36,561,345
1,1,-2,16,56,41,531,380,-9,16,59,37,559,384
1,1,1,20,60,32,557,353,-1,17,60,35,555,369
1,1,0,20,61,39,557,380,1,18,59,36,540,343
1,1,-12,15,57,36,577,393,-6,16,50,41,537,381
1,1,6,19,60,40,538,357,-9,18,62,34,558,381
0,1,5,18,58,39,540,362,1,17,66,41,567,377
1,1,0,18,55,46,562,369,8,18,63,40,511,368
0,1,-0,19,54,37,554,368,10,18,54,48,518,348
1,1,7,18,62,40,514,368,1,16,58,45,544,393
0,1,6,19,60,40,538,356,6,18,57,38,506,355
0,1,6,16,59,40,517,354,5,22,62,34,550,349
1,1,-12,15,58,36,577,393,2,17,66,41,567,376
0,1,0,20,61,39,557,379,-1,17,60,35,555,368
0,1,-2,19,59,40,547,384,1,17,57,45,546,358
0,1,-4,17,62,35,561,375,-9,16,59,37,560,387
1,1,4,20,60,43,547,347,4,16,64,35,530,362
1,1,1,18,55,46,560,369,-9,16,62,36,568,370
1,1,1,18,59,36,540,343,5,18,58,39,543,365
0,1,-6,16,50,41,539,383,4,18,62,36,560,344
0,1,1,20,59,33,555,353,7,18,62,40,516,368
0,1,-1,16,56,42,529,379,9,18,54,48,518,347
0,1,-8,17,55,36,587,345,7,18,57,38,505,355
0,1,4,20,60,43,545,346,-0,19,54,37,555,369
1,1,0,20,61,39,558,380,1,16,58,45,545,395
1,1,-1,19,64,34,541,378,-9,17,62,34,558,380
1,1,0,20,61,39,558,379,-9,17,62,34,559,380
0,1,-2,19,59,39,546,385,-0,19,64,34,539,376
1,1,1,20,59,33,557,354,5,18,58,39,541,365
1,1,1,18,55,45,558,366,-8,16,59,37,559,384
1,1,-6,16,50,41,537,383,1,18,59,36,540,343
1,1,6,16,59,40,518,355,-1,17,60,35,556,368
0,1,5,22,62,34,550,349,0,19,54,37,555,368
1,1,-11,15,58,36,578,391,1,20,61,39,557,378
1,1,9,18,54,48,518,349,-1,16,56,42,530,379
0,1,-4,17,62,35,562,375,1,16,67,41,570,374
0,1,2,17,57,45,545,358,6,19,60,39,540,355
1,1,4,18,61,36,560,343,-9,16,63,36,568,368
0,1,3,16,64,35,530,364,0,16,58,45,545,395
1,1,-6,16,50,41,536,382,3,20,60,43,545,348
0,1,-3,19,59,39,548,387,2,17,57,45,547,358
0,1,-8,18,55,36,585,346,7,19,57,38,505,355
1,1,7,18,62,40,516,367,6,19,60,39,540,356
1,1,3,16,64,34,530,362,-9,16,62,36,571,367
1,1,0,16,58,44,543,394,-9,16,59,37,560,384
1,1,4,19,62,36,559,345,1,18,59,36,540,345
0,1,6,16,59,40,518,357,1,19,60,33,555,354
1,1,1,16,66,41,571,372,-9,17,62,34,558,379
1,1,-4,17,62,35,561,376,-2,16,56,42,533,381
0,1,-3,19,59,40,548,388,-11,15,58,36,577,388
0,1,4,22,62,34,551,348,5,18,57,39,545,367
0,1,-1,17,60,35,557,367,10,17,54,49,516,348
1,1,1,18,56,45,556,364,0,20,61,38,557,378
1,1,2,17,57,45,545,360,-0,19,64,34,541,375
0,1,-9,18,55,35,586,346,3,16,64,34,527,364
0,1,5,18,62,36,558,345,0,19,55,37,556,366
1,1,2,17,57,45,547,358,-10,15,57,36,577,385
1,1,-0,19,64,34,540,375,-9,16,59,37,561,384
1,1,7,18,62,40,516,367,-9,16,62,37,573,364
1,1,0,18,59,36,542,345,0,20,61,39,557,379
0,1,7,19,58,38,503,354,3,20,60,43,545,351
0,1,0,20,61,38,556,378,-3,17,62,35,560,374
0,1,-6,16,50,41,538,379,5,19,60,39,541,358
1,1,4,22,62,34,550,350,5,16,59,40,517,361
1,1,7,18,58,38,504,354,-3,16,56,41,532,382
0,1,-9,17,62,34,559,380,1,19,60,33,556,356
0,1,5,18,57,39,544,366,10,17,54,49,516,348
1,1,2,16,67,41,571,372,2,18,56,45,556,365
0,1,-9,17,55,35,588,347,-10,15,57,36,577,384
0,1,4,22,62,34,549,349,3,20,60,43,544,351
1,1,-3,19,59,40,546,390,-8,16,59,37,561,384
0,1,-10,16,62,37,575,367,5,16,59,40,516,361
0,1,0,18,59,36,541,343,8,18,63,41,515,365
1,1,0,20,61,38,556,379,1,19,60,33,555,358
0,1,5,19,60,39,541,356,1,16,59,44,543,395
0,1,2,17,57,45,545,357,4,16,65,34,527,363
0,1,4,18,62,36,557,347,-1,17,60,35,558,369
1,1,0,20,61,38,555,378,-0,19,64,34,539,376
1,1,4,18,57,39,546,367,-9,17,62,34,558,382
0,1,-6,16,50,41,537,379,-3,16,56,41,532,381
0,1,1,16,59,44,543,393,0,19,54,37,554,364
0,1,2,16,67,41,569,374,-3,17,62,35,559,373
1,1,1,19,59,33,554,359,-2,16,56,41,531,379
0,1,-1,17,60,35,557,369,-9,17,62,34,556,382
1,1,10,17,54,49,517,348,4,21,62,34,550,351
1,1,5,16,59,39,517,360,1,18,56,45,558,365
0,1,-9,17,55,35,588,346,1,19,55,37,554,364
1,1,7,18,57,38,503,350,-9,16,59,37,560,386
1,1,4,20,60,43,541,351,-10,15,57,36,575,378
1,1,8,18,62,41,514,365,0,18,58,37,539,346
0,1,-10,16,62,37,576,366,2,17,57,45,545,357
1,1,0,20,61,38,555,379,-2,19,59,40,545,390
0,1,4,18,57,39,545,369,4,18,62,36,556,347
1,1,4,16,65,34,526,362,1,16,59,44,544,393
1,1,7,18,58,38,504,351,-6,16,50,40,538,379
1,1,2,16,67,41,570,375,4,18,61,37,554,346
0,1,-3,17,63,35,559,372,1,18,56,45,558,368
1,1,-1,17,60,35,558,369,5,16,59,40,518,362
0,1,5,19,60,39,541,356,-1,19,64,34,539,377
0,1,-11,15,57,36,575,379,4,19,60,43,540,350
1,1,-3,16,56,41,532,379,1,20,61,38,554,378
1,1,-9,16,59,37,559,387,8,18,63,41,513,363
0,1,4,18,57,39,544,372,2,17,57,45,546,356
1,1,0,20,61,38,554,379,-0,18,58,36,539,346
1,1,-0,19,64,34,541,375,-10,16,62,37,575,367
1,1,1,19,59,33,553,357,-3,19,59,40,545,390
1,1,4,16,65,34,525,362,1,19,55,37,553,364
1,1,3,21,61,34,552,349,-11,15,57,36,574,379
0,1,-1,17,60,35,556,370,4,19,59,43,540,349
0,1,-9,17,62,34,556,377,5,16,58,40,517,361
1,1,5,19,60,39,543,357,-10,16,62,37,575,367
0,1,7,18,57,38,503,350,0,16,59,44,546,393
1,1,4,18,61,37,554,346,2,16,67,41,569,375
1,1,10,18,55,48,515,348,1,18,56,45,557,368
0,1,-3,17,63,35,562,372,2,17,57,45,544,355
0,1,-6,16,50,40,539,379,-9,17,55,35,587,349
1,1,-2,16,55,41,532,377,0,20,60,38,553,378
1,1,1,19,55,37,551,364,-3,19,58,40,547,389
0,1,-7,16,50,40,539,380,-8,17,56,35,585,350
0,1,0,20,60,38,552,379,-0,18,58,36,537,346
0,1,-0,19,64,34,541,375,4,16,64,34,524,360
1,1,1,19,59,33,550,358,-9,17,61,34,553,378
1,1,11,18,55,49,516,347,2,17,57,46,544,354
1,1,-3,17,63,35,560,372,-10,15,57,36,573,380
0,1,5,16,58,41,515,360,4,18,56,39,544,371
0,1,7,18,57,38,503,351,5,19,60,39,543,357
1,1,-8,16,59,38,560,385,1,16,67,41,570,376
0,1,1,17,56,45,558,370,3,21,61,35,552,351
0,1,0,20,60,38,552,379,8,18,63,40,514,365
0,1,0,16,59,44,546,393,-1,17,60,35,556,369
1,1,4,20,59,43,538,350,5,19,60,39,542,356
1,1,-1,18,65,34,543,376,8,18,63,40,514,365
1,1,-3,19,58,40,548,389,-10,16,62,37,577,368
1,1,7,18,57,38,502,350,-8,17,56,35,581,350
0,1,-2,16,55,41,531,376,-7,16,50,40,539,379
1,1,5,16,58,41,516,361,11,17,55,49,517,344
0,1,-10,15,57,36,573,380,2,19,60,33,550,356
0,1,-3,17,63,35,560,371,5,18,61,37,553,346
0,1,1,18,56,45,558,369,1,16,67,40,570,377
1,1,-0,18,58,36,537,346,-8,16,59,38,560,382
1,1,-2,16,55,41,532,376,3,21,61,35,552,351
0,1,4,15,65,34,525,361,0,20,60,38,552,378
1,1,1,19,55,37,551,364,-9,17,61,34,556,377
0,1,4,18,56,39,544,371,0,20,60,38,551,378
0,1,-8,17,56,35,581,351,8,18,63,40,514,367
1,1,1,17,57,45,545,357,4,20,59,43,537,351
0,1,3,21,61,35,552,352,-7,16,50,40,539,379
0,1,-10,16,62,37,576,368,2,19,60,33,549,356
1,1,0,20,60,38,550,377,5,16,57,41,514,361
0,1,-3,19,58,40,546,389,-1,17,60,35,556,368
0,1,0,18,58,36,537,345,5,19,60,39,542,356
0,1,-0,18,64,34,541,376,0,16,59,44,547,392
0,1,2,16,67,41,571,376,7,19,57,38,503,351
1,1,0,15,59,44,547,394,-8,16,59,38,560,380
1,1,4,15,64,35,524,362,11,17,55,49,515,346
1,1,0,20,60,38,551,376,-4,16,62,35,559,373
1,1,-9,17,61,34,555,378,-2,16,55,41,531,376
0,1,2,17,57,45,544,355,-1,17,60,35,556,367
1,1,0,18,56,45,559,370,1,19,55,37,552,363
1,1,-10,16,62,37,576,370,-10,15,57,36,575,379
0,1,-6,16,50,40,536,378,1,20,60,38,551,376
0,1,3,21,61,35,551,352,5,18,61,37,552,345
1,1,3,18,56,39,545,370,2,19,60,33,550,356
1,1,5,16,57,41,516,361,7,19,58,37,504,351
1,1,8,18,63,40,515,368,1,19,55,37,551,363
0,1,-8,17,56,35,582,352,-0,18,58,37,538,347
1,1,-0,18,64,35,542,377,4,19,59,43,539,353
1,1,5,19,60,39,541,357,-1,17,60,35,557,366
0,1,2,17,57,45,544,357,-8,16,59,38,561,379
0,1,1,20,60,38,550,376,11,17,55,49,517,343
1,1,-10,15,57,36,576,376,-2,16,55,41,532,377
1,1,4,15,65,34,524,361,-3,19,58,40,546,390
0,1,-9,17,61,34,555,379,1,18,56,45,558,371
1,1,-8,17,55,35,581,352,-4,16,62,36,560,374
0,1,0,15,60,43,546,395,0,18,58,37,536,348
0,1,1,20,60,38,550,376,5,18,61,37,551,343
0,1,2,19,59,33,548,358,1,16,67,40,570,374
0,1,5,16,57,41,515,360,-2,16,55,41,534,377
0,1,4,18,56,40,542,368,3,21,61,35,550,352
0,1,5,19,60,39,540,358,4,19,59,43,539,355
1,1,-0,18,64,35,543,377,7,19,58,37,504,351
0,1,1,19,55,37,552,363,-10,16,62,37,576,367
1,1,8,18,63,40,515,368,-6,16,50,40,534,379
0,1,-8,16,59,38,560,378,2,17,57,45,544,359
0,1,4,16,57,41,516,362,0,20,60,38,550,377
1,1,-9,17,61,34,557,379,-10,15,57,36,574,376
0,1,-8,17,55,35,581,353,11,17,55,49,518,342
0,1,-1,17,60,35,558,365,1,18,57,45,558,371
1,1,4,15,65,35,525,360,-4,16,62,36,559,374
1,1,0,16,60,43,545,395,4,19,59,43,539,354
0,1,-8,16,59,38,559,379,0,18,58,37,537,346
0,1,8,18,63,40,515,367,2,16,67,40,568,373
0,1,5,18,60,39,540,359,6,18,58,37,505,352
1,1,-7,16,50,40,536,380,-10,16,62,37,575,366
0,1,-3,19,59,40,549,393,11,17,55,49,518,343
1,1,4,17,56,39,541,367,3,21,61,35,548,350
1,1,1,19,59,33,548,357,-2,16,55,42,534,378
0,1,2,16,67,40,567,373,-2,17,60,35,560,365
0,1,5,18,61,37,550,344,4,16,57,41,518,363
1,1,1,18,57,45,557,368,2,17,57,45,542,360
1,1,-8,17,56,35,581,353,0,20,60,38,551,377
1,1,-8,17,61,34,555,378,-4,16,62,36,560,374
0,1,1,18,55,37,552,363,4,15,65,35,526,361
1,1,1,16,60,43,545,392,-0,18,64,35,542,376
0,1,-6,16,50,40,536,379,-10,15,57,36,576,374
1,1,0,18,58,37,538,345,-10,16,62,37,575,364
0,1,-8,17,56,35,579,353,4,17,56,39,540,365
1,1,11,17,55,49,517,345,0,20,60,38,551,376
0,1,-2,17,60,35,561,364,4,18,60,39,541,359
1,1,8,18,63,40,516,367,1,18,57,44,555,368
1,1,3,20,58,43,540,356,2,21,60,34,550,350
1,1,5,18,61,37,550,345,4,18,60,39,540,361
0,1,-8,17,61,34,556,376,0,18,55,37,552,363
1,1,-3,19,59,40,549,394,0,20,60,38,551,377
0,1,-8,16,59,38,560,378,4,15,65,34,525,359
0,1,-4,16,62,36,559,374,1,19,59,33,549,356
0,1,-10,14,57,36,574,374,0,20,60,38,552,378
1,1,2,20,60,35,552,351,-10,15,57,36,575,373
1,1,2,17,67,40,567,372,-2,16,55,41,535,379
1,1,1,18,58,36,539,345,4,16,57,41,518,360
1,1,5,18,61,37,550,346,-8,17,55,35,579,351
0,1,-7,16,50,40,538,379,8,18,62,40,517,367
1,1,-2,17,60,35,563,366,-10,16,62,37,576,365
