Home,Away,Date,Won, ,PointDiff,FTDiff,Home2pt,Away2pt,Home3pt,Away3pt,Def2pt,OppDef2pt,Def3pt,OppDef3pt
26,21,2023-03-14,1, ,18,-2,52,68,66,30,500,591,345,537
29,8,2023-03-14,1, ,20,11,74,56,21,30,431,698,294,219
20,2,2023-03-14,1, ,14,-5,68,46,33,36,561,515,293,333
18,13,2023-03-14,0, ,-15,-12,62,44,33,54,512,564,462,256
3,5,2023-03-14,0, ,-16,-4,74,62,18,42,534,698,467,261
0,16,2023-03-14,0, ,-12,-10,66,56,24,36,609,458,308,348
26,6,2023-03-15,0, ,-9,-17,68,54,45,51,509,466,515,441
4,25,2023-03-15,0, ,-3,-1,44,40,48,54,556,400,429,381
5,22,2023-03-15,0, ,-9,-8,52,44,42,51,564,591,472,341
15,14,2023-03-15,1, ,19,18,72,56,39,54,622,679,391,448
17,1,2023-03-15,0, ,-2,-8,50,44,36,36,500,521,300,333
12,9,2023-03-15,1, ,8,15,60,64,48,51,615,484,472,471
10,13,2023-03-15,1, ,4,-19,78,46,24,33,500,650,250,276
27,20,2023-03-16,1, ,17,2,66,54,42,39,429,508,419,438
16,11,2023-03-16,0, ,-16,9,72,64,33,66,627,632,478,344
8,7,2023-03-16,0, ,-19,-7,54,78,36,24,600,466,333,444
0,21,2023-03-16,1, ,3,-2,60,70,39,24,603,545,286,371
2,25,2023-03-16,0, ,-5,-8,38,38,42,39,463,463,317,359
4,17,2023-03-17,1, ,8,5,80,56,33,54,483,571,429,458
5,29,2023-03-17,1, ,23,1,88,54,12,24,509,647,348,211
24,1,2023-03-17,0, ,-14,-7,48,52,42,45,578,585,357,368
26,14,2023-03-17,0, ,-6,8,38,70,60,42,556,413,368,385
0,9,2023-03-17,1, ,8,3,62,72,48,33,621,525,275,390
13,6,2023-03-17,0, ,-1,4,76,48,15,48,533,594,471,250
3,22,2023-03-17,0, ,-39,0,48,72,15,30,600,471,313,143
10,18,2023-03-17,1, ,2,-5,64,54,33,36,500,571,429,344
28,1,2023-03-18,1, ,1,6,50,40,51,66,541,446,431,415
29,25,2023-03-18,0, ,-14,9,56,52,39,66,531,509,595,361
12,21,2023-03-18,0, ,-5,-1,72,64,18,30,604,529,323,273
4,15,2023-03-18,1, ,14,-13,56,50,51,30,556,609,270,500
19,7,2023-03-18,1, ,6,13,64,62,27,36,608,627,364,281
11,22,2023-03-18,0, ,-20,1,66,78,36,45,736,589,429,387
14,9,2023-03-18,1, ,14,-17,68,52,54,39,464,596,371,474
27,17,2023-03-18,1, ,15,-7,78,68,27,15,548,619,217,333
26,0,2023-03-19,1, ,8,-7,74,86,42,15,544,561,227,500
13,21,2023-03-19,1, ,6,13,46,62,39,30,484,500,263,406
10,18,2023-03-19,0, ,-10,16,44,58,27,39,537,512,419,273
8,15,2023-03-19,0, ,-12,-9,56,50,30,39,625,560,333,313
16,27,2023-03-19,1, ,7,7,54,60,48,42,462,730,412,356
24,12,2023-03-19,0, ,-15,3,62,62,18,36,470,585,429,207
2,7,2023-03-19,0, ,-6,2,52,60,36,36,526,553,522,343
20,0,2023-03-19,1, ,4,12,62,58,33,45,518,554,417,393
22,4,2023-03-20,0, ,-4,-5,56,64,30,21,525,519,212,278
10,9,2023-03-20,0, ,-13,4,58,54,30,51,675,509,354,278
28,25,2023-03-20,1, ,8,1,60,44,48,57,489,577,365,444
19,17,2023-03-20,0, ,-6,0,68,74,42,42,627,596,583,500
3,11,2023-03-20,1, ,6,-3,62,56,30,27,500,525,346,323
14,6,2023-03-20,1, ,4,1,62,56,30,33,583,574,306,286
2,5,2023-03-21,0, ,-6,1,64,56,27,42,519,542,483,273
21,29,2023-03-21,1, ,10,6,62,64,36,30,627,585,313,444
0,8,2023-03-21,1, ,22,7,60,48,42,39,471,526,325,368
12,20,2023-03-21,0, ,-1,-1,70,58,18,30,518,636,270,194
18,26,2023-03-21,1, ,35,8,70,34,30,39,370,614,317,417
25,1,2023-03-21,0, ,-23,-2,44,62,51,54,646,595,409,386
13,0,2023-03-22,1, ,11,21,62,60,24,36,508,585,387,471
14,10,2023-03-22,1, ,5,11,66,72,36,36,600,647,364,333
27,11,2023-03-22,0, ,-4,8,64,64,21,33,571,582,524,206
6,9,2023-03-22,0, ,-2,5,54,76,51,36,745,551,308,425
16,26,2023-03-22,1, ,36,0,72,54,45,27,500,655,231,349
15,19,2023-03-22,1, ,7,1,58,52,48,48,619,569,400,571
29,7,2023-03-22,0, ,-14,-7,80,54,12,45,529,656,469,154
17,0,2023-03-22,1, ,1,2,68,66,33,36,559,515,462,423
4,22,2023-03-22,0, ,-25,-5,56,46,18,48,511,483,432,240
28,24,2023-03-22,0, ,-12,2,56,64,33,39,615,596,317,314
21,19,2023-03-23,1, ,5,-2,54,50,39,36,521,491,300,406
18,3,2023-03-23,1, ,19,3,68,58,33,27,630,531,243,324
12,20,2023-03-23,1, ,22,5,58,56,54,39,519,617,333,486
2,5,2023-03-23,0, ,-2,4,54,60,36,36,526,574,375,353
14,10,2023-03-24,1, ,37,-1,64,80,75,21,625,627,304,595
29,26,2023-03-24,1, ,12,10,72,76,45,39,603,655,342,500
25,0,2023-03-24,1, ,8,6,68,78,39,27,650,680,310,333
28,16,2023-03-24,0, ,-28,13,58,66,33,66,673,453,440,275
13,20,2023-03-24,1, ,5,3,60,52,36,42,464,526,389,353
1,11,2023-03-24,1, ,25,1,52,70,54,12,603,510,154,429
9,22,2023-03-24,1, ,8,-10,48,60,54,24,612,632,276,360
24,4,2023-03-24,0, ,-28,5,62,62,18,51,554,564,607,194
27,8,2023-03-24,1, ,21,0,56,56,39,18,583,509,240,351
6,3,2023-03-24,0, ,-8,-2,64,64,27,33,525,667,393,250
25,28,2023-03-25,1, ,8,7,56,76,48,27,603,538,321,372
0,11,2023-03-25,1, ,13,10,76,76,45,42,644,576,378,500
7,16,2023-03-25,1, ,23,1,64,60,45,27,577,604,250,417
12,18,2023-03-25,0, ,-21,9,48,60,45,63,484,571,618,455
15,2,2023-03-25,0, ,-29,-11,52,52,36,54,531,520,450,400
0,22,2023-03-25,1, ,20,-8,64,42,45,39,447,525,419,469
1,26,2023-03-26,1, ,44,2,68,56,54,24,459,723,222,409
3,6,2023-03-26,1, ,6,-1,54,26,36,57,371,458,388,414
5,10,2023-03-26,1, ,17,6,60,58,27,18,527,566,240,300
13,4,2023-03-26,0, ,-10,9,50,66,39,42,589,641,452,361
27,29,2023-03-26,1, ,10,1,68,44,33,48,440,507,444,355
0,14,2023-03-26,0, ,-4,8,76,70,21,39,625,567,394,226
21,2,2023-03-26,1, ,13,-2,76,58,21,24,518,603,229,318
9,17,2023-03-26,0, ,-3,-1,38,34,45,51,425,452,425,375
24,20,2023-03-26,0, ,-6,-4,50,58,42,36,492,500,343,438
24,18,2023-03-27,0, ,-34,-1,56,74,21,36,638,491,429,212
11,6,2023-03-27,0, ,-23,3,62,58,24,54,630,477,486,286
12,4,2023-03-27,1, ,12,-7,56,70,60,27,593,683,391,500
19,10,2023-03-27,1, ,22,-4,66,70,51,21,574,702,269,436
28,0,2023-03-27,0, ,-14,-2,58,64,27,33,492,580,306,250
25,17,2023-03-27,0, ,-4,10,68,70,15,27,565,596,375,185
8,16,2023-03-27,0, ,-9,6,68,62,21,42,620,500,311,292
7,22,2023-03-27,1, ,5,2,64,70,33,24,593,604,267,344
0,5,2023-03-28,1, ,2,11,58,76,36,27,559,468,360,444
20,3,2023-03-28,0, ,-3,4,78,76,33,42,644,591,400,367
27,15,2023-03-28,1, ,14,-10,74,44,24,30,468,649,303,222
29,1,2023-03-28,1, ,19,-1,82,68,39,33,694,661,250,351
14,21,2023-03-28,1, ,5,5,60,54,36,42,529,556,286,353
9,18,2023-03-28,1, ,11,3,50,60,54,36,476,595,444,450
14,12,2023-03-29,0, ,-9,0,76,52,33,66,634,603,595,344
26,28,2023-03-29,0, ,-11,-1,70,74,30,36,627,583,387,286
11,16,2023-03-29,0, ,-13,-7,78,96,42,30,706,549,400,467
4,13,2023-03-29,0, ,-11,-13,72,76,27,21,576,655,350,273
19,15,2023-03-29,1, ,9,3,50,44,39,39,550,556,333,419
24,25,2023-03-29,0, ,-40,-7,42,48,27,54,545,389,375,231
2,10,2023-03-29,1, ,9,5,54,74,51,27,544,574,300,486
0,17,2023-03-29,1, ,7,13,68,56,18,36,509,447,343,300
20,8,2023-03-29,1, ,1,9,58,48,30,48,511,500,485,345
22,6,2023-03-29,1, ,8,11,40,40,51,54,541,455,391,472
16,1,2023-03-30,0, ,-41,-7,48,58,42,66,604,414,512,326
7,18,2023-03-30,0, ,-19,2,56,50,12,39,472,538,481,143
9,26,2023-03-31,1, ,15,-1,52,54,63,45,509,591,395,429
29,21,2023-03-31,0, ,-7,-10,48,72,51,24,563,436,333,340
1,28,2023-03-31,1, ,8,8,50,74,51,27,552,556,310,333
11,20,2023-03-31,1, ,4,-10,66,76,36,12,655,579,133,293
10,8,2023-03-31,1, ,6,16,54,64,33,33,593,519,314,355
24,25,2023-03-31,0, ,-24,4,42,70,57,57,714,447,487,500
17,13,2023-03-31,0, ,-12,-8,56,72,39,27,529,500,409,333
2,0,2023-03-31,1, ,17,-10,68,62,45,24,574,618,216,455
22,27,2023-03-31,1, ,7,5,58,68,36,24,586,690,308,387
0,7,2023-03-31,1, ,7,5,54,64,30,18,464,443,231,370
5,19,2023-03-31,0, ,-14,-4,54,64,51,51,561,551,472,459
14,12,2023-03-31,1, ,14,-2,68,46,27,33,418,540,314,273
3,4,2023-03-31,0, ,-30,-11,42,64,42,39,561,525,419,378
15,6,2023-04-01,1, ,7,12,64,66,39,42,767,653,412,351
18,12,2023-04-01,1, ,8,12,70,62,21,33,554,507,379,412
25,26,2023-04-02,0, ,-8,0,76,78,33,39,609,644,382,250
16,22,2023-04-02,1, ,13,3,72,56,30,36,549,692,333,357
17,24,2023-04-02,0, ,-2,6,54,68,33,27,540,509,300,423
21,8,2023-04-02,1, ,26,-4,52,46,51,27,511,619,273,515
4,14,2023-04-02,1, ,21,9,82,40,27,57,488,651,442,290
3,27,2023-04-02,0, ,-20,1,54,96,45,24,632,500,286,484
5,11,2023-04-02,1, ,10,-6,70,54,27,27,458,530,375,375
10,13,2023-04-02,0, ,-25,-13,62,86,39,27,683,456,300,382
0,6,2023-04-02,1, ,2,-4,78,78,36,30,684,534,263,343
2,28,2023-04-02,1, ,1,4,58,64,27,24,542,537,250,281
7,9,2023-04-02,1, ,2,-2,70,66,27,27,524,522,214,273
19,29,2023-04-02,1, ,9,-2,66,46,39,48,548,589,432,406
20,0,2023-04-02,0, ,-10,12,50,66,33,39,702,446,382,344
21,5,2023-04-04,0, ,-4,-5,70,54,30,45,509,530,484,435
29,16,2023-04-04,0, ,-12,-2,74,54,39,69,540,514,548,481
9,20,2023-04-04,1, ,11,-4,54,66,60,33,541,563,344,426
28,13,2023-04-04,0, ,-2,-3,64,72,45,36,581,561,353,455
8,15,2023-04-04,0, ,-13,-1,50,56,33,39,636,556,361,393
4,0,2023-04-04,0, ,-18,-1,68,76,21,30,655,586,357,226
18,25,2023-04-04,0, ,-18,10,60,58,21,51,592,469,405,350
22,1,2023-04-04,1, ,2,4,56,46,33,45,500,571,333,379
14,24,2023-04-04,1, ,10,6,48,56,54,42,509,615,333,375
10,7,2023-04-04,1, ,21,8,70,60,36,33,588,493,306,387
0,26,2023-04-04,1, ,21,8,66,44,30,39,440,589,325,303
2,17,2023-04-04,0, ,-5,-6,52,66,39,24,541,473,333,371
3,27,2023-04-04,0, ,-20,-5,48,54,36,45,491,522,455,387
8,2,2023-04-05,0, ,-15,-3,56,56,39,51,651,500,395,464
16,4,2023-04-05,1, ,13,0,42,50,54,33,500,457,333,391
6,25,2023-04-05,1, ,4,0,48,68,60,36,493,533,324,455
12,13,2023-04-05,1, ,7,7,54,66,48,36,550,587,414,444
18,14,2023-04-05,1, ,7,10,46,76,63,36,559,469,333,538
11,19,2023-04-05,0, ,-9,8,60,68,45,54,630,526,391,500
0,29,2023-04-05,1, ,18,15,60,78,39,18,591,556,214,433
1,27,2023-04-05,1, ,4,-3,54,62,33,18,544,529,182,289
22,15,2023-04-06,0, ,-28,0,58,62,30,54,633,725,462,278
0,7,2023-04-06,1, ,4,1,48,72,51,24,600,558,348,472
21,5,2023-04-06,0, ,-24,7,40,56,39,54,560,455,474,333
26,24,2023-04-06,1, ,2,10,74,82,30,30,603,521,357,286
28,20,2023-04-06,0, ,-16,-10,72,48,15,45,462,692,333,161
18,19,2023-04-07,1, ,8,4,64,48,30,42,533,627,326,357
13,0,2023-04-07,1, ,14,1,54,68,54,27,500,482,250,500
29,15,2023-04-07,1, ,6,22,64,56,21,45,549,627,319,212
25,9,2023-04-07,0, ,-22,-11,54,50,33,48,595,458,444,282
0,22,2023-04-07,0, ,-5,-4,82,80,30,33,500,695,500,303
11,8,2023-04-07,0, ,-7,1,60,62,33,39,525,577,419,355
3,10,2023-04-07,0, ,-3,-1,50,70,39,21,515,532,333,317
2,21,2023-04-07,1, ,17,7,52,48,27,21,490,553,184,214
6,4,2023-04-07,0, ,-3,-2,48,70,54,33,614,632,355,327
1,27,2023-04-07,1, ,19,3,60,62,45,27,500,811,290,341
16,14,2023-04-07,0, ,-23,-2,42,66,63,60,647,488,476,429
26,17,2023-04-08,0, ,-20,3,74,64,39,72,552,561,558,448
28,7,2023-04-08,1, ,4,2,66,52,33,45,591,508,326,314
12,24,2023-04-08,1, ,11,9,74,66,36,42,579,638,438,343
15,21,2023-04-09,1, ,13,-2,54,42,54,51,488,692,362,409
20,14,2023-04-09,1, ,15,0,66,66,36,21,600,611,189,333
1,0,2023-04-09,1, ,6,-4,34,66,75,33,569,486,282,463
2,22,2023-04-09,0, ,-29,9,46,78,36,42,565,451,438,375
0,12,2023-04-09,0, ,-5,0,56,88,42,15,571,452,217,378
4,8,2023-04-09,1, ,22,7,68,44,18,27,423,523,273,200
6,26,2023-04-09,0, ,-21,-13,58,72,51,45,545,527,395,321
24,9,2023-04-09,0, ,-56,2,58,62,27,81,660,483,551,257
7,25,2023-04-09,1, ,14,8,70,52,21,33,619,625,256,250
29,10,2023-04-09,0, ,-5,-7,54,76,42,18,551,519,286,311
5,3,2023-04-09,0, ,-11,-11,50,62,30,18,633,481,188,270
27,16,2023-04-09,1, ,16,-3,74,52,33,36,542,597,353,333
13,28,2023-04-09,1, ,11,11,58,82,54,30,621,558,286,400
19,11,2023-04-09,0, ,-5,-13,74,54,45,57,491,544,559,375
17,18,2023-04-09,1, ,5,-3,52,74,39,9,536,565,143,361
