Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
118,Jeff Withey,432,2016-17,NBA,UTA,51,1,432,55,103,.534,55,102,.539,0,1,.000,36,48,.750,.588,52,69,121,7,16,32,14,52,146,3.1,1.4,-21,witheje01
119,Jordan Crawford,442,2016-17,NBA,NOP,19,0,442,105,218,.482,68,123,.553,37,95,.389,20,26,.769,.582,4,30,34,57,11,2,25,30,267,9.5,1.3,16,crawfjo02
120,Kevon Looney,445,2016-17,NBA,GSW,53,4,445,56,107,.523,54,98,.551,2,9,.222,21,34,.618,.553,44,80,124,29,15,17,17,64,135,2.6,-1.7,-19,looneke01
121,Brandan Wright,447,2016-17,NBA,MEM,28,5,447,83,135,.615,83,134,.619,0,1,.000,23,35,.657,.628,31,47,78,15,11,20,10,42,189,6.0,1.7,35,wrighbr03
122,Delon Wright,449,2016-17,NBA,TOR,27,0,449,49,116,.422,39,86,.453,10,30,.333,42,55,.764,.535,16,32,48,57,27,11,25,31,150,5.2,2.0,90,wrighde01
123,James Michael McAdoo,458,2016-17,NBA,GSW,52,2,458,62,117,.530,60,109,.550,2,8,.250,21,42,.500,.543,34,57,91,18,18,29,19,47,147,2.6,-1.8,-40,mcadoja01
124,Rashad Vaughn,458,2016-17,NBA,MIL,41,2,458,57,156,.365,31,75,.413,26,81,.321,2,5,.400,.449,4,45,49,23,19,10,14,32,142,2.1,-3.6,-77,vaughra01
125,Cameron Payne,464,2016-17,NBA,CHIOKC,31,0,464,64,193,.332,37,107,.346,27,86,.314,5,8,.625,.407,3,45,48,55,14,4,29,52,160,2.3,-6.1,-70,payneca01
126,Luis Scola,465,2016-17,NBA,BRK,36,1,465,71,151,.470,54,101,.535,17,50,.340,25,37,.676,.550,51,88,139,37,14,4,34,63,184,4.1,-2.9,-83,scolalu01
127,Reggie Bullock,466,2016-17,NBA,DET,31,5,466,54,128,.422,26,55,.473,28,73,.384,5,7,.714,.538,13,51,64,29,18,3,10,22,141,3.8,0.3,57,bullore01
128,Okaro White,470,2016-17,NBA,MIA,35,0,470,33,87,.379,21,53,.396,12,34,.353,20,22,.909,.507,25,57,82,21,10,10,18,52,98,2.2,-3.1,68,whiteok01
129,Donatas Motiejūnas,479,2016-17,NBA,NOP,34,0,479,57,138,.413,46,91,.505,11,47,.234,25,49,.510,.470,26,75,101,32,18,11,31,55,150,3.0,-4.3,-121,motiedo01
130,Ömer Aşık,483,2016-17,NBA,NOP,31,19,483,31,65,.477,31,65,.477,0,0,,23,39,.590,.517,48,115,163,15,5,10,14,51,85,3.3,-3.7,-60,asikom01
131,Miles Plumlee,486,2016-17,NBA,CHOMIL,45,12,486,44,92,.478,44,92,.478,0,0,,25,39,.641,.518,38,57,95,21,18,13,30,73,113,1.9,-5.0,-65,plumlmi01
132,K.J. McDaniels,506,2016-17,NBA,BRKHOU,49,0,506,77,169,.456,57,103,.553,20,66,.303,32,38,.842,.555,15,67,82,13,19,18,29,49,206,2.8,-2.3,-44,mcdankj01
133,Shabazz Napier,513,2016-17,NBA,POR,53,2,513,73,183,.399,39,91,.429,34,92,.370,38,49,.776,.533,8,53,61,67,32,2,41,38,218,3.0,-0.4,17,napiesh01
134,Nicolás Brussino,522,2016-17,NBA,DAL,54,2,522,52,141,.369,23,46,.500,29,95,.305,17,22,.773,.498,26,69,95,47,17,8,26,43,150,2.2,-1.6,-107,brussni01
135,Tyler Zeller,525,2016-17,NBA,BOS,51,5,525,78,158,.494,78,157,.497,0,1,.000,22,39,.564,.508,43,81,124,42,7,21,20,61,178,3.0,-2.4,-4,zellety01
136,Cole Aldrich,535,2016-17,NBA,MIN,62,0,535,45,86,.523,45,86,.523,0,0,,15,22,.682,.549,51,107,158,25,25,23,17,85,105,2.2,-0.8,-31,aldrico01
137,José Calderón,539,2016-17,NBA,ATLLAL,41,13,539,55,134,.410,35,70,.500,20,64,.313,11,12,.917,.506,15,59,74,88,11,1,41,36,141,2.8,-3.2,-104,caldejo01
138,Gerald Green,539,2016-17,NBA,BOS,47,0,539,95,232,.409,56,121,.463,39,111,.351,33,41,.805,.524,16,68,84,33,9,7,25,48,262,3.4,-3.0,9,greenge01
139,Derrick Jones Jr.,544,2016-17,NBA,PHO,32,8,544,68,121,.562,65,110,.591,3,11,.273,29,41,.707,.604,39,40,79,12,14,13,13,63,168,4.3,-2.3,33,jonesde02
140,Jarell Martin,555,2016-17,NBA,MEM,42,3,555,58,151,.384,49,126,.389,9,25,.360,40,50,.800,.477,42,120,162,8,17,9,28,91,165,2.6,-5.8,-69,martija01
