Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
28,M.J. Walker,9,2021-22,NBA,PHO,2,0,9,0,4,.000,0,2,.000,0,2,.000,0,0,,.000,0,1,1,1,2,0,0,1,0,-0.1,-9.6,-3,walkemj01
29,Shaq Buchanan,10,2021-22,NBA,MEM,2,0,10,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,1,1,2,2,1,0,2,1,2,0.3,-10.7,-2,buchash01
30,Rob Edwards,11,2021-22,NBA,OKC,2,0,11,1,4,.250,0,0,,1,4,.250,0,0,,.375,0,3,3,0,0,0,1,0,3,0.3,-11.2,-14,edwarro01
31,Emmanuel Mudiay,11,2021-22,NBA,SAC,2,0,11,0,2,.000,0,2,.000,0,0,,3,4,.750,.399,0,0,0,4,1,0,1,1,3,1.8,-1.2,-7,mudiaem01
32,Tre Scott,11,2021-22,NBA,CLE,2,0,11,3,6,.500,3,5,.600,0,1,.000,0,0,,.500,1,1,2,0,1,1,0,2,6,2.5,-3.0,4,scotttr01
33,Jarron Cumberland,12,2021-22,NBA,POR,3,0,12,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,1,2,3,1,0,0,0,2,2,0.7,-6.6,9,cumbeja01
34,JaQuori McLaughlin,12,2021-22,NBA,DAL,4,0,12,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,0,0,0,1,0,-0.1,-13.6,-9,mclauja01
35,Cat Barber,13,2021-22,NBA,ATL,3,0,13,0,4,.000,0,4,.000,0,0,,0,4,.000,.000,1,2,3,3,0,0,1,1,0,-0.8,-23.5,11,barbeca01
36,Moses Wright,14,2021-22,NBA,DALLAC,4,0,14,1,4,.250,1,3,.333,0,1,.000,3,3,1.000,.470,1,2,3,2,0,1,0,0,5,1.5,2.1,-7,wrighmo01
37,Jemerrio Jones,15,2021-22,NBA,LAL,2,0,15,2,3,.667,2,3,.667,0,0,,0,0,,.667,2,1,3,0,1,0,0,2,4,2.3,-1.0,-13,jonesje01
38,Sekou Doumbouya,16,2021-22,NBA,LAL,2,0,16,5,8,.625,4,6,.667,1,2,.500,3,4,.750,.717,2,4,6,0,3,2,2,1,14,7.3,18.8,24,doumbse01
39,Dakota Mathias,17,2021-22,NBA,MEM,6,0,17,2,6,.333,0,0,,2,6,.333,0,0,,.500,0,2,2,1,1,0,0,1,6,0.8,0.3,-11,mathida01
40,Jaylen Morris,17,2021-22,NBA,SAS,3,0,17,0,6,.000,0,4,.000,0,2,.000,2,4,.500,.129,0,2,2,2,0,0,1,2,2,-0.9,-21.5,8,morrija01
41,Trayvon Palmer,17,2021-22,NBA,DET,1,0,17,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,2,2,0,0,0,1,2,0,-1.9,-15.0,-12,palmetr01
42,Aaron Henry,18,2021-22,NBA,PHI,6,0,18,1,5,.200,1,4,.250,0,1,.000,0,0,,.200,0,1,1,0,0,2,2,2,2,-0.4,-16.5,-20,henryaa01
43,Scotty Hopson,18,2021-22,NBA,OKC,1,0,18,2,4,.500,2,3,.667,0,1,.000,0,0,,.500,0,1,1,1,0,0,2,1,4,0.6,-11.6,-6,hopsosc01
44,Eugene Omoruyi,18,2021-22,NBA,DAL,4,0,18,2,5,.400,1,3,.333,1,2,.500,2,4,.500,.518,2,5,7,2,0,0,0,2,7,1.8,4.0,3,omorueu01
45,Emanuel Terry,18,2021-22,NBA,PHO,3,0,18,0,5,.000,0,5,.000,0,0,,0,0,,.000,8,7,15,2,1,0,5,4,0,0.0,-18.3,-19,terryem01
46,McKinley Wright IV,18,2021-22,NBA,MIN,5,0,18,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,0,0,0,3,0,0,1,1,5,0.9,-4.2,-7,wrighmc01
47,George King,19,2021-22,NBA,DAL,4,0,19,0,5,.000,0,1,.000,0,4,.000,1,2,.500,.085,0,5,5,0,0,0,1,4,1,-1.0,-20.1,-27,kingge03
48,Norvel Pelle,19,2021-22,NBA,UTA,3,0,19,3,5,.600,3,5,.600,0,0,,0,0,,.600,3,3,6,0,0,1,2,1,6,1.7,-7.1,-19,pelleno01
49,Wayne Selden,19,2021-22,NBA,NYK,3,0,19,1,4,.250,0,2,.000,1,2,.500,2,4,.500,.434,0,1,1,1,0,0,0,1,5,0.8,-5.9,-13,seldewa01
50,Craig Sword,19,2021-22,NBA,WAS,3,0,19,3,4,.750,3,3,1.000,0,1,.000,0,0,,.750,0,0,0,1,4,0,1,7,6,1.8,1.4,1,swordcr01
51,Joel Ayayi,20,2021-22,NBA,WAS,7,0,20,1,6,.167,1,5,.200,0,1,.000,0,0,,.167,1,2,3,4,0,0,0,0,2,0.3,-6.0,3,ayayijo01
52,Damyean Dotson,20,2021-22,NBA,NYK,2,0,20,2,4,.500,2,3,.667,0,1,.000,0,0,,.500,0,2,2,1,0,0,0,0,4,1.7,-4.9,5,dotsoda01
53,Jay Huff,20,2021-22,NBA,LAL,4,0,20,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,1,3,4,1,1,1,1,1,0,0.1,-7.4,15,huffja01
54,Gabe York,21,2021-22,NBA,IND,2,0,21,2,7,.286,1,1,1.000,1,6,.167,3,5,.600,.435,0,2,2,4,2,1,1,4,8,3.3,-1.5,-4,yorkga01
55,Shaquille Harrison,22,2021-22,NBA,BRK,2,0,22,2,6,.333,2,4,.500,0,2,.000,0,0,,.333,1,3,4,3,1,1,2,3,4,1.4,-8.3,-4,harrish01
56,Chandler Hutchison,22,2021-22,NBA,PHO,6,0,22,1,2,.500,1,2,.500,0,0,,2,2,1.000,.694,0,5,5,2,0,0,4,1,4,0.3,-8.5,15,hutchch01
57,Carlik Jones,23,2021-22,NBA,DALDEN,5,0,23,1,9,.111,1,8,.125,0,1,.000,2,2,1.000,.202,1,2,3,5,1,0,3,0,4,0.2,-15.5,-20,jonesca03
58,Mac McClung,25,2021-22,NBA,CHILAL,2,0,25,3,6,.500,2,3,.667,1,3,.333,1,1,1.000,.621,0,3,3,1,1,1,3,5,8,1.7,-9.5,7,mccluma01
59,Deividas Sirvydis,27,2021-22,NBA,DET,3,0,27,1,10,.100,0,3,.000,1,7,.143,0,0,,.150,0,6,6,1,3,1,0,4,3,0.3,-8.7,-28,sirvyde01
60,Daniel Oturu,28,2021-22,NBA,TOR,3,0,28,3,6,.500,3,5,.600,0,1,.000,3,5,.600,.549,1,4,5,0,0,2,0,1,9,2.7,-5.2,-24,oturuda01
61,Jordan Schakel,30,2021-22,NBA,WAS,4,0,30,1,11,.091,0,5,.000,1,6,.167,2,2,1.000,.210,2,6,8,0,1,0,1,0,5,0.2,-13.0,2,schakjo01
62,Cheick Diallo,31,2021-22,NBA,DET,3,0,31,3,8,.375,3,8,.375,0,0,,5,6,.833,.517,4,8,12,0,1,0,1,6,11,3.0,-7.5,-33,diallch01
63,Juwan Morgan,31,2021-22,NBA,BOSTOR,2,0,31,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,2,2,4,1,0,0,0,3,5,2.6,-7.2,-17,morgaju01
64,Micah Potter,31,2021-22,NBA,DET,3,0,31,5,11,.455,5,9,.556,0,2,.000,2,2,1.000,.505,4,5,9,0,1,1,1,4,12,3.2,-7.1,-40,pottemi01
65,Justin Jackson,36,2021-22,NBA,BOSPHO,7,0,36,5,15,.333,2,6,.333,3,9,.333,2,2,1.000,.472,1,6,7,2,0,0,1,3,15,1.2,-3.3,-13,jacksju01
66,Darren Collison,37,2021-22,NBA,LAL,3,0,37,2,7,.286,2,4,.500,0,3,.000,0,0,,.286,0,4,4,2,1,0,1,5,4,0.2,-10.9,-14,collida01
67,Marko Simonovic,37,2021-22,NBA,CHI,9,0,37,4,15,.267,3,10,.300,1,5,.200,8,11,.727,.428,5,5,10,0,1,1,2,6,17,1.0,-11.1,3,simonma01
68,Petr Cornelie,38,2021-22,NBA,DEN,13,0,38,5,15,.333,4,7,.571,1,8,.125,3,4,.750,.418,7,7,14,3,1,1,4,7,14,0.7,-8.8,8,cornepe01
69,Xavier Sneed,38,2021-22,NBA,MEMUTA,9,0,38,2,10,.200,1,2,.500,1,8,.125,0,0,,.250,2,4,6,1,0,0,0,2,5,0.1,-10.5,-6,sneedxa01
70,Sharife Cooper,39,2021-22,NBA,ATL,13,0,39,3,14,.214,2,8,.250,1,6,.167,0,0,,.250,0,5,5,5,0,0,5,1,7,-0.2,-16.3,-35,coopesh01
71,Nik Stauskas,39,2021-22,NBA,BOSMIA,8,0,39,5,14,.357,1,4,.250,4,10,.400,4,6,.667,.541,1,2,3,2,0,0,1,1,18,1.3,-3.6,18,stausni01
72,Cassius Winston,39,2021-22,NBA,WAS,7,0,39,4,11,.364,2,5,.400,2,6,.333,4,4,1.000,.549,0,1,1,7,0,0,3,9,14,0.9,-9.3,-6,winstca01
73,Robert Woodard II,42,2021-22,NBA,SAC,12,0,42,2,16,.125,1,12,.083,1,4,.250,2,2,1.000,.207,5,6,11,3,1,1,1,3,7,0.3,-10.4,15,woodaro01
74,Jared Harper,43,2021-22,NBA,NOP,5,0,43,14,26,.538,9,14,.643,5,12,.417,4,4,1.000,.666,2,0,2,14,4,1,2,5,37,7.3,17.3,7,harpeja01
75,Cameron Oliver,43,2021-22,NBA,ATL,2,0,43,10,15,.667,9,12,.750,1,3,.333,2,3,.667,.705,2,4,6,3,1,1,0,5,23,10.3,1.7,-2,oliveca01
76,Vernon Carey Jr.,44,2021-22,NBA,CHOWAS,7,1,44,7,13,.538,7,13,.538,0,0,,6,13,.462,.534,8,4,12,0,2,1,3,4,20,2.3,-7.5,-44,careyve01
77,Gabriel Lundberg,44,2021-22,NBA,PHO,4,0,44,5,19,.263,2,11,.182,3,8,.375,0,0,,.342,2,5,7,11,3,0,3,7,13,2.4,-4.8,19,lundbga01
78,Miye Oni,44,2021-22,NBA,UTA,16,0,44,2,9,.222,1,1,1.000,1,8,.125,0,1,.000,.265,1,6,7,5,0,0,1,7,5,0.1,-7.9,-32,onimi01
79,Cameron McGriff,47,2021-22,NBA,POR,3,0,47,5,14,.357,3,8,.375,2,6,.333,2,2,1.000,.470,6,9,15,3,0,1,0,7,14,4.4,-4.0,8,mcgrica01
80,Tremont Waters,50,2021-22,NBA,TORWAS,3,0,50,4,14,.286,2,5,.400,2,9,.222,0,0,,.357,0,4,4,7,5,0,4,4,10,2.4,-7.7,-19,watertr01
81,Mason Jones,51,2021-22,NBA,LAL,4,0,51,7,15,.467,6,11,.545,1,4,.250,12,15,.800,.625,1,9,10,4,2,0,1,8,27,5.5,-0.9,23,jonesma05
82,Myles Powell,53,2021-22,NBA,PHI,11,0,53,5,17,.294,4,11,.364,1,6,.167,2,2,1.000,.364,1,5,6,3,1,0,3,8,13,0.2,-12.7,-18,powelmy01
83,D.J. Wilson,54,2021-22,NBA,TOR,4,1,54,11,15,.733,11,13,.846,0,2,.000,8,10,.800,.773,1,15,16,5,5,1,2,6,30,8.3,5.0,-16,wilsodj01
84,Gabriel Deck,55,2021-22,NBA,OKC,7,0,55,8,14,.571,6,10,.600,2,4,.500,0,0,,.643,1,5,6,5,1,0,2,2,18,2.2,-2.5,-14,deckga01
85,James Ennis III,55,2021-22,NBA,BRKDENLAC,7,0,55,11,24,.458,8,16,.500,3,8,.375,4,5,.800,.553,5,7,12,3,2,2,2,5,29,3.3,-1.0,0,ennisja01
86,Sam Merrill,57,2021-22,NBA,MEM,6,0,57,8,24,.333,1,1,1.000,7,23,.304,2,4,.500,.485,1,6,7,4,0,0,2,3,25,2.1,-5.6,-9,merrisa01
87,Tacko Fall,58,2021-22,NBA,CLE,11,1,58,5,12,.417,5,12,.417,0,0,,2,7,.286,.398,7,16,23,2,0,6,3,3,12,1.3,-3.4,5,fallta01
88,Brodric Thomas,61,2021-22,NBA,BOS,12,0,61,8,18,.444,6,9,.667,2,9,.222,3,5,.600,.520,2,8,10,11,1,1,6,7,21,1.3,-2.8,3,thomabr01
89,RJ Nembhard Jr.,62,2021-22,NBA,CLE,14,0,62,6,18,.333,6,16,.375,0,2,.000,3,4,.750,.380,3,4,7,12,1,0,3,2,15,1.0,-6.0,-7,nembhrj01
90,Malik Fitts,63,2021-22,NBA,BOSUTA,15,0,63,8,19,.421,3,9,.333,5,10,.500,0,0,,.553,2,15,17,5,0,0,2,4,21,1.1,-1.1,-19,fittsma01
91,B.J. Johnson,64,2021-22,NBA,ORL,4,0,64,11,25,.440,7,15,.467,4,10,.400,0,0,,.520,6,9,15,0,0,1,0,4,26,4.7,-4.7,-12,johnsbj01
92,Kai Jones,64,2021-22,NBA,CHO,21,0,64,9,14,.643,8,12,.667,1,2,.500,3,8,.375,.628,3,8,11,4,1,2,6,8,22,0.7,-6.6,-14,joneska01
93,Brandon Knight,65,2021-22,NBA,DAL,5,0,65,10,25,.400,6,8,.750,4,17,.235,8,8,1.000,.561,0,8,8,8,1,0,4,5,32,4.3,-4.6,-6,knighbr03
94,Isaac Bonga,68,2021-22,NBA,TOR,15,0,68,3,13,.231,2,9,.222,1,4,.250,5,8,.625,.363,4,3,7,4,8,2,2,10,12,0.9,-0.4,-32,bongais01
95,Yves Pons,70,2021-22,NBA,MEM,12,0,70,5,16,.313,2,7,.286,3,9,.333,0,2,.000,.385,5,7,12,1,1,4,1,6,13,0.8,-6.6,-30,ponsyv01
96,Rayjon Tucker,71,2021-22,NBA,DENMIL,5,0,71,6,9,.667,2,4,.500,4,5,.800,5,7,.714,.869,3,5,8,10,4,0,1,5,21,5.6,3.5,-2,tuckera01
97,Quinndary Weatherspoon,72,2021-22,NBA,GSW,11,0,72,12,21,.571,11,16,.688,1,5,.200,5,5,1.000,.647,2,12,14,5,1,1,3,15,30,1.9,-4.4,-10,weathqu01
98,Isaiah Todd,74,2021-22,NBA,WAS,12,0,74,7,26,.269,3,10,.300,4,16,.250,2,6,.333,.349,3,9,12,4,4,2,4,4,20,0.9,-6.9,-24,toddis01
99,Aleem Ford,75,2021-22,NBA,ORL,5,0,75,6,20,.300,4,5,.800,2,15,.133,0,0,,.350,2,13,15,2,1,0,4,7,14,0.7,-11.4,-35,fordal03
100,Trevelin Queen,75,2021-22,NBA,HOU,10,0,75,15,33,.455,6,9,.667,9,24,.375,4,4,1.000,.619,7,9,16,4,5,1,7,6,43,3.3,1.9,8,queentr01
101,Tyrone Wallace,75,2021-22,NBA,NOP,6,0,75,7,20,.350,5,12,.417,2,8,.250,1,5,.200,.383,0,8,8,1,3,1,2,7,17,1.0,-8.2,-18,wallaty01
102,Ryan Arcidiacono,76,2021-22,NBA,NYK,10,0,76,6,12,.500,2,3,.667,4,9,.444,0,0,,.667,0,8,8,4,1,0,3,5,16,1.1,-4.6,-12,arcidry01
103,Bol Bol,80,2021-22,NBA,DEN,14,0,80,15,27,.556,14,23,.609,1,4,.250,2,5,.400,.565,4,16,20,5,1,2,4,4,33,1.9,-1.0,5,bolbo01
104,Carsen Edwards,80,2021-22,NBA,DET,4,0,80,9,30,.300,5,14,.357,4,16,.250,1,1,1.000,.378,2,4,6,14,2,0,5,4,23,3.4,-9.3,-12,edwarca01
105,Wes Iwundu,82,2021-22,NBA,ATL,3,1,82,8,18,.444,5,13,.385,3,5,.600,3,4,.750,.557,3,10,13,0,1,0,1,8,22,4.7,-6.8,0,iwundwe01
106,Udonis Haslem,83,2021-22,NBA,MIA,13,0,83,14,31,.452,13,27,.481,1,4,.250,3,3,1.000,.495,4,21,25,4,1,1,5,15,32,1.4,-7.1,-15,hasleud01
107,Devon Dotson,85,2021-22,NBA,CHI,11,0,85,11,23,.478,9,14,.643,2,9,.222,5,9,.556,.538,1,8,9,15,1,0,5,11,29,1.9,-4.9,-2,dotsode01
108,Tyler Johnson,91,2021-22,NBA,PHISAS,6,0,91,6,20,.300,1,7,.143,5,13,.385,0,0,,.425,3,9,12,7,3,3,2,7,17,2.6,-3.0,-6,johnsty01
109,Chris Silva,91,2021-22,NBA,MIAMIN,10,0,91,8,15,.533,8,15,.533,0,0,,10,12,.833,.641,13,23,36,7,0,1,8,20,26,2.4,-4.9,-29,silvach01
110,Chaundee Brown Jr.,103,2021-22,NBA,ATLLAL,5,2,103,10,32,.313,4,14,.286,6,18,.333,5,6,.833,.447,1,15,16,4,2,0,1,7,31,3.7,-6.6,-20,brownch05
111,Luke Kornet,103,2021-22,NBA,BOSCLEMIL,15,0,103,13,27,.481,13,22,.591,0,5,.000,4,6,.667,.506,13,16,29,9,3,3,0,9,30,2.5,-0.4,22,kornelu01
112,Louis King,105,2021-22,NBA,SAC,10,0,105,15,47,.319,7,20,.350,8,27,.296,7,10,.700,.438,0,12,12,9,2,1,0,14,45,2.4,-4.6,-29,kinglo02
113,Langston Galloway,108,2021-22,NBA,BRKMIL,7,0,108,6,26,.231,4,10,.400,2,16,.125,0,0,,.269,3,15,18,12,1,0,6,7,14,0.8,-9.8,-12,gallola01
114,Derrick Walton,108,2021-22,NBA,DET,3,3,108,6,26,.231,3,13,.231,3,13,.231,4,4,1.000,.342,2,8,10,21,7,4,11,8,19,5.8,-4.3,-3,waltode01
115,Jeff Dowtin Jr.,110,2021-22,NBA,GSWMILORL,9,0,110,8,26,.308,7,17,.412,1,9,.111,2,2,1.000,.353,8,10,18,10,5,1,5,5,19,2.0,-5.6,-26,dowtije01
116,Jabari Parker,111,2021-22,NBA,BOS,12,0,111,18,38,.474,10,22,.455,8,16,.500,9,9,1.000,.632,5,23,28,6,4,1,8,13,53,3.3,0.7,-7,parkeja01
117,Melvin Frazier,120,2021-22,NBA,OKC,3,0,120,13,48,.271,12,27,.444,1,21,.048,5,7,.714,.313,5,8,13,1,1,0,3,8,32,1.4,-16.4,-92,frazime01
118,Freddie Gillespie,120,2021-22,NBA,ORL,9,2,120,9,22,.409,9,21,.429,0,1,.000,3,7,.429,.419,13,23,36,5,3,9,5,18,21,2.7,-4.6,-29,gillefr01
119,Devontae Cacok,121,2021-22,NBA,SAS,15,0,121,21,31,.677,21,31,.677,0,0,,4,7,.571,.675,8,34,42,6,8,7,3,16,46,3.7,4.2,-1,cacokde01
120,Jalen Johnson,121,2021-22,NBA,ATL,22,0,121,22,41,.537,19,28,.679,3,13,.231,5,7,.714,.590,2,24,26,3,3,2,9,9,52,1.5,-4.9,-19,johnsja05
121,Neemias Queta,121,2021-22,NBA,SAC,15,0,121,17,38,.447,17,38,.447,0,0,,11,17,.647,.495,14,17,31,6,1,8,6,18,45,2.4,-5.1,-7,quetane01
122,Jay Scrubb,121,2021-22,NBA,LAC,18,0,121,18,46,.391,12,25,.480,6,21,.286,7,10,.700,.486,2,14,16,8,4,3,7,9,49,1.6,-4.8,16,scrubja01
123,Marcus Garrett,127,2021-22,NBA,MIA,12,0,127,5,21,.238,4,17,.235,1,4,.250,2,5,.400,.280,9,14,23,7,5,3,2,16,13,1.1,-5.4,17,garrema01
124,Boban Marjanović,128,2021-22,NBA,DAL,23,0,128,42,70,.600,41,66,.621,1,4,.250,13,22,.591,.615,8,31,39,3,0,3,15,24,98,2.5,-4.4,35,marjabo01
125,Didi Louzada,129,2021-22,NBA,NOPPOR,9,1,129,12,33,.364,3,10,.300,9,23,.391,2,2,1.000,.517,5,12,17,5,2,2,5,13,35,2.3,-7.5,-81,louzama01
126,Jahmi'us Ramsey,134,2021-22,NBA,SAC,19,0,134,24,58,.414,19,40,.475,5,18,.278,7,14,.500,.468,4,9,13,7,1,1,5,10,60,1.5,-6.9,-21,ramseja01
127,Solomon Hill,139,2021-22,NBA,ATL,13,1,139,3,20,.150,1,7,.143,2,13,.154,0,0,,.200,6,17,23,12,4,2,1,16,8,0.8,-4.0,41,hillso01
128,Xavier Moon,139,2021-22,NBA,LAC,10,0,139,25,51,.490,20,37,.541,5,14,.357,3,5,.600,.545,2,12,14,24,7,3,6,9,58,5.3,-0.1,2,moonxa01
129,Devin Cannady,144,2021-22,NBA,ORL,5,0,144,15,44,.341,0,7,.000,15,37,.405,5,7,.714,.531,1,5,6,10,5,3,5,9,50,6.4,-3.2,-11,cannade01
130,Abdel Nader,146,2021-22,NBA,PHO,14,0,146,12,35,.343,8,21,.381,4,14,.286,6,10,.600,.431,4,23,27,7,8,4,11,20,34,1.4,-4.9,-2,naderab01
131,Theo Pinson,147,2021-22,NBA,DAL,19,0,147,14,39,.359,4,9,.444,10,30,.333,10,10,1.000,.553,2,19,21,17,5,2,5,12,48,2.2,-0.5,-41,pinsoth01
132,Bruno Fernando,154,2021-22,NBA,BOSHOU,30,0,154,36,55,.655,35,53,.660,1,2,.500,15,24,.625,.671,18,37,55,7,1,11,14,24,88,2.5,-0.1,-33,fernabr01
133,Cassius Stanley,155,2021-22,NBA,DET,9,1,155,19,46,.413,15,29,.517,4,17,.235,10,10,1.000,.516,5,14,19,4,5,2,6,17,52,3.5,-5.8,-17,stanlca01
134,Paul Watson,156,2021-22,NBA,OKC,9,3,156,12,35,.343,6,9,.667,6,26,.231,1,2,.500,.432,3,24,27,8,3,3,4,10,31,2.5,-5.4,-56,watsopa01
135,Sam Hauser,161,2021-22,NBA,BOS,26,0,161,23,50,.460,4,6,.667,19,44,.432,0,0,,.650,5,24,29,10,1,2,2,7,65,2.1,2.3,1,hausesa01
136,Haywood Highsmith,163,2021-22,NBA,MIA,19,1,163,16,46,.348,7,18,.389,9,28,.321,2,5,.400,.446,10,16,26,6,2,3,3,13,43,1.5,-4.6,-37,highsha01
137,Charles Bassey,167,2021-22,NBA,PHI,23,0,167,30,47,.638,30,43,.698,0,4,.000,9,12,.750,.660,22,40,62,7,5,17,8,32,69,3.3,1.7,-34,bassech01
138,Alize Johnson,167,2021-22,NBA,CHINOPWAS,23,0,167,17,39,.436,17,35,.486,0,4,.000,7,12,.583,.463,28,33,61,9,5,0,12,18,41,1.7,-5.5,-45,johnsal02
139,Kevin Pangos,167,2021-22,NBA,CLE,24,3,167,15,46,.326,9,20,.450,6,26,.231,3,4,.750,.408,2,9,11,30,3,0,7,11,39,1.2,-6.1,-35,pangoke01
140,Hassani Gravett,172,2021-22,NBA,ORL,8,3,172,18,38,.474,7,12,.583,11,26,.423,3,4,.750,.629,1,20,21,20,5,1,9,13,50,5.3,-2.3,-2,graveha01
141,Victor Oladipo,174,2021-22,NBA,MIA,8,1,174,35,73,.479,20,37,.541,15,36,.417,14,19,.737,.608,3,20,23,28,5,1,16,13,99,9.0,1.3,-5,oladivi01
