Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
844,MIA,2021-04-26,102,,CHI,L 102-110,240,36,84,.429,29,48,.604,7,36,.194,23,25,.920,102,41,77,.532,30,48,.625,11,29,.379,17,22,.773,110
845,NYK,2021-04-11,102,,TOR,W 102-96,240,35,88,.398,26,53,.491,9,35,.257,23,27,.852,102,33,79,.418,22,45,.489,11,34,.324,19,23,.826,96
846,OKC,2021-04-08,102,,CLE,L 102-129,240,40,89,.449,27,57,.474,13,32,.406,9,13,.692,102,48,94,.511,35,57,.614,13,37,.351,20,24,.833,129
847,OKC,2021-04-07,102,,CHO,L 102-113,240,37,85,.435,21,44,.477,16,41,.390,12,17,.706,102,43,97,.443,28,53,.528,15,44,.341,12,13,.923,113
848,HOU,2021-04-07,102,,DAL,W 102-93,240,38,88,.432,21,44,.477,17,44,.386,9,16,.563,102,33,87,.379,23,48,.479,10,39,.256,17,22,.773,93
849,MIN,2021-03-31,102,,NYK,W 102-101,240,36,87,.414,22,47,.468,14,40,.350,16,19,.842,102,39,82,.476,28,59,.475,11,23,.478,12,17,.706,101
850,MEM,2021-03-12,102,,DEN,L 102-103,240,40,87,.460,26,59,.441,14,28,.500,8,8,1.000,102,41,92,.446,28,55,.509,13,37,.351,8,11,.727,103
851,SAS,2021-03-04,102,,OKC,L 102-107,240,40,85,.471,30,54,.556,10,31,.323,12,12,1.000,102,37,85,.435,25,45,.556,12,40,.300,21,26,.808,107
852,MIN,2021-03-03,102,,CHO,L 102-135,240,39,96,.406,30,56,.536,9,40,.225,15,18,.833,102,51,98,.520,34,59,.576,17,39,.436,16,21,.762,135
853,LAL,2021-02-26,102,,POR,W 102-93,240,37,88,.420,30,61,.492,7,27,.259,21,28,.750,102,32,83,.386,21,46,.457,11,37,.297,18,20,.900,93
854,OKC,2021-02-24,102,,SAS,W 102-99,240,37,89,.416,19,45,.422,18,44,.409,10,11,.909,102,40,86,.465,31,61,.508,9,25,.360,10,15,.667,99
855,TOR,2021-02-23,102,,PHI,L 102-109,240,40,93,.430,29,56,.518,11,37,.297,11,13,.846,102,33,80,.413,16,42,.381,17,38,.447,26,30,.867,109
856,DAL,2021-02-22,102,,MEM,W 102-92,240,35,80,.438,20,39,.513,15,41,.366,17,26,.654,102,37,94,.394,31,63,.492,6,31,.194,12,19,.632,92
857,CHO,2021-02-20,102,,GSW,W 102-100,240,37,75,.493,17,35,.486,20,40,.500,8,9,.889,102,37,85,.435,24,46,.522,13,39,.333,13,17,.765,100
858,BOS,2021-02-12,102,,DET,L 102-108,240,36,82,.439,28,55,.509,8,27,.296,22,30,.733,102,34,79,.430,19,41,.463,15,38,.395,25,30,.833,108
859,SAS,2021-02-01,102,,MEM,L 102-133,240,37,89,.416,24,52,.462,13,37,.351,15,22,.682,102,52,93,.559,37,63,.587,15,30,.500,14,18,.778,133
860,NYK,2021-01-29,102,,CLE,W 102-81,240,39,80,.488,29,53,.547,10,27,.370,14,16,.875,102,29,84,.345,21,58,.362,8,26,.308,15,18,.833,81
861,IND,2021-01-24,102,,TOR,L 102-107,240,35,87,.402,22,48,.458,13,39,.333,19,22,.864,102,37,90,.411,22,55,.400,15,35,.429,18,26,.692,107
862,DET,2021-01-22,102,,HOU,L 102-103,240,31,82,.378,16,50,.320,15,32,.469,25,37,.676,102,37,95,.389,23,54,.426,14,41,.341,15,20,.750,103
863,TOR,2021-01-20,102,,MIA,L 102-111,240,35,88,.398,19,39,.487,16,49,.327,16,18,.889,102,39,80,.488,21,40,.525,18,40,.450,15,17,.882,111
864,OKC,2021-01-12,102,,SAS,L 102-112,240,36,83,.434,29,57,.509,7,26,.269,23,29,.793,102,41,95,.432,31,60,.517,10,35,.286,20,22,.909,112
865,HOU,2021-01-10,102,,LAL,L 102-120,240,37,90,.411,25,49,.510,12,41,.293,16,23,.696,102,46,91,.505,36,62,.581,10,29,.345,18,24,.750,120
866,IND,2021-01-02,102,,NYK,L 102-106,240,34,84,.405,15,34,.441,19,50,.380,15,18,.833,102,42,83,.506,30,56,.536,12,27,.444,10,13,.769,106
867,HOU,2021-01-02,102,,SAC,W 102-94,240,36,81,.444,23,40,.575,13,41,.317,17,23,.739,102,35,90,.389,26,62,.419,9,28,.321,15,21,.714,94
868,LAL,2021-05-11,101,,NYK,W 101-99 (OT),265,37,89,.416,25,61,.410,12,28,.429,15,19,.789,101,34,87,.391,24,58,.414,10,29,.345,21,23,.913,99
869,CLE,2021-04-15,101,,GSW,L 101-119,240,35,81,.432,25,50,.500,10,31,.323,21,27,.778,101,47,92,.511,30,46,.652,17,46,.370,8,10,.800,119
870,MEM,2021-04-12,101,,CHI,W 101-90,240,40,85,.471,31,57,.544,9,28,.321,12,14,.857,101,36,86,.419,31,55,.564,5,31,.161,13,17,.765,90
871,CHO,2021-04-11,101,,ATL,L 101-105,240,37,80,.463,22,37,.595,15,43,.349,12,14,.857,101,38,84,.452,21,45,.467,17,39,.436,12,16,.750,105
872,BRK,2021-04-10,101,,LAL,L 101-126,240,35,80,.438,30,53,.566,5,27,.185,26,30,.867,101,47,93,.505,28,59,.475,19,34,.559,13,20,.650,126
873,NOP,2021-04-09,101,,PHI,W 101-94,240,39,90,.433,35,68,.515,4,22,.182,19,30,.633,101,33,79,.418,22,48,.458,11,31,.355,17,24,.708,94
874,SAC,2021-04-08,101,,DET,L 101-113,240,38,86,.442,31,56,.554,7,30,.233,18,26,.692,101,44,84,.524,36,61,.590,8,23,.348,17,20,.850,113
875,BOS,2021-04-07,101,,NYK,W 101-99,240,36,86,.419,21,46,.457,15,40,.375,14,20,.700,101,35,84,.417,19,51,.373,16,33,.485,13,16,.813,99
876,TOR,2021-04-06,101,,LAL,L 101-110,240,36,91,.396,31,58,.534,5,33,.152,24,30,.800,101,39,79,.494,21,39,.538,18,40,.450,14,22,.636,110
877,SAS,2021-04-05,101,,CLE,L 101-125,240,35,83,.422,30,57,.526,5,26,.192,26,32,.813,101,45,86,.523,33,52,.635,12,34,.353,23,27,.852,125
878,DET,2021-03-31,101,,POR,L 101-124,240,40,86,.465,31,59,.525,9,27,.333,12,17,.706,101,42,82,.512,26,52,.500,16,30,.533,24,26,.923,124
879,LAL,2021-03-25,101,,PHI,L 101-109,240,34,78,.436,25,52,.481,9,26,.346,24,33,.727,101,39,80,.488,22,35,.629,17,45,.378,14,21,.667,109
880,SAS,2021-03-24,101,,LAC,L 101-134,240,39,85,.459,32,63,.508,7,22,.318,16,19,.842,101,49,88,.557,32,55,.582,17,33,.515,19,30,.633,134
881,POR,2021-03-18,101,,NOP,W 101-93,240,33,87,.379,19,44,.432,14,43,.326,21,25,.840,101,33,83,.398,23,46,.500,10,37,.270,17,25,.680,93
882,WAS,2021-03-12,101,,PHI,L 101-127,240,40,82,.488,32,58,.552,8,24,.333,13,22,.591,101,49,90,.544,38,69,.551,11,21,.524,18,18,1.000,127
883,CLE,2021-02-21,101,,OKC,L 101-117,240,39,84,.464,31,49,.633,8,35,.229,15,20,.750,101,43,79,.544,30,51,.588,13,28,.464,18,24,.750,117
884,CHI,2021-02-08,101,,WAS,L 101-105,240,36,85,.424,27,55,.491,9,30,.300,20,24,.833,101,36,86,.419,30,60,.500,6,26,.231,27,36,.750,105
885,TOR,2021-01-22,101,,MIA,W 101-81,240,39,84,.464,22,44,.500,17,40,.425,6,9,.667,101,33,77,.429,26,46,.565,7,31,.226,8,10,.800,81
886,DAL,2021-01-17,101,,CHI,L 101-117,240,41,93,.441,33,62,.532,8,31,.258,11,19,.579,101,43,85,.506,36,60,.600,7,25,.280,24,33,.727,117
887,DET,2021-01-13,101,,MIL,L 101-110,240,36,92,.391,22,57,.386,14,35,.400,15,22,.682,101,41,85,.482,22,42,.524,19,43,.442,9,14,.643,110
888,GSW,2021-01-06,101,,LAC,L 101-108,240,39,86,.453,31,56,.554,8,30,.267,15,19,.789,101,36,81,.444,25,47,.532,11,34,.324,25,25,1.000,108
889,DET,2021-05-11,100,,MIN,L 100-119,240,35,75,.467,25,52,.481,10,23,.435,20,26,.769,100,45,98,.459,31,50,.620,14,48,.292,15,21,.714,119
890,LAC,2021-05-09,100,,NYK,L 100-106,240,37,86,.430,25,51,.490,12,35,.343,14,16,.875,100,42,90,.467,29,58,.500,13,32,.406,9,9,1.000,106
891,DET,2021-04-26,100,,ATL,W 100-86,240,40,84,.476,31,58,.534,9,26,.346,11,15,.733,100,33,85,.388,29,58,.500,4,27,.148,16,17,.941,86
892,ORL,2021-04-22,100,,NOP,L 100-135,240,36,98,.367,23,62,.371,13,36,.361,15,19,.789,100,50,90,.556,38,62,.613,12,28,.429,23,26,.885,135
893,PHI,2021-04-04,100,,MEM,L 100-116,240,37,89,.416,29,55,.527,8,34,.235,18,28,.643,100,44,89,.494,28,51,.549,16,38,.421,12,15,.800,116
894,SAC,2021-03-27,100,,CLE,W 100-98,240,41,80,.513,34,50,.680,7,30,.233,11,14,.786,100,37,84,.440,28,58,.483,9,26,.346,15,23,.652,98
895,LAL,2021-03-26,100,,CLE,W 100-86,240,38,78,.487,32,52,.615,6,26,.231,18,25,.720,100,31,80,.388,26,54,.481,5,26,.192,19,28,.679,86
896,TOR,2021-03-26,100,,PHO,L 100-104,240,37,90,.411,25,45,.556,12,45,.267,14,16,.875,100,43,90,.478,34,54,.630,9,36,.250,9,9,1.000,104
897,MIA,2021-03-23,100,,PHO,L 100-110,240,36,86,.419,23,50,.460,13,36,.361,15,17,.882,100,45,91,.495,33,54,.611,12,37,.324,8,9,.889,110
898,NYK,2021-03-21,100,,PHI,L 100-101 (OT),265,38,88,.432,27,64,.422,11,24,.458,13,23,.565,100,38,82,.463,27,57,.474,11,25,.440,14,23,.609,101
899,HOU,2021-03-19,100,,DET,L 100-113,240,39,88,.443,30,56,.536,9,32,.281,13,16,.813,100,37,85,.435,23,56,.411,14,29,.483,25,28,.893,113
900,ATL,2021-03-14,100,,CLE,W 100-82,240,32,71,.451,20,42,.476,12,29,.414,24,26,.923,100,31,81,.383,23,51,.451,8,30,.267,12,23,.522,82
901,BRK,2021-03-13,100,,DET,W 100-95,240,39,80,.488,33,53,.623,6,27,.222,16,22,.727,100,36,89,.404,28,57,.491,8,32,.250,15,20,.750,95
902,HOU,2021-02-22,100,,CHI,L 100-120,240,37,96,.385,24,56,.429,13,40,.325,13,19,.684,100,49,91,.538,34,55,.618,15,36,.417,7,10,.700,120
903,PHO,2021-02-07,100,,BOS,W 100-91,240,40,82,.488,32,53,.604,8,29,.276,12,12,1.000,100,33,93,.355,16,49,.327,17,44,.386,8,12,.667,91
904,MIA,2021-02-03,100,,WAS,L 100-103,240,36,83,.434,24,48,.500,12,35,.343,16,22,.727,100,35,84,.417,20,47,.426,15,37,.405,18,25,.720,103
905,CLE,2021-02-01,100,,MIN,W 100-98,240,35,84,.417,28,62,.452,7,22,.318,23,31,.742,100,40,102,.392,29,64,.453,11,38,.289,7,11,.636,98
906,WAS,2021-01-29,100,,ATL,L 100-116,240,31,85,.365,24,57,.421,7,28,.250,31,38,.816,100,39,87,.448,27,50,.540,12,37,.324,26,34,.765,116
907,MIA,2021-01-16,100,,DET,L 100-120,240,32,67,.478,20,38,.526,12,29,.414,24,27,.889,100,46,91,.505,28,45,.622,18,46,.391,10,15,.667,120
908,SAC,2021-01-15,100,,LAC,L 100-138,240,40,85,.471,32,59,.542,8,26,.308,12,17,.706,100,52,89,.584,34,54,.630,18,35,.514,16,20,.800,138
909,HOU,2021-01-12,100,,LAL,L 100-117,240,38,97,.392,26,57,.456,12,40,.300,12,16,.750,100,42,84,.500,28,52,.538,14,32,.438,19,27,.704,117
910,MIL,2021-01-09,100,,CLE,W 100-90,240,37,84,.440,25,48,.521,12,36,.333,14,18,.778,100,36,87,.414,29,61,.475,7,26,.269,11,16,.688,90
911,HOU,2021-01-04,100,,DAL,L 100-113,240,30,77,.390,19,37,.514,11,40,.275,29,36,.806,100,39,82,.476,23,43,.535,16,39,.410,19,20,.950,113
912,TOR,2020-12-31,100,,NYK,W 100-83,240,34,83,.410,17,31,.548,17,52,.327,15,21,.714,100,32,88,.364,29,52,.558,3,36,.083,16,20,.800,83
913,PHI,2020-12-29,100,,TOR,W 100-93,240,32,84,.381,24,53,.453,8,31,.258,28,33,.848,100,32,90,.356,15,45,.333,17,45,.378,12,14,.857,93
914,SAC,2020-12-27,100,,PHO,L 100-116,240,36,76,.474,26,53,.491,10,23,.435,18,25,.720,100,46,94,.489,32,59,.542,14,35,.400,10,11,.909,116
915,POR,2020-12-23,100,,UTA,L 100-120,240,37,92,.402,25,59,.424,12,33,.364,14,17,.824,100,43,94,.457,24,44,.545,19,50,.380,15,19,.789,120
916,SAC,2021-05-16,99,,UTA,L 99-121,240,42,90,.467,33,60,.550,9,30,.300,6,10,.600,99,41,86,.477,23,47,.489,18,39,.462,21,25,.840,121
917,TOR,2021-05-08,99,,MEM,L 99-109,240,36,94,.383,26,62,.419,10,32,.313,17,24,.708,99,38,85,.447,24,42,.571,14,43,.326,19,26,.731,109
918,CHO,2021-05-06,99,,CHI,L 99-120,240,38,90,.422,22,55,.400,16,35,.457,7,18,.389,99,46,91,.505,28,54,.519,18,37,.486,10,17,.588,120
919,DET,2021-05-04,99,,CHO,L 99-102,240,39,85,.459,30,53,.566,9,32,.281,12,20,.600,99,38,93,.409,30,62,.484,8,31,.258,18,24,.750,102
920,OKC,2021-05-04,99,,SAC,L 99-103,240,35,98,.357,24,62,.387,11,36,.306,18,25,.720,99,39,95,.411,27,52,.519,12,43,.279,13,16,.813,103
921,DAL,2021-05-02,99,,SAC,L 99-111,240,34,81,.420,28,46,.609,6,35,.171,25,31,.806,99,45,81,.556,34,53,.642,11,28,.393,10,16,.625,111
922,BOS,2021-04-22,99,,PHO,W 99-86,240,33,77,.429,21,37,.568,12,40,.300,21,24,.875,99,36,88,.409,30,53,.566,6,35,.171,8,9,.889,86
923,HOU,2021-04-16,99,,DEN,L 99-128,240,38,86,.442,27,51,.529,11,35,.314,12,18,.667,99,46,94,.489,37,63,.587,9,31,.290,27,31,.871,128
924,ORL,2021-03-23,99,,DEN,L 99-110,240,39,88,.443,28,54,.519,11,34,.324,10,14,.714,99,45,91,.495,37,61,.607,8,30,.267,12,13,.923,110
925,CHI,2021-03-17,99,,SAS,L 99-106,240,40,91,.440,29,58,.500,11,33,.333,8,9,.889,99,38,89,.427,30,58,.517,8,31,.258,22,30,.733,106
926,PHI,2021-03-16,99,,NYK,W 99-96,240,37,90,.411,26,58,.448,11,32,.344,14,19,.737,99,37,84,.440,29,60,.483,8,24,.333,14,22,.636,96
927,DET,2021-03-15,99,,SAS,L 99-109,240,39,83,.470,32,58,.552,7,25,.280,14,25,.560,99,47,83,.566,35,58,.603,12,25,.480,3,5,.600,109
928,DAL,2021-03-15,99,,LAC,L 99-109,240,39,79,.494,22,38,.579,17,41,.415,4,5,.800,99,43,86,.500,29,54,.537,14,32,.438,9,11,.818,109
929,MIN,2021-02-28,99,,PHO,L 99-118,240,35,93,.376,27,58,.466,8,35,.229,21,24,.875,99,44,89,.494,37,62,.597,7,27,.259,23,24,.958,118
930,MEM,2021-02-26,99,,LAC,L 99-119,240,39,97,.402,30,69,.435,9,28,.321,12,16,.750,99,44,80,.550,30,45,.667,14,35,.400,17,18,.944,119
931,CLE,2021-02-06,99,,MIL,L 99-124,240,39,86,.453,33,58,.569,6,28,.214,15,21,.714,99,47,86,.547,31,52,.596,16,34,.471,14,23,.609,124
932,CLE,2021-02-03,99,,LAC,L 99-121,240,41,92,.446,37,82,.451,4,10,.400,13,17,.765,99,44,79,.557,24,45,.533,20,34,.588,13,17,.765,121
933,ATL,2021-02-01,99,,LAL,L 99-107,240,37,78,.474,26,49,.531,11,29,.379,14,17,.824,99,40,77,.519,33,54,.611,7,23,.304,20,24,.833,107
934,OKC,2021-01-13,99,,LAL,L 99-128,240,37,86,.430,27,55,.491,10,31,.323,15,19,.789,99,47,95,.495,30,58,.517,17,37,.459,17,22,.773,128
935,ORL,2021-01-11,99,,MIL,L 99-121,240,39,91,.429,28,60,.467,11,31,.355,10,13,.769,99,46,91,.505,33,56,.589,13,35,.371,16,20,.800,121
936,SAC,2021-01-09,99,,POR,L 99-125,240,33,81,.407,25,51,.490,8,30,.267,25,35,.714,99,44,100,.440,27,59,.458,17,41,.415,20,23,.870,125
937,ORL,2021-01-02,99,,OKC,L 99-108,240,40,108,.370,30,70,.429,10,38,.263,9,12,.750,99,38,86,.442,25,45,.556,13,41,.317,19,21,.905,108
938,DAL,2020-12-30,99,,CHO,L 99-118,240,34,87,.391,22,45,.489,12,42,.286,19,33,.576,99,43,84,.512,28,50,.560,15,34,.441,17,21,.810,118
939,TOR,2020-12-23,99,,NOP,L 99-113,240,38,89,.427,24,43,.558,14,46,.304,9,12,.750,99,42,80,.525,23,38,.605,19,42,.452,10,20,.500,113
940,NOP,2021-05-16,98,,LAL,L 98-110,240,37,78,.474,28,53,.528,9,25,.360,15,21,.714,98,45,96,.469,34,61,.557,11,35,.314,9,15,.600,110
941,UTA,2021-05-12,98,,POR,L 98-105,240,35,85,.412,23,45,.511,12,40,.300,16,21,.762,98,40,91,.440,27,59,.458,13,32,.406,12,17,.706,105
942,CHI,2021-04-30,98,,MIL,L 98-108,240,37,96,.385,27,63,.429,10,33,.303,14,21,.667,98,42,90,.467,33,65,.508,9,25,.360,15,20,.750,108
943,DET,2021-04-14,98,,LAC,L 98-100,240,37,85,.435,30,61,.492,7,24,.292,17,22,.773,98,37,93,.398,30,64,.469,7,29,.241,19,21,.905,100
944,POR,2021-04-11,98,,MIA,L 98-107,240,37,77,.481,26,42,.619,11,35,.314,13,19,.684,98,41,83,.494,29,54,.537,12,29,.414,13,20,.650,107
945,GSW,2021-03-23,98,,PHI,L 98-108,240,36,83,.434,28,58,.483,8,25,.320,18,26,.692,98,39,86,.453,32,62,.516,7,24,.292,23,35,.657,108
946,BRK,2021-02-27,98,,DAL,L 98-115,240,35,86,.407,21,42,.500,14,44,.318,14,19,.737,98,45,86,.523,31,50,.620,14,36,.389,11,17,.647,115
947,MIL,2021-02-19,98,,OKC,W 98-85,240,35,86,.407,24,52,.462,11,34,.324,17,25,.680,98,31,85,.365,19,45,.422,12,40,.300,11,21,.524,85
948,LAL,2021-02-18,98,,BRK,L 98-109,240,40,83,.482,32,53,.604,8,30,.267,10,14,.714,98,38,77,.494,20,38,.526,18,39,.462,15,24,.625,109
949,MIA,2021-02-09,98,,NYK,W 98-96,240,26,70,.371,12,37,.324,14,33,.424,32,39,.821,98,37,87,.425,27,59,.458,10,28,.357,12,16,.750,96
950,BRK,2021-01-25,98,,MIA,W 98-85,240,34,85,.400,23,47,.489,11,38,.289,19,22,.864,98,31,84,.369,20,41,.488,11,43,.256,12,17,.706,85
951,MIN,2021-01-22,98,,ATL,L 98-116,240,40,93,.430,32,61,.525,8,32,.250,10,12,.833,98,38,83,.458,23,48,.479,15,35,.429,25,30,.833,116
952,GSW,2021-01-01,98,,POR,L 98-123,240,31,79,.392,24,44,.545,7,35,.200,29,33,.879,98,40,92,.435,20,49,.408,20,43,.465,23,30,.767,123
953,NOP,2020-12-27,98,,SAS,W 98-95,240,36,94,.383,31,70,.443,5,24,.208,21,29,.724,98,38,89,.427,27,53,.509,11,36,.306,8,8,1.000,95
954,CLE,2021-05-09,97,,DAL,L 97-124,240,33,86,.384,22,55,.400,11,31,.355,20,31,.645,97,50,93,.538,35,54,.648,15,39,.385,9,11,.818,124
955,HOU,2021-05-02,97,,NYK,L 97-122,240,34,79,.430,26,44,.591,8,35,.229,21,32,.656,97,45,86,.523,27,51,.529,18,35,.514,14,16,.875,122
956,LAL,2021-04-19,97,,UTA,L 97-111,240,34,79,.430,22,51,.431,12,28,.429,17,25,.680,97,43,75,.573,28,42,.667,15,33,.455,10,11,.909,111
957,MIN,2021-04-13,97,,BRK,L 97-127,240,30,87,.345,17,38,.447,13,49,.265,24,33,.727,97,46,91,.505,31,55,.564,15,36,.417,20,24,.833,127
958,ORL,2021-04-12,97,,SAS,L 97-120,240,36,80,.450,31,60,.517,5,20,.250,20,32,.625,97,48,93,.516,38,68,.559,10,25,.400,14,18,.778,120
959,IND,2021-04-06,97,,CHI,L 97-113,240,38,88,.432,29,58,.500,9,30,.300,12,16,.750,97,44,94,.468,30,61,.492,14,33,.424,11,14,.786,113
960,IND,2021-04-02,97,,CHO,L 97-114,240,38,82,.463,28,49,.571,10,33,.303,11,19,.579,97,43,95,.453,35,64,.547,8,31,.258,20,29,.690,114
961,LAL,2021-03-31,97,,MIL,L 97-112,240,35,87,.402,25,51,.490,10,36,.278,17,22,.773,97,42,79,.532,28,53,.528,14,26,.538,14,18,.778,112
962,CHO,2021-03-28,97,,PHO,L 97-101 (OT),265,34,85,.400,21,42,.500,13,43,.302,16,23,.696,97,34,96,.354,26,56,.464,8,40,.200,25,29,.862,101
963,HOU,2021-03-24,97,,CHO,L 97-122,240,33,86,.384,17,37,.459,16,49,.327,15,22,.682,97,41,80,.513,23,42,.548,18,38,.474,22,29,.759,122
964,SAS,2021-03-22,97,,CHO,L 97-100,240,36,78,.462,25,46,.543,11,32,.344,14,17,.824,97,34,81,.420,22,49,.449,12,32,.375,20,23,.870,100
965,GSW,2021-03-15,97,,LAL,L 97-128,240,34,79,.430,21,42,.500,13,37,.351,16,24,.667,97,49,78,.628,38,51,.745,11,27,.407,19,25,.760,128
966,ORL,2021-03-14,97,,MIA,L 97-102,240,33,75,.440,17,35,.486,16,40,.400,15,21,.714,97,37,89,.416,23,39,.590,14,50,.280,14,15,.933,102
967,OKC,2021-03-13,97,,NYK,L 97-119,240,37,76,.487,29,44,.659,8,32,.250,15,21,.714,97,44,90,.489,30,55,.545,14,35,.400,17,22,.773,119
968,MIL,2021-03-02,97,,DEN,L 97-128,240,32,79,.405,21,39,.538,11,40,.275,22,31,.710,97,53,95,.558,42,65,.646,11,30,.367,11,12,.917,128
969,CHI,2021-02-26,97,,PHO,L 97-106,240,39,78,.500,27,47,.574,12,31,.387,7,10,.700,97,44,88,.500,38,66,.576,6,22,.273,12,15,.800,106
970,MEM,2021-02-20,97,,PHO,L 97-128,240,36,93,.387,31,60,.517,5,33,.152,20,23,.870,97,46,86,.535,22,40,.550,24,46,.522,12,13,.923,128
971,DEN,2021-02-12,97,,OKC,W 97-95,240,40,87,.460,30,47,.638,10,40,.250,7,10,.700,97,36,90,.400,26,58,.448,10,32,.313,13,17,.765,95
972,PHO,2021-01-27,97,,OKC,L 97-102,240,36,95,.379,21,52,.404,15,43,.349,10,12,.833,97,38,85,.447,22,45,.489,16,40,.400,10,14,.714,102
973,MIA,2020-12-29,97,,MIL,L 97-144,240,37,79,.468,26,42,.619,11,37,.297,12,18,.667,97,51,92,.554,22,41,.537,29,51,.569,13,15,.867,144
974,NYK,2021-05-16,96,,BOS,W 96-92,240,34,79,.430,21,52,.404,13,27,.481,15,19,.789,96,35,86,.407,24,45,.533,11,41,.268,11,15,.733,92
975,TOR,2021-05-11,96,,LAC,L 96-115,240,35,86,.407,25,49,.510,10,37,.270,16,19,.842,96,39,78,.500,28,46,.609,11,32,.344,26,26,1.000,115
976,DET,2021-05-09,96,,CHI,L 96-108,240,36,79,.456,25,52,.481,11,27,.407,13,22,.591,96,43,84,.512,31,52,.596,12,32,.375,10,14,.714,108
977,ORL,2021-05-09,96,,MIN,L 96-128,240,36,91,.396,27,55,.491,9,36,.250,15,22,.682,96,47,97,.485,31,52,.596,16,45,.356,18,24,.750,128
978,ORL,2021-05-05,96,,BOS,L 96-132,240,33,85,.388,27,60,.450,6,25,.240,24,28,.857,96,51,96,.531,30,51,.588,21,45,.467,9,12,.750,132
979,UTA,2021-04-24,96,,MIN,L 96-101,240,33,82,.402,14,35,.400,19,47,.404,11,15,.733,96,40,92,.435,31,54,.574,9,38,.237,12,20,.600,101
980,PHI,2021-04-19,96,,GSW,L 96-107,240,35,89,.393,23,57,.404,12,32,.375,14,18,.778,96,34,76,.447,20,44,.455,14,32,.438,25,32,.781,107
981,BOS,2021-04-19,96,,CHI,L 96-102,240,36,77,.468,26,52,.500,10,25,.400,14,15,.933,96,41,91,.451,30,59,.508,11,32,.344,9,10,.900,102
982,BOS,2021-04-06,96,,PHI,L 96-106,240,33,70,.471,19,36,.528,14,34,.412,16,18,.889,96,34,73,.466,25,49,.510,9,24,.375,29,39,.744,106
983,LAC,2021-03-30,96,,ORL,L 96-103,240,37,89,.416,25,52,.481,12,37,.324,10,10,1.000,96,38,92,.413,33,75,.440,5,17,.294,22,25,.880,103
984,LAL,2021-03-28,96,,ORL,W 96-93,240,34,82,.415,23,42,.548,11,40,.275,17,23,.739,96,34,88,.386,23,55,.418,11,33,.333,14,17,.824,93
985,MIL,2021-03-27,96,,NYK,L 96-102,240,36,87,.414,22,51,.431,14,36,.389,10,16,.625,96,40,93,.430,24,49,.490,16,44,.364,6,8,.750,102
986,BOS,2021-03-19,96,,SAC,L 96-107,240,39,91,.429,27,60,.450,12,31,.387,6,7,.857,96,37,81,.457,25,51,.490,12,30,.400,21,26,.808,107
987,OKC,2021-02-27,96,,DEN,L 96-126,240,37,88,.420,26,41,.634,11,47,.234,11,15,.733,96,49,89,.551,34,58,.586,15,31,.484,13,16,.813,126
988,MIL,2021-02-18,96,,TOR,L 96-110,240,35,88,.398,25,54,.463,10,34,.294,16,23,.696,96,38,78,.487,26,43,.605,12,35,.343,22,23,.957,110
989,LAC,2021-02-17,96,,UTA,L 96-114,240,38,86,.442,29,60,.483,9,26,.346,11,17,.647,96,42,98,.429,29,58,.500,13,40,.325,17,20,.850,114
990,MIN,2021-01-20,96,,ORL,L 96-97,240,36,85,.424,21,50,.420,15,35,.429,9,14,.643,96,36,92,.391,26,61,.426,10,31,.323,15,21,.714,97
991,MIN,2021-01-10,96,,SAS,W 96-88,240,34,81,.420,25,55,.455,9,26,.346,19,23,.826,96,36,94,.383,28,64,.438,8,30,.267,8,14,.571,88
992,BRK,2021-01-01,96,,ATL,L 96-114,240,35,86,.407,28,49,.571,7,37,.189,19,23,.826,96,43,93,.462,27,54,.500,16,39,.410,12,14,.857,114
993,DET,2021-01-01,96,,BOS,W 96-93,240,36,88,.409,25,54,.463,11,34,.324,13,20,.650,96,39,83,.470,31,52,.596,8,31,.258,7,14,.500,93
994,OKC,2021-05-01,95,,IND,L 95-152,240,38,111,.342,30,73,.411,8,38,.211,11,23,.478,95,57,87,.655,36,54,.667,21,33,.636,17,22,.773,152
995,OKC,2021-04-29,95,,NOP,L 95-109,240,34,89,.382,23,50,.460,11,39,.282,16,20,.800,95,45,101,.446,40,72,.556,5,29,.172,14,19,.737,109
996,DAL,2021-04-12,95,,PHI,L 95-113,240,35,83,.422,26,47,.553,9,36,.250,16,20,.800,95,39,80,.488,27,49,.551,12,31,.387,23,33,.697,113
997,CHI,2021-03-22,95,,UTA,L 95-120,240,39,96,.406,33,70,.471,6,26,.231,11,12,.917,95,45,92,.489,28,53,.528,17,39,.436,13,15,.867,120
998,DET,2021-02-11,95,,IND,L 95-111,240,38,85,.447,33,57,.579,5,28,.179,14,19,.737,95,44,86,.512,30,55,.545,14,31,.452,9,10,.900,111
999,IND,2021-02-07,95,,UTA,L 95-103,240,37,93,.398,29,64,.453,8,29,.276,13,18,.722,95,38,92,.413,25,50,.500,13,42,.310,14,21,.667,103
1000,BOS,2021-01-30,95,,LAL,L 95-96,240,40,82,.488,34,61,.557,6,21,.286,9,14,.643,95,37,84,.440,28,53,.528,9,31,.290,13,19,.684,96
