Rk,Player,MP,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP.1,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Jordan Adams,0,2014-12-30,20-175,MEM,,SAS,W 95-87,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.1,-2,G,adamsjo01
2,Alexis Ajinça,0,2015-01-14,26-253,NOP,@,DET,W 105-94,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.4,-3,C-F,ajincal01
3,Cole Aldrich,0,2014-11-26,26-026,NYK,@,DAL,L 102-109 (OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.1,0,C,aldrico01
4,Kyle Anderson,0,2015-04-15,21-207,SAS,@,NOP,L 103-108,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.5,5,F-G,anderky01
5,Joel Anthony,0,2015-01-06,32-150,DET,@,SAS,W 105-104,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.2,,C,anthojo01
6,Joel Anthony,0,2014-11-05,32-088,DET,,NYK,W 98-95,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.0,0,C,anthojo01
7,Luke Babbitt,0,2015-01-14,25-208,NOP,@,DET,W 105-94,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.3,-3,F,babbilu01
8,Cameron Bairstow,0,2015-01-09,24-033,CHI,@,WAS,L 86-102,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.1,0,F-C,bairsca01
9,Kent Bazemore,0,2014-11-07,25-129,ATL,@,CHO,L 119-122 (2OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.3,-2,G-F,bazemke01
10,Kent Bazemore,0,2014-12-03,25-155,ATL,@,MIA,W 112-102,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.7,0,G-F,bazemke01
11,Jerrelle Benimon,0,2015-03-12,23-223,UTA,,HOU,W 109-91,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.5,0,F,benimje01
12,Anthony Bennett,0,2014-11-07,21-238,MIN,@,ORL,L 103-112 (OT),,0,0,0,,0,0,,0,0,,2,2,1.000,1.136,0,0,0,0,0,0,0,1,2,1.6,1000.0,0,F,bennean01
13,Anthony Bennett,0,2015-01-25,21-317,MIN,@,ATL,L 100-112,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,-0.4,-111.5,-2,F,bennean01
14,Sim Bhullar,0,2015-04-07,22-126,SAC,,MIN,W 116-111,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.8,-2,C,bhullsi01
15,DeJuan Blair,0,2015-01-17,25-270,WAS,@,BRK,W 99-90,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.7,1,F-C,blairde01
16,Matt Bonner,0,2015-02-08,34-309,SAS,@,TOR,L 82-87,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.8,0,F,bonnema01
17,Lorenzo Brown,0,2015-03-07,24-193,MIN,,POR,W 121-113,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,-0.4,-198.3,0,G,brownlo01
18,Markel Brown,0,2015-01-17,22-353,BRK,,WAS,L 90-99,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,-0.4,-50.4,-1,G,brownma02
19,Markel Brown,0,2015-02-02,23-004,BRK,,LAC,W 102-100,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-1.7,0,G,brownma02
20,Will Bynum,0,2015-04-14,32-100,WAS,@,IND,L 95-99 (2OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.4,3,G,bynumwi01
