Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
23,Usman Garuba,18,2023-24,NBA,GSW,6,0,18,1,6,.167,1,5,.200,0,1,.000,1,2,.500,.218,3,4,7,1,1,3,2,2,3,0.5,-10.9,-11,garubus01
24,Danny Green,19,2023-24,NBA,PHI,2,0,19,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,2,2,1,1,0,0,1,0,0.3,-6.6,0,greenda02
25,Jordan Ford,20,2023-24,NBA,SAC,6,0,20,4,7,.571,2,4,.500,2,3,.667,2,2,1.000,.761,0,2,2,2,0,0,1,0,12,1.6,2.2,14,fordjo01
26,Isaiah Thomas,20,2023-24,NBA,PHO,6,0,20,3,10,.300,1,6,.167,2,4,.500,0,0,,.400,0,0,0,3,0,0,0,0,8,0.7,-6.9,-14,thomais02
27,E.J. Liddell,23,2023-24,NBA,NOP,8,0,23,1,6,.167,1,1,1.000,0,5,.000,2,2,1.000,.291,0,5,5,1,2,2,2,2,4,0.4,-4.7,-4,liddeej01
28,Drew Peterson,23,2023-24,NBA,BOS,3,0,23,4,6,.667,1,1,1.000,3,5,.600,0,0,,.917,0,1,1,1,2,0,1,1,11,3.3,5.3,8,peterdr01
29,Dariq Whitehead,24,2023-24,NBA,BRK,2,0,24,1,5,.200,1,2,.500,0,3,.000,1,2,.500,.255,0,4,4,3,0,1,0,0,3,1.8,-7.9,-22,whiteda01
30,Mamadi Diakite,26,2023-24,NBA,NYKSAS,6,0,26,4,6,.667,4,5,.800,0,1,.000,4,6,.667,.694,1,3,4,2,1,1,1,2,12,1.9,3.1,3,diakima01
31,Pete Nance,27,2023-24,NBA,CLE,8,0,27,1,6,.167,0,5,.000,1,1,1.000,0,2,.000,.218,0,3,3,0,1,0,1,2,3,-0.2,-15.2,-23,nancepe01
32,Pat Spencer,27,2023-24,NBA,GSW,6,0,27,2,4,.500,2,2,1.000,0,2,.000,0,0,,.500,2,2,4,5,0,0,1,1,4,1.0,-6.4,-6,spencpa01
33,Mason Jones,28,2023-24,NBA,SAC,5,0,28,2,8,.250,0,1,.000,2,7,.286,1,2,.500,.394,1,4,5,5,1,0,2,3,7,1.0,-5.5,-7,jonesma05
34,Jordan Miller,28,2023-24,NBA,LAC,8,0,28,5,9,.556,4,7,.571,1,2,.500,2,2,1.000,.658,3,2,5,0,0,0,1,2,13,1.2,-3.8,-13,millejo02
35,Henri Drell,29,2023-24,NBA,CHI,4,0,29,4,10,.400,2,4,.500,2,6,.333,1,2,.500,.506,1,3,4,4,2,1,2,6,11,2.0,-4.9,6,drellhe01
36,Dexter Dennis,30,2023-24,NBA,DAL,4,0,30,10,19,.526,9,11,.818,1,8,.125,1,3,.333,.541,1,8,9,4,0,1,3,1,22,3.8,1.7,-9,dennide01
37,D.J. Carton,35,2023-24,NBA,TOR,4,0,35,3,8,.375,2,4,.500,1,4,.250,4,5,.800,.539,2,2,4,3,1,0,1,3,11,2.3,-5.3,-31,cartodj01
38,Charlie Brown Jr.,37,2023-24,NBA,NYK,8,0,37,2,10,.200,0,3,.000,2,7,.286,0,0,,.300,1,1,2,0,0,2,2,5,6,-0.2,-13.6,-6,brownch02
39,Jalen Slawson,37,2023-24,NBA,SAC,12,0,37,4,6,.667,4,4,1.000,0,2,.000,0,0,,.667,1,6,7,2,1,1,2,8,8,0.5,-6.4,-6,slawsja01
40,Jacob Toppin,37,2023-24,NBA,NYK,9,0,37,5,9,.556,4,5,.800,1,4,.250,2,2,1.000,.658,3,4,7,3,0,1,1,3,13,1.4,-0.7,-16,toppija01
41,JD Davison,39,2023-24,NBA,BOS,8,0,39,5,12,.417,2,5,.400,3,7,.429,3,4,.750,.581,2,8,10,10,1,1,2,4,16,2.3,3.3,23,davisjd01
42,Alex Fudge,40,2023-24,NBA,DALLAL,6,0,40,6,15,.400,5,10,.500,1,5,.200,2,2,1.000,.472,4,1,5,0,3,0,2,2,15,1.7,-5.4,-39,fudgeal01
43,RaiQuan Gray,40,2023-24,NBA,SAS,3,0,40,10,17,.588,7,10,.700,3,7,.429,0,0,,.676,2,5,7,6,1,1,1,0,23,7.6,7.4,14,grayra01
44,D'Moi Hodge,40,2023-24,NBA,LAL,7,0,40,5,15,.333,2,3,.667,3,12,.250,1,2,.500,.441,0,0,0,5,1,1,1,4,14,1.1,-6.3,-35,hodgedm01
45,Taze Moore,40,2023-24,NBA,POR,4,0,40,8,19,.421,7,12,.583,1,7,.143,1,2,.500,.453,4,4,8,5,2,0,3,4,18,3.1,-3.1,-22,mooreta02
46,Greg Brown III,41,2023-24,NBA,DAL,6,0,41,5,11,.455,4,8,.500,1,3,.333,4,9,.444,.501,3,6,9,4,0,4,4,5,15,1.8,-4.4,-9,browngr01
47,Oscar Tshiebwe,42,2023-24,NBA,IND,8,0,42,10,20,.500,10,20,.500,0,0,,6,8,.750,.553,8,8,16,2,2,1,0,3,26,3.3,2.2,14,tshieos01
48,DaQuan Jeffries,43,2023-24,NBA,NYK,17,0,43,6,17,.353,4,7,.571,2,10,.200,0,2,.000,.391,0,5,5,5,0,1,3,2,14,0.3,-8.1,-10,jeffrda01
49,Frank Ntilikina,43,2023-24,NBA,CHO,5,0,43,1,9,.111,0,1,.000,1,8,.125,2,2,1.000,.253,1,5,6,4,0,0,1,4,5,0.3,-13.4,-1,ntilila01
50,Ryan Arcidiacono,44,2023-24,NBA,NYK,20,0,44,0,6,.000,0,0,,0,6,.000,0,0,,.000,0,8,8,4,2,0,2,5,0,-0.1,-9.6,2,arcidry01
51,James Johnson,46,2023-24,NBA,IND,9,0,46,3,10,.300,3,8,.375,0,2,.000,2,2,1.000,.368,1,3,4,8,5,1,5,9,8,0.7,-5.8,5,johnsja01
52,Hunter Tyson,47,2023-24,NBA,DEN,18,0,47,8,20,.400,4,6,.667,4,14,.286,0,0,,.500,1,8,9,2,1,0,2,10,20,0.5,-8.9,8,tysonhu01
53,Jay Huff,50,2023-24,NBA,DEN,20,0,50,9,15,.600,6,6,1.000,3,9,.333,2,2,1.000,.724,2,9,11,2,2,3,1,9,23,1.1,1.3,-9,huffja01
54,Daishen Nix,50,2023-24,NBA,MIN,15,0,50,9,24,.375,3,7,.429,6,17,.353,3,6,.500,.507,1,2,3,6,5,0,5,2,27,1.2,-1.4,28,nixda01
55,David Duke Jr.,51,2023-24,NBA,SAS,4,0,51,10,18,.556,7,12,.583,3,6,.500,3,3,1.000,.673,2,8,10,5,2,0,3,4,26,5.5,1.4,6,dukeda01
56,Seth Lundy,52,2023-24,NBA,ATL,9,0,52,4,17,.235,1,4,.250,3,13,.231,3,4,.750,.373,1,6,7,0,0,0,1,6,14,0.3,-12.7,-13,lundyse01
57,Juan Toscano-Anderson,52,2023-24,NBA,SAC,11,0,52,3,12,.250,2,8,.250,1,4,.250,0,0,,.292,4,10,14,4,1,1,2,11,7,0.3,-9.4,-9,toscaju01
58,TyTy Washington Jr.,54,2023-24,NBA,MIL,11,0,54,6,20,.300,4,14,.286,2,6,.333,0,0,,.350,1,4,5,5,3,0,2,1,14,0.8,-8.2,-13,washity02
59,Leonard Miller,55,2023-24,NBA,MIN,17,0,55,13,20,.650,11,15,.733,2,5,.400,1,2,.500,.694,5,15,20,8,2,1,1,5,29,1.9,9.6,8,millele01
60,Dereon Seabron,55,2023-24,NBA,NOP,6,0,55,4,13,.308,3,11,.273,1,2,.500,5,6,.833,.448,1,6,7,5,2,1,0,4,14,2.2,-1.5,28,seabrde01
61,Colin Castleton,57,2023-24,NBA,LAL,16,0,57,9,16,.563,9,16,.563,0,0,,6,6,1.000,.644,6,6,12,3,2,0,3,11,24,1.2,-5.2,-44,castlco01
62,Jermaine Samuels,59,2023-24,NBA,HOU,14,0,59,9,14,.643,9,12,.750,0,2,.000,2,2,1.000,.672,3,10,13,3,1,2,0,5,20,1.5,0.8,-13,samueje01
63,Braxton Key,60,2023-24,NBA,DEN,20,0,60,7,17,.412,5,12,.417,2,5,.400,6,8,.750,.536,3,15,18,9,2,1,1,5,22,1.2,2.1,-11,keybr01
64,Keon Johnson,61,2023-24,NBA,BRK,5,0,61,8,21,.381,4,11,.364,4,10,.400,11,12,.917,.590,3,4,7,3,3,1,5,5,31,4.2,-2.7,-25,johnske07
65,Amari Bailey,63,2023-24,NBA,CHO,10,0,63,8,24,.333,7,16,.438,1,8,.125,6,7,.857,.425,6,3,9,7,3,0,4,2,23,1.7,-8.3,5,baileam01
66,Kendall Brown,63,2023-24,NBA,IND,15,0,63,8,15,.533,8,13,.615,0,2,.000,5,8,.625,.567,3,2,5,5,0,0,2,9,21,0.9,-6.8,-24,brownke03
67,Robin Lopez,63,2023-24,NBA,MIL,16,2,63,7,19,.368,5,11,.455,2,8,.250,2,2,1.000,.453,3,2,5,4,1,3,2,7,18,0.7,-6.1,-23,lopezro01
68,Jett Howard,64,2023-24,NBA,ORL,18,0,64,10,30,.333,3,5,.600,7,25,.280,2,4,.500,.457,1,6,7,6,2,2,3,4,29,0.9,-1.8,4,howarje01
69,Ish Wainright,64,2023-24,NBA,PHOPOR,11,0,64,7,24,.292,0,4,.000,7,20,.350,2,2,1.000,.462,3,11,14,1,4,1,2,8,23,1.3,-2.4,-4,wainris01
70,Jack White,64,2023-24,NBA,MEM,4,0,64,2,16,.125,0,6,.000,2,10,.200,0,0,,.188,4,8,12,1,4,1,2,3,6,0.8,-10.3,-28,whiteja03
71,Moussa Diabaté,66,2023-24,NBA,LAC,11,0,66,10,19,.526,10,19,.526,0,0,,9,14,.643,.576,15,9,24,4,5,1,2,4,29,3.3,3.5,-2,diabamo01
72,Adama Sanogo,66,2023-24,NBA,CHI,9,0,66,14,27,.519,14,27,.519,0,0,,8,12,.667,.558,19,17,36,0,1,0,5,5,36,3.7,-6.7,34,sanogad01
73,Keyontae Johnson,67,2023-24,NBA,OKC,9,0,67,5,16,.313,4,13,.308,1,3,.333,0,0,,.344,4,6,10,4,1,0,4,5,11,0.5,-9.8,-7,johnske08
74,Kobi Simmons,67,2023-24,NBA,TOR,4,0,67,9,21,.429,7,13,.538,2,8,.250,0,0,,.476,1,6,7,12,6,2,1,5,20,6.1,-1.0,-31,simmoko01
75,Boban Marjanović,71,2023-24,NBA,HOU,14,0,71,18,34,.529,18,32,.563,0,2,.000,9,14,.643,.560,7,25,32,6,1,2,5,5,45,2.7,-0.3,-20,marjabo01
76,Jason Preston,71,2023-24,NBA,UTA,7,0,71,6,19,.316,6,16,.375,0,3,.000,0,0,,.316,6,11,17,16,2,1,2,3,12,2.8,-2.6,23,prestja01
77,Isaiah Mobley,72,2023-24,NBA,CLE,10,0,72,10,24,.417,7,14,.500,3,10,.300,0,1,.000,.471,3,7,10,6,2,0,2,6,23,1.6,-6.6,-30,mobleis01
78,Mouhamed Gueye,73,2023-24,NBA,ATL,6,0,73,8,23,.348,5,14,.357,3,9,.333,5,6,.833,.468,10,12,22,4,5,4,1,13,24,4.3,-1.5,-41,gueyemo02
79,Nate Hinton,75,2023-24,NBA,HOU,15,0,75,11,26,.423,4,12,.333,7,14,.500,4,5,.800,.585,7,15,22,10,3,2,3,11,33,2.1,3.6,13,hintona01
80,R.J. Hampton,76,2023-24,NBA,MIA,8,2,76,4,14,.286,3,6,.500,1,8,.125,1,2,.500,.336,2,4,6,8,0,0,3,8,10,0.4,-9.5,21,hamptrj01
81,Wendell Moore Jr.,77,2023-24,NBA,MIN,25,0,77,9,18,.500,9,12,.750,0,6,.000,0,0,,.500,0,12,12,6,5,1,4,5,18,0.7,-2.8,-6,moorewe01
82,Ryan Rollins,77,2023-24,NBA,MILWAS,13,0,77,14,27,.519,11,23,.478,3,4,.750,13,17,.765,.638,2,11,13,14,10,3,8,8,44,3.4,5.7,62,rolliry01
83,James Bouknight,81,2023-24,NBA,CHO,14,0,81,18,41,.439,5,11,.455,13,30,.433,1,2,.500,.597,1,8,9,6,1,1,2,3,50,2.4,2.2,-11,bouknja01
84,Wenyen Gabriel,81,2023-24,NBA,MEM,5,0,81,8,22,.364,7,16,.438,1,6,.167,0,5,.000,.351,7,18,25,3,2,2,8,10,17,1.3,-12.5,-16,gabriwe01
85,Buddy Boeheim,82,2023-24,NBA,DET,10,0,82,9,29,.310,1,4,.250,8,25,.320,8,10,.800,.509,3,7,10,3,0,1,0,5,34,2.2,-3.5,21,boehebu01
86,Jerome Robinson,82,2023-24,NBA,GSW,22,0,82,11,33,.333,9,16,.563,2,17,.118,7,11,.636,.410,1,5,6,5,1,3,2,5,31,0.7,-8.3,27,robinje01
87,Jordan Walsh,83,2023-24,NBA,BOS,9,1,83,6,15,.400,4,6,.667,2,9,.222,1,2,.500,.472,5,15,20,5,5,1,3,11,15,1.8,-3.8,47,walshjo01
88,Admiral Schofield,84,2023-24,NBA,ORL,23,0,84,10,26,.385,4,10,.400,6,16,.375,0,2,.000,.484,3,14,17,7,1,0,5,9,26,0.6,-4.9,-13,schofad01
89,Terquavion Smith,84,2023-24,NBA,PHI,16,0,84,18,46,.391,5,11,.455,13,35,.371,3,5,.600,.539,0,4,4,12,8,0,7,8,52,2.1,0.8,-7,smithte01
90,Cole Swider,88,2023-24,NBA,MIA,18,0,88,15,38,.395,5,8,.625,10,30,.333,2,2,1.000,.540,1,6,7,5,1,1,8,4,42,1.1,-4.5,-20,swideco01
91,Chris Livingston,90,2023-24,NBA,MIL,21,0,90,11,22,.500,10,17,.588,1,5,.200,3,4,.750,.547,3,18,21,5,2,0,5,15,26,0.8,-8.0,-27,livinch01
92,Jamaree Bouyea,94,2023-24,NBA,PORSAS,9,0,94,10,28,.357,9,19,.474,1,9,.111,0,0,,.375,3,16,19,11,1,0,9,10,21,0.9,-12.3,-15,bouyeja01
93,Josh Minott,94,2023-24,NBA,MIN,32,0,94,17,36,.472,13,26,.500,4,10,.400,12,14,.857,.593,4,13,17,8,5,5,2,10,50,1.4,5.1,20,minotjo01
94,Harry Giles,99,2023-24,NBA,BRKLAL,23,0,99,23,50,.460,20,36,.556,3,14,.214,7,13,.538,.503,12,18,30,6,2,3,6,15,56,1.6,-4.7,-41,gilesha01
95,Olivier Sarr,100,2023-24,NBA,OKC,15,0,100,11,19,.579,9,13,.692,2,6,.333,10,15,.667,.664,10,26,36,2,0,7,3,18,34,2.3,-2.6,1,sarrol01
96,Maxwell Lewis,101,2023-24,NBA,LAL,34,0,101,4,21,.190,3,12,.250,1,9,.111,2,3,.667,.246,2,2,4,6,2,1,10,5,11,-0.2,-13.5,-73,lewisma05
97,Armoni Brooks,103,2023-24,NBA,BRK,10,0,103,15,46,.326,4,14,.286,11,32,.344,1,2,.500,.448,7,11,18,5,1,1,3,3,42,2.5,-5.8,28,brookar01
98,Malik Williams,106,2023-24,NBA,TOR,7,2,106,9,34,.265,8,29,.276,1,5,.200,0,2,.000,.272,15,23,38,2,3,4,3,15,19,1.9,-11.5,-56,willima11
99,Dylan Windler,108,2023-24,NBA,ATLLALNYK,17,0,108,15,30,.500,2,3,.667,13,27,.481,0,0,,.717,3,13,16,10,2,0,2,6,43,2.3,0.7,-16,windldy01
100,Jalen Hood-Schifino,109,2023-24,NBA,LAL,21,0,109,10,45,.222,8,30,.267,2,15,.133,12,20,.600,.316,2,11,13,8,3,2,9,13,34,0.2,-16.1,-54,hoodsja01
101,Udoka Azubuike,112,2023-24,NBA,PHO,16,0,112,16,23,.696,16,23,.696,0,0,,3,13,.231,.609,11,21,32,3,1,6,4,17,35,2.0,-3.2,-48,azubuud01
102,Matthew Hurt,112,2023-24,NBA,MEM,8,0,112,12,34,.353,7,14,.500,5,20,.250,3,3,1.000,.453,9,7,16,4,3,3,2,8,32,3.0,-3.7,-12,hurtma01
103,Brandon Williams,114,2023-24,NBA,DAL,17,0,114,20,54,.370,17,39,.436,3,15,.200,11,17,.647,.439,4,9,13,17,1,1,7,4,54,1.9,-5.5,-57,willibr03
104,Mouhamadou Gueye,118,2023-24,NBA,TOR,11,0,118,11,38,.289,11,35,.314,0,3,.000,4,9,.444,.310,12,11,23,5,3,18,12,15,26,1.3,-11.9,-80,gueyemo01
105,Xavier Moon,119,2023-24,NBA,LAC,14,1,119,15,46,.326,13,29,.448,2,17,.118,1,2,.500,.352,8,10,18,21,3,3,5,8,33,1.9,-6.1,-37,moonxa01
106,Robert Williams,119,2023-24,NBA,POR,6,0,119,17,26,.654,17,26,.654,0,0,,7,9,.778,.684,11,27,38,5,7,7,7,17,41,7.7,0.7,-30,williro04
107,Jahmi'us Ramsey,120,2023-24,NBA,TOR,7,1,120,18,41,.439,12,19,.632,6,22,.273,5,6,.833,.538,4,18,22,8,7,0,7,10,47,5.0,-4.4,-28,ramseja01
108,Luka Garza,121,2023-24,NBA,MIN,25,0,121,36,75,.480,27,43,.628,9,32,.281,18,25,.720,.576,19,12,31,4,4,1,6,24,99,2.7,-2.1,7,garzalu01
109,Mãozinha Pereira,121,2023-24,NBA,MEM,7,1,121,18,35,.514,13,22,.591,5,13,.385,7,10,.700,.609,11,26,37,2,6,4,5,10,48,6.6,-0.5,9,pereima01
110,Jalen Pickett,122,2023-24,NBA,DEN,27,0,122,15,35,.429,6,10,.600,9,25,.360,3,4,.750,.571,1,13,14,21,4,0,9,13,42,1.2,-3.3,-1,pickeja02
111,Marques Bolden,123,2023-24,NBA,CHOMIL,11,2,123,17,25,.680,17,24,.708,0,1,.000,3,4,.750,.691,10,24,34,4,3,7,3,10,37,4.0,-2.7,-16,boldema01
112,Timmy Allen,124,2023-24,NBA,MEM,5,0,124,6,23,.261,6,16,.375,0,7,.000,1,2,.500,.272,4,13,17,5,4,0,2,18,13,0.8,-11.1,-65,allenti01
113,T.J. Warren,124,2023-24,NBA,MIN,11,0,124,18,41,.439,16,28,.571,2,13,.154,3,4,.750,.479,5,17,22,9,4,1,4,11,41,2.8,-4.5,51,warretj01
114,Jeenathan Williams,129,2023-24,NBA,HOU,22,0,129,27,50,.540,25,45,.556,2,5,.400,7,13,.538,.565,12,11,23,7,4,1,4,10,63,2.3,-1.6,23,willije02
115,Dru Smith,130,2023-24,NBA,MIA,9,0,130,15,33,.455,8,16,.500,7,17,.412,2,2,1.000,.576,6,8,14,14,9,3,5,12,39,4.4,1.4,-43,smithdr01
116,Brandon Clarke,134,2023-24,NBA,MEM,6,1,134,33,59,.559,32,53,.604,1,6,.167,1,7,.143,.548,13,19,32,9,5,6,3,8,68,10.3,1.0,-8,clarkbr01
117,Emoni Bates,135,2023-24,NBA,CLE,15,0,135,15,49,.306,5,16,.313,10,33,.303,1,4,.250,.404,1,13,14,10,1,2,8,5,41,1.0,-9.2,-84,batesem01
118,Sidy Cissoko,140,2023-24,NBA,SAS,12,0,140,16,33,.485,15,21,.714,1,12,.083,12,15,.800,.568,8,14,22,10,7,3,3,18,45,3.6,-2.7,25,cissosi01
119,Jeff Dowtin Jr.,142,2023-24,NBA,PHI,12,0,142,20,36,.556,11,17,.647,9,19,.474,3,4,.750,.689,3,17,20,27,7,1,5,1,52,5.2,3.3,21,dowtije01
120,Jules Bernard,149,2023-24,NBA,WAS,19,0,149,29,64,.453,18,35,.514,11,29,.379,5,9,.556,.544,10,16,26,16,3,1,8,14,74,2.8,-3.0,26,bernaju01
121,Darius Bazley,150,2023-24,NBA,PHIUTA,9,0,150,18,30,.600,16,22,.727,2,8,.250,10,12,.833,.680,8,20,28,7,6,7,8,3,48,5.7,-0.4,-34,bazleda01
122,DeJon Jarreau,150,2023-24,NBA,MEM,9,0,150,17,50,.340,13,37,.351,4,13,.308,5,11,.455,.392,8,36,44,26,6,2,9,14,43,4.4,-4.0,-24,jarrede01
123,Tristan Vukcevic,152,2023-24,NBA,WAS,10,4,152,29,67,.433,19,31,.613,10,36,.278,17,22,.773,.554,6,30,36,13,5,7,10,28,85,5.9,-3.6,32,vukcetr01
124,Thanasis Antetokounmpo,155,2023-24,NBA,MIL,34,0,155,16,30,.533,16,29,.552,0,1,.000,0,2,.000,.518,7,6,13,17,7,4,14,24,32,0.6,-6.4,-40,antetth01
125,Zavier Simpson,162,2023-24,NBA,MEM,7,0,162,17,54,.315,12,37,.324,5,17,.294,3,4,.750,.377,4,16,20,25,7,3,10,11,42,4.3,-5.9,-29,simpsza01
126,Trevelin Queen,165,2023-24,NBA,ORL,14,0,165,14,38,.368,11,21,.524,3,17,.176,9,12,.750,.462,3,17,20,18,7,5,7,15,40,2.5,-3.4,-9,queentr01
127,AJ Griffin,170,2023-24,NBA,ATL,20,0,170,18,62,.290,8,23,.348,10,39,.256,2,2,1.000,.382,2,16,18,5,1,2,8,6,48,0.7,-9.6,-51,griffaj01
128,Joe Harris,171,2023-24,NBA,DET,16,0,171,14,39,.359,4,9,.444,10,30,.333,1,2,.500,.489,3,10,13,10,3,2,4,19,39,1.4,-5.9,-48,harrijo01
129,Otto Porter Jr.,174,2023-24,NBA,TOR,15,1,174,14,33,.424,6,10,.600,8,23,.348,3,3,1.000,.568,6,23,29,8,5,5,2,19,39,2.5,-3.2,22,porteot01
130,Saben Lee,185,2023-24,NBA,PHO,24,0,185,20,55,.364,18,39,.462,2,16,.125,29,39,.744,.492,9,22,31,30,7,3,8,13,71,2.8,-1.4,15,leesa01
131,Micah Potter,186,2023-24,NBA,UTA,16,0,186,19,40,.475,10,19,.526,9,21,.429,6,8,.750,.609,10,33,43,6,4,6,5,14,53,3.2,-2.3,-28,pottemi01
132,Terry Taylor,188,2023-24,NBA,CHI,31,0,188,20,39,.513,18,30,.600,2,9,.222,4,5,.800,.558,17,20,37,10,5,2,7,17,46,1.4,-3.2,16,taylote01
133,Colby Jones,189,2023-24,NBA,SAC,30,0,189,28,71,.394,26,49,.531,2,22,.091,6,11,.545,.422,17,23,40,20,7,5,10,29,64,1.5,-5.0,9,jonesco02
134,Gui Santos,194,2023-24,NBA,GSW,23,0,194,28,55,.509,18,28,.643,10,27,.370,16,17,.941,.656,17,32,49,14,4,2,7,23,82,3.3,-0.5,16,santogu01
135,Kenneth Lofton Jr.,197,2023-24,NBA,MEMPHIUTA,21,0,197,36,78,.462,29,54,.537,7,24,.292,17,26,.654,.537,12,26,38,33,6,5,14,24,96,3.7,-0.3,-11,loftoke01
136,Kobe Bufkin,198,2023-24,NBA,ATL,17,0,198,34,92,.370,25,52,.481,9,40,.225,4,8,.500,.424,6,27,33,27,7,5,10,20,81,3.1,-4.5,-35,bufkiko01
137,Moses Brown,201,2023-24,NBA,POR,22,5,201,33,65,.508,33,65,.508,0,0,,9,31,.290,.477,37,49,86,7,5,7,11,27,75,3.1,-6.5,-59,brownmo01
138,Charles Bassey,203,2023-24,NBA,SAS,19,0,203,29,40,.725,29,39,.744,0,1,.000,5,6,.833,.739,23,53,76,21,8,17,15,31,63,4.5,1.3,-46,bassech01
139,Taj Gibson,203,2023-24,NBA,DETNYK,20,1,203,15,37,.405,13,27,.481,2,10,.200,2,2,1.000,.449,12,25,37,11,3,7,5,31,34,1.4,-5.3,-29,gibsota01
140,Jaylen Nowell,212,2023-24,NBA,DETMEM,13,1,212,34,78,.436,28,49,.571,6,29,.207,7,9,.778,.494,6,18,24,19,4,2,7,15,81,4.2,-5.4,-34,nowelja01
