Rk,Player,MP,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP.1,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Stephen Curry,31,2023-10-24,35-224,GSW,,PHO,L 104-108,*,31,8,20,.400,4,6,.667,4,14,.286,7,7,1.000,.585,1,4,5,1,1,0,2,5,27,15.8,6.3,-9,G,curryst01
2,Braxton Key,1,2023-10-24,26-252,DEN,,LAL,W 119-107,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.9,0,F,keybr01
3,Gary Payton II,22,2023-10-24,30-327,GSW,,PHO,L 104-108,,22,0,5,.000,0,3,.000,0,2,.000,1,2,.500,.085,0,2,2,2,3,0,0,1,1,1.7,-4.2,15,G,paytoga02
4,Drew Eubanks,19,2023-10-24,26-265,PHO,@,GSW,W 108-104,,19,1,3,.333,1,3,.333,0,0,,2,4,.500,.420,2,5,7,2,0,3,3,3,4,3.7,-2.9,-2,F,eubandr01
5,Christian Braun,19,2023-10-24,22-190,DEN,,LAL,W 119-107,,19,2,5,.400,2,4,.500,0,1,.000,1,2,.500,.425,1,2,3,2,0,1,1,1,5,3.9,-6.1,5,G,braunch01
6,Yuta Watanabe,18,2023-10-24,29-011,PHO,@,GSW,W 108-104,,18,3,5,.600,1,1,1.000,2,4,.500,0,0,,.800,0,4,4,0,0,1,1,2,8,5.8,4.4,7,F,watanyu01
7,Maxwell Lewis,1,2023-10-24,21-089,LAL,@,DEN,L 107-119,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.1,0,F,lewisma05
8,Peyton Watson,11,2023-10-24,21-043,DEN,,LAL,W 119-107,,11,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,0,0,0,0,1,1,1,3,0.6,-9.3,1,G-F,watsope01
9,Kentavious Caldwell-Pope,36,2023-10-24,30-248,DEN,,LAL,W 119-107,*,36,8,12,.667,6,9,.667,2,3,.667,2,2,1.000,.776,1,1,2,1,3,1,3,5,20,15.2,2.0,10,G,caldwke01
10,Cam Reddish,18,2023-10-24,24-053,LAL,@,DEN,L 107-119,,18,2,4,.500,1,2,.500,1,2,.500,2,2,1.000,.717,2,2,4,0,0,1,0,2,7,6.9,3.8,7,F,reddica01
11,Michael Porter Jr.,30,2023-10-24,25-117,DEN,,LAL,W 119-107,*,30,5,13,.385,3,4,.750,2,9,.222,0,0,,.462,2,10,12,2,2,0,0,1,12,12.3,-0.1,12,F,portemi01
12,Taurean Prince,30,2023-10-24,29-216,LAL,@,DEN,L 107-119,*,30,6,8,.750,2,2,1.000,4,6,.667,2,2,1.000,1.014,1,2,3,1,0,1,1,0,18,16.5,11.3,-14,F,princta02
13,Moses Moody,18,2023-10-24,21-146,GSW,,PHO,L 104-108,,18,4,6,.667,2,2,1.000,2,4,.500,1,2,.500,.799,1,2,3,0,3,1,1,1,11,11.6,16.7,-6,G,moodymo01
14,Jalen Pickett,1,2023-10-24,24-002,DEN,,LAL,W 119-107,,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,49.2,0,G,pickeja02
