Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
138,LAC,2023-11-12,101,,MEM,L 101-105,240,37,85,0.435,25,51,0.49,12,34,0.353,15,23,0.652,101,37,88,0.42,24,47,0.511,13,41,0.317,18,24,0.75,105
139,SAS,2023-11-12,113,,MIA,L 113-118,240,42,91,0.462,23,47,0.489,19,44,0.432,10,12,0.833,113,39,89,0.438,27,58,0.466,12,31,0.387,28,30,0.933,118
140,LAL,2023-11-12,116,,POR,W 116-110,240,41,84,0.488,37,65,0.569,4,19,0.211,30,37,0.811,116,45,90,0.5,32,53,0.604,13,37,0.351,7,9,0.778,110
141,PHO,2023-11-12,99,,OKC,L 99-111,240,32,83,0.386,23,54,0.426,9,29,0.31,26,31,0.839,99,40,82,0.488,30,55,0.545,10,27,0.37,21,25,0.84,111
142,PHI,2023-11-12,137,,IND,W 137-126,240,53,105,0.505,39,72,0.542,14,33,0.424,17,20,0.85,137,47,90,0.522,31,51,0.608,16,39,0.41,16,19,0.842,126
143,BRK,2023-11-12,102,,WAS,W 102-94,240,37,98,0.378,25,49,0.51,12,49,0.245,16,20,0.8,102,33,88,0.375,23,47,0.489,10,41,0.244,18,25,0.72,94
144,BOS,2023-11-13,114,,NYK,W 114-98,240,40,79,0.506,21,36,0.583,19,43,0.442,15,16,0.938,114,33,79,0.418,18,44,0.409,15,35,0.429,17,24,0.708,98
145,TOR,2023-11-13,111,,WAS,W 111-107,240,45,90,0.5,41,70,0.586,4,20,0.2,17,25,0.68,111,43,84,0.512,31,58,0.534,12,26,0.462,9,12,0.75,107
146,MIL,2023-11-13,118,,CHI,W 118-109,240,42,89,0.472,27,42,0.643,15,47,0.319,19,27,0.704,118,38,100,0.38,24,58,0.414,14,42,0.333,19,21,0.905,109
147,SAC,2023-11-13,132,,CLE,W 132-120,240,49,83,0.59,29,41,0.707,20,42,0.476,14,22,0.636,132,45,91,0.495,29,56,0.518,16,35,0.457,14,17,0.824,120
148,UTA,2023-11-14,115,,POR,W 115-99,240,44,95,0.463,31,52,0.596,13,43,0.302,14,15,0.933,115,37,88,0.42,26,53,0.491,11,35,0.314,14,20,0.7,99
149,LAL,2023-11-14,134,,MEM,W 134-107,240,47,81,0.58,25,46,0.543,22,35,0.629,18,24,0.75,134,39,106,0.368,19,53,0.358,20,53,0.377,9,12,0.75,107
150,DET,2023-11-14,120,,ATL,L 120-126,240,47,90,0.522,37,61,0.607,10,29,0.345,16,23,0.696,120,45,87,0.517,33,54,0.611,12,33,0.364,24,26,0.923,126
151,NOP,2023-11-14,131,,DAL,W 131-110,240,49,94,0.521,35,56,0.625,14,38,0.368,19,26,0.731,131,38,90,0.422,24,48,0.5,14,42,0.333,20,26,0.769,110
152,BRK,2023-11-14,124,,ORL,W 124-104,240,46,85,0.541,27,46,0.587,19,39,0.487,13,20,0.65,124,36,82,0.439,20,36,0.556,16,46,0.348,16,21,0.762,104
153,GSW,2023-11-14,101,,MIN,L 101-104,240,37,88,0.42,24,49,0.49,13,39,0.333,14,16,0.875,101,36,81,0.444,22,47,0.468,14,34,0.412,18,21,0.857,104
154,PHI,2023-11-14,126,,IND,L 126-132,240,43,86,0.5,37,64,0.578,6,22,0.273,34,35,0.971,126,48,93,0.516,35,56,0.625,13,37,0.351,23,33,0.697,132
155,DEN,2023-11-14,111,,LAC,W 111-108,240,39,73,0.534,31,50,0.62,8,23,0.348,25,32,0.781,111,37,86,0.43,24,57,0.421,13,29,0.448,21,24,0.875,108
156,CHO,2023-11-14,105,,MIA,L 105-111,240,36,81,0.444,21,49,0.429,15,32,0.469,18,22,0.818,105,40,83,0.482,32,52,0.615,8,31,0.258,23,28,0.821,111
157,OKC,2023-11-14,123,,SAS,W 123-87,240,46,89,0.517,31,50,0.62,15,39,0.385,16,20,0.8,123,36,93,0.387,27,63,0.429,9,30,0.3,6,9,0.667,87
158,ATL,2023-11-15,114,,NYK,L 114-116,240,41,75,0.547,29,44,0.659,12,31,0.387,20,26,0.769,114,45,94,0.479,29,60,0.483,16,34,0.471,10,11,0.909,116
159,POR,2023-11-15,95,,CLE,L 95-109,240,34,91,0.374,21,53,0.396,13,38,0.342,14,16,0.875,95,42,75,0.56,33,45,0.733,9,30,0.3,16,21,0.762,109
160,LAL,2023-11-15,110,,SAC,L 110-125,240,42,83,0.506,31,54,0.574,11,29,0.379,15,19,0.789,110,48,96,0.5,32,52,0.615,16,44,0.364,13,17,0.765,125
161,CHI,2023-11-15,94,,ORL,L 94-96,240,33,83,0.398,24,50,0.48,9,33,0.273,19,22,0.864,94,32,82,0.39,24,54,0.444,8,28,0.286,24,30,0.8,96
162,PHI,2023-11-15,107,,BOS,L 107-117,240,39,85,0.459,28,55,0.509,11,30,0.367,18,22,0.818,107,42,88,0.477,24,38,0.632,18,50,0.36,15,19,0.789,117
163,TOR,2023-11-15,112,,MIL,L 112-128,240,38,96,0.396,29,63,0.46,9,33,0.273,27,31,0.871,112,44,85,0.518,24,46,0.522,20,39,0.513,20,21,0.952,128
164,PHO,2023-11-15,133,,MIN,W 133-115,240,51,85,0.6,34,54,0.63,17,31,0.548,14,15,0.933,133,42,92,0.457,37,65,0.569,5,27,0.185,26,28,0.929,115
165,WAS,2023-11-15,117,,DAL,L 117-130,240,43,89,0.483,31,53,0.585,12,36,0.333,19,23,0.826,117,48,92,0.522,31,50,0.62,17,42,0.405,17,29,0.586,130
166,GSW,2023-11-16,109,,OKC,L 109-128,240,40,98,0.408,26,57,0.456,14,41,0.341,15,19,0.789,109,44,87,0.506,25,55,0.455,19,32,0.594,21,23,0.913,128
167,MIA,2023-11-16,122,,BRK,W 122-115,240,42,81,0.519,27,46,0.587,15,35,0.429,23,24,0.958,122,40,85,0.471,26,49,0.531,14,36,0.389,21,27,0.778,115
168,ATL,2023-11-17,116,,PHI,L 116-126,240,40,89,0.449,28,56,0.5,12,33,0.364,24,30,0.8,116,43,88,0.489,30,58,0.517,13,30,0.433,27,28,0.964,126
169,TOR,2023-11-17,105,,BOS,L 105-108,240,42,87,0.483,30,54,0.556,12,33,0.364,9,14,0.643,105,42,92,0.457,26,46,0.565,16,46,0.348,8,9,0.889,108
170,NOP,2023-11-17,115,,DEN,W 115-110,240,46,88,0.523,34,65,0.523,12,23,0.522,11,21,0.524,115,47,96,0.49,37,56,0.661,10,40,0.25,6,12,0.5,110
171,LAC,2023-11-17,106,,HOU,W 106-100,240,36,83,0.434,23,49,0.469,13,34,0.382,21,30,0.7,106,38,88,0.432,28,57,0.491,10,31,0.323,14,20,0.7,100
172,POR,2023-11-17,95,,LAL,L 95-107,240,36,89,0.404,26,52,0.5,10,37,0.27,13,18,0.722,95,40,81,0.494,28,52,0.538,12,29,0.414,15,22,0.682,107
173,SAS,2023-11-17,120,,SAC,L 120-129,240,43,92,0.467,28,56,0.5,15,36,0.417,19,23,0.826,120,46,85,0.541,28,43,0.651,18,42,0.429,19,24,0.792,129
174,CLE,2023-11-17,108,,DET,W 108-100,240,42,82,0.512,33,61,0.541,9,21,0.429,15,21,0.714,108,39,91,0.429,30,56,0.536,9,35,0.257,13,15,0.867,100
175,CHI,2023-11-17,97,,ORL,L 97-103,240,35,79,0.443,25,50,0.5,10,29,0.345,17,22,0.773,97,38,79,0.481,27,45,0.6,11,34,0.324,16,23,0.696,103
176,CHO,2023-11-17,99,,MIL,L 99-130,240,37,91,0.407,31,65,0.477,6,26,0.231,19,22,0.864,99,49,89,0.551,27,44,0.614,22,45,0.489,10,13,0.769,130
177,UTA,2023-11-17,128,,PHO,L 128-131,240,43,85,0.506,27,49,0.551,16,36,0.444,26,31,0.839,128,45,86,0.523,27,53,0.509,18,33,0.545,23,26,0.885,131
178,WAS,2023-11-17,99,,NYK,L 99-120,240,37,82,0.451,27,50,0.54,10,32,0.313,15,16,0.938,99,45,91,0.495,29,53,0.547,16,38,0.421,14,20,0.7,120
179,MIL,2023-11-18,132,,DAL,W 132-125,240,49,94,0.521,32,49,0.653,17,45,0.378,17,20,0.85,132,51,103,0.495,35,56,0.625,16,47,0.34,7,10,0.7,125
180,CHI,2023-11-18,102,,MIA,W 102-97,240,36,81,0.444,20,36,0.556,16,45,0.356,14,19,0.737,102,33,77,0.429,21,41,0.512,12,36,0.333,19,23,0.826,97
181,GSW,2023-11-18,123,,OKC,L 123-130 (OT),265,44,97,0.454,26,51,0.51,18,46,0.391,17,21,0.81,123,52,100,0.52,44,77,0.571,8,23,0.348,18,20,0.9,130
182,NOP,2023-11-18,120,,MIN,L 120-121,240,44,86,0.512,32,57,0.561,12,29,0.414,20,23,0.87,120,43,80,0.538,30,49,0.612,13,31,0.419,22,27,0.815,121
183,SAS,2023-11-18,108,,MEM,L 108-120,240,36,83,0.434,21,43,0.488,15,40,0.375,21,26,0.808,108,40,86,0.465,29,53,0.547,11,33,0.333,29,36,0.806,120
184,CHO,2023-11-18,108,,NYK,L 108-122,240,40,82,0.488,23,47,0.489,17,35,0.486,11,13,0.846,108,46,91,0.505,30,54,0.556,16,37,0.432,14,19,0.737,122
185,DAL,2023-11-19,113,,SAC,L 113-129,240,41,88,0.466,29,54,0.537,12,34,0.353,19,26,0.731,113,48,90,0.533,31,50,0.62,17,40,0.425,16,21,0.762,129
186,UTA,2023-11-19,137,,PHO,L 137-140 (2OT),290,48,115,0.417,33,69,0.478,15,46,0.326,26,32,0.813,137,50,102,0.49,32,57,0.561,18,45,0.4,22,26,0.846,140
187,CLE,2023-11-19,121,,DEN,W 121-109,240,45,82,0.549,34,55,0.618,11,27,0.407,20,26,0.769,121,39,82,0.476,25,53,0.472,14,29,0.483,17,23,0.739,109
188,TOR,2023-11-19,142,,DET,W 142-113,240,55,102,0.539,41,66,0.621,14,36,0.389,18,29,0.621,142,39,83,0.47,30,57,0.526,9,26,0.346,26,35,0.743,113
189,BRK,2023-11-19,99,,PHI,L 99-121,240,38,81,0.469,27,53,0.509,11,28,0.393,12,16,0.75,99,44,94,0.468,28,59,0.475,16,35,0.457,17,18,0.944,121
190,LAL,2023-11-19,105,,HOU,W 105-104,240,39,83,0.47,33,54,0.611,6,29,0.207,21,29,0.724,105,41,84,0.488,27,47,0.574,14,37,0.378,8,10,0.8,104
191,POR,2023-11-19,91,,OKC,L 91-134,240,34,85,0.4,25,51,0.49,9,34,0.265,14,21,0.667,91,49,81,0.605,27,45,0.6,22,36,0.611,14,14,1.0,134
192,MEM,2023-11-19,100,,BOS,L 100-102,240,37,95,0.389,20,51,0.392,17,44,0.386,9,10,0.9,100,35,77,0.455,23,46,0.5,12,31,0.387,20,25,0.8,102
193,IND,2023-11-19,116,,ORL,L 116-128,240,42,95,0.442,34,64,0.531,8,31,0.258,24,31,0.774,116,43,87,0.494,36,67,0.537,7,20,0.35,35,42,0.833,128
194,SAS,2023-11-20,99,,LAC,L 99-124,240,39,90,0.433,29,52,0.558,10,38,0.263,11,14,0.786,99,45,95,0.474,33,59,0.559,12,36,0.333,22,25,0.88,124
195,NOP,2023-11-20,129,,SAC,W 129-93,240,50,92,0.543,38,64,0.594,12,28,0.429,17,21,0.81,129,33,87,0.379,22,42,0.524,11,45,0.244,16,24,0.667,93
196,MIN,2023-11-20,117,,NYK,W 117-100,240,41,80,0.513,30,46,0.652,11,34,0.324,24,32,0.75,117,32,92,0.348,23,54,0.426,9,38,0.237,27,34,0.794,100
197,WAS,2023-11-20,129,,MIL,L 129-142,240,55,99,0.556,45,70,0.643,10,29,0.345,9,11,0.818,129,55,94,0.585,44,65,0.677,11,29,0.379,21,28,0.75,142
198,CHO,2023-11-20,121,,BOS,W 121-118 (OT),265,46,104,0.442,33,65,0.508,13,39,0.333,16,17,0.941,121,42,97,0.433,26,47,0.553,16,50,0.32,18,28,0.643,118
199,GSW,2023-11-20,121,,HOU,W 121-116,240,36,77,0.468,15,34,0.441,21,43,0.488,28,33,0.848,121,44,95,0.463,31,54,0.574,13,41,0.317,15,19,0.789,116
200,CHI,2023-11-20,100,,MIA,L 100-118,240,37,81,0.457,26,44,0.591,11,37,0.297,15,16,0.938,100,42,84,0.5,25,49,0.51,17,35,0.486,17,20,0.85,118
201,DET,2023-11-20,103,,DEN,L 103-107,240,36,81,0.444,29,60,0.483,7,21,0.333,24,26,0.923,103,40,87,0.46,29,59,0.492,11,28,0.393,16,21,0.762,107
202,PHI,2023-11-21,119,,CLE,L 119-122 (OT),265,40,96,0.417,29,61,0.475,11,35,0.314,28,34,0.824,119,46,94,0.489,37,69,0.536,9,25,0.36,21,25,0.84,122
203,PHO,2023-11-21,120,,POR,W 120-107,240,43,76,0.566,36,59,0.61,7,17,0.412,27,28,0.964,120,38,87,0.437,24,56,0.429,14,31,0.452,17,20,0.85,107
204,ORL,2023-11-21,126,,TOR,W 126-107,240,50,100,0.5,38,69,0.551,12,31,0.387,14,20,0.7,126,38,75,0.507,24,47,0.511,14,28,0.5,17,22,0.773,107
205,ATL,2023-11-21,152,,IND,L 152-157,240,57,95,0.6,42,64,0.656,15,31,0.484,23,28,0.821,152,57,94,0.606,35,49,0.714,22,45,0.489,21,28,0.75,157
206,LAL,2023-11-21,131,,UTA,W 131-99,240,49,86,0.57,38,57,0.667,11,29,0.379,22,27,0.815,131,38,98,0.388,27,54,0.5,11,44,0.25,12,16,0.75,99
207,POR,2023-11-22,121,,UTA,W 121-105,240,47,92,0.511,30,53,0.566,17,39,0.436,10,15,0.667,121,37,79,0.468,27,48,0.563,10,31,0.323,21,26,0.808,105
208,SAS,2023-11-22,102,,LAC,L 102-109,240,35,91,0.385,24,53,0.453,11,38,0.289,21,23,0.913,102,39,85,0.459,30,57,0.526,9,28,0.321,22,29,0.759,109
209,OKC,2023-11-22,116,,CHI,W 116-102,240,37,75,0.493,26,46,0.565,11,29,0.379,31,38,0.816,116,34,88,0.386,17,44,0.386,17,44,0.386,17,17,1.0,102
210,HOU,2023-11-22,111,,MEM,W 111-91,240,40,92,0.435,26,49,0.531,14,43,0.326,17,20,0.85,111,27,82,0.329,20,50,0.4,7,32,0.219,30,35,0.857,91
211,BOS,2023-11-22,119,,MIL,W 119-116,240,44,84,0.524,27,42,0.643,17,42,0.405,14,17,0.824,119,45,101,0.446,32,67,0.478,13,34,0.382,13,17,0.765,116
212,ORL,2023-11-22,124,,DEN,W 124-119,240,44,81,0.543,34,52,0.654,10,29,0.345,26,30,0.867,124,44,93,0.473,29,58,0.5,15,35,0.429,16,21,0.762,119
213,PHO,2023-11-22,123,,GSW,W 123-115,240,34,76,0.447,23,48,0.479,11,28,0.393,44,52,0.846,123,43,90,0.478,33,58,0.569,10,32,0.313,19,29,0.655,115
214,MIN,2023-11-22,112,,PHI,W 112-99,240,43,89,0.483,33,63,0.524,10,26,0.385,16,24,0.667,112,34,87,0.391,27,55,0.491,7,32,0.219,24,30,0.8,99
215,LAL,2023-11-22,101,,DAL,L 101-104,240,39,84,0.464,28,55,0.509,11,29,0.379,12,19,0.632,101,38,96,0.396,22,46,0.478,16,50,0.32,12,16,0.75,104
216,NOP,2023-11-22,117,,SAC,W 117-112,240,41,87,0.471,34,57,0.596,7,30,0.233,28,37,0.757,117,34,76,0.447,19,32,0.594,15,44,0.341,29,35,0.829,112
217,ATL,2023-11-22,147,,BRK,W 147-145 (OT),265,51,116,0.44,33,67,0.493,18,49,0.367,27,29,0.931,147,55,113,0.487,40,78,0.513,15,35,0.429,20,24,0.833,145
218,CHO,2023-11-22,117,,WAS,W 117-114,240,43,91,0.473,27,54,0.5,16,37,0.432,15,21,0.714,117,44,97,0.454,33,65,0.508,11,32,0.344,15,18,0.833,114
219,IND,2023-11-22,131,,TOR,L 131-132,240,50,91,0.549,32,52,0.615,18,39,0.462,13,16,0.813,131,48,90,0.533,37,63,0.587,11,27,0.407,25,30,0.833,132
220,CLE,2023-11-22,96,,MIA,L 96-129,240,36,77,0.468,22,47,0.468,14,30,0.467,10,14,0.714,96,46,88,0.523,26,53,0.491,20,35,0.571,17,21,0.81,129
221,TOR,2023-11-24,121,,CHI,W 121-108,240,44,83,0.53,31,44,0.705,13,39,0.333,20,27,0.741,121,42,82,0.512,30,55,0.545,12,27,0.444,12,19,0.632,108
222,MIL,2023-11-24,131,,WAS,W 131-128,240,48,92,0.522,39,61,0.639,9,31,0.29,26,33,0.788,131,48,100,0.48,33,63,0.524,15,37,0.405,17,21,0.81,128
223,MIN,2023-11-24,111,,SAC,L 111-124,240,36,82,0.439,24,49,0.49,12,33,0.364,27,29,0.931,111,49,100,0.49,32,65,0.492,17,35,0.486,9,11,0.818,124
224,IND,2023-11-24,136,,DET,W 136-113,240,49,102,0.48,33,64,0.516,16,38,0.421,22,24,0.917,136,43,90,0.478,36,72,0.5,7,18,0.389,20,24,0.833,113
225,GSW,2023-11-24,118,,SAS,W 118-112,240,40,81,0.494,21,39,0.538,19,42,0.452,19,24,0.792,118,45,100,0.45,33,53,0.623,12,47,0.255,10,12,0.833,112
226,HOU,2023-11-24,105,,DEN,W 105-86,240,40,82,0.488,28,53,0.528,12,29,0.414,13,15,0.867,105,32,94,0.34,25,64,0.391,7,30,0.233,15,21,0.714,86
227,ORL,2023-11-24,113,,BOS,W 113-96,240,43,85,0.506,32,57,0.561,11,28,0.393,16,22,0.727,113,31,76,0.408,24,47,0.511,7,29,0.241,27,37,0.73,96
228,NYK,2023-11-24,100,,MIA,W 100-98,240,39,81,0.481,29,52,0.558,10,29,0.345,12,18,0.667,100,34,87,0.391,24,50,0.48,10,37,0.27,20,21,0.952,98
229,LAC,2023-11-24,106,,NOP,L 106-116,240,42,92,0.457,31,55,0.564,11,37,0.297,11,17,0.647,106,43,88,0.489,33,64,0.516,10,24,0.417,20,27,0.741,116
230,MEM,2023-11-24,89,,PHO,L 89-110,240,37,80,0.463,28,47,0.596,9,33,0.273,6,10,0.6,89,39,76,0.513,28,45,0.622,11,31,0.355,21,28,0.75,110
231,OKC,2023-11-25,123,,PHI,L 123-127,240,43,98,0.439,27,55,0.491,16,43,0.372,21,26,0.808,123,38,83,0.458,24,42,0.571,14,41,0.341,37,45,0.822,127
232,LAC,2023-11-25,107,,DAL,W 107-88,240,38,88,0.432,30,59,0.508,8,29,0.276,23,31,0.742,107,34,91,0.374,25,53,0.472,9,38,0.237,11,14,0.786,88
233,WAS,2023-11-25,108,,ATL,L 108-136,240,43,88,0.489,33,50,0.66,10,38,0.263,12,12,1.0,108,52,102,0.51,34,65,0.523,18,37,0.486,14,20,0.7,136
234,BRK,2023-11-25,112,,MIA,W 112-97,240,39,78,0.5,25,42,0.595,14,36,0.389,20,23,0.87,112,38,87,0.437,27,53,0.509,11,34,0.324,10,13,0.769,97
235,CLE,2023-11-25,115,,LAL,L 115-121,240,43,91,0.473,34,63,0.54,9,28,0.321,20,23,0.87,115,47,90,0.522,38,63,0.603,9,27,0.333,18,21,0.857,121
236,UTA,2023-11-25,105,,NOP,W 105-100,240,38,87,0.437,23,44,0.523,15,43,0.349,14,17,0.824,105,39,93,0.419,28,57,0.491,11,36,0.306,11,18,0.611,100
237,BOS,2023-11-26,113,,ATL,W 113-103,240,42,95,0.442,29,48,0.604,13,47,0.277,16,20,0.8,113,36,88,0.409,17,35,0.486,19,53,0.358,12,19,0.632,103
238,ORL,2023-11-26,130,,CHO,W 130-117,240,47,87,0.54,37,60,0.617,10,27,0.37,26,33,0.788,130,44,83,0.53,31,53,0.585,13,30,0.433,16,25,0.64,117
239,BRK,2023-11-26,118,,CHI,W 118-109,240,41,83,0.494,16,30,0.533,25,53,0.472,11,15,0.733,118,40,83,0.482,28,51,0.549,12,32,0.375,17,22,0.773,109
240,NYK,2023-11-26,113,,PHO,L 113-116,240,39,86,0.453,27,57,0.474,12,29,0.414,23,32,0.719,113,42,91,0.462,26,53,0.491,16,38,0.421,16,21,0.762,116
241,DEN,2023-11-26,132,,SAS,W 132-120,240,50,89,0.562,38,61,0.623,12,28,0.429,20,25,0.8,132,42,93,0.452,28,56,0.5,14,37,0.378,22,26,0.846,120
242,MIL,2023-11-26,108,,POR,W 108-102,240,35,89,0.393,21,47,0.447,14,42,0.333,24,32,0.75,108,37,91,0.407,24,59,0.407,13,32,0.406,15,20,0.75,102
243,MEM,2023-11-26,97,,MIN,L 97-119,240,34,88,0.386,24,51,0.471,10,37,0.27,19,27,0.704,97,43,81,0.531,28,47,0.596,15,34,0.441,18,23,0.783,119
244,CLE,2023-11-26,105,,TOR,W 105-102,240,45,97,0.464,35,66,0.53,10,31,0.323,5,6,0.833,105,37,89,0.416,29,57,0.509,8,32,0.25,20,29,0.69,102
245,PHI,2023-11-27,138,,LAL,W 138-94,240,47,93,0.505,25,47,0.532,22,46,0.478,22,26,0.846,138,39,83,0.47,32,55,0.582,7,28,0.25,9,13,0.692,94
246,LAC,2023-11-27,104,,DEN,L 104-113,240,35,85,0.412,29,65,0.446,6,20,0.3,28,34,0.824,104,44,92,0.478,34,70,0.486,10,22,0.455,15,28,0.536,113
247,IND,2023-11-27,110,,POR,L 110-114,240,42,88,0.477,34,55,0.618,8,33,0.242,18,24,0.75,110,40,85,0.471,31,67,0.463,9,18,0.5,25,31,0.806,114
248,DET,2023-11-27,107,,WAS,L 107-126,240,43,102,0.422,35,64,0.547,8,38,0.211,13,19,0.684,107,45,89,0.506,35,60,0.583,10,29,0.345,26,28,0.929,126
249,UTA,2023-11-27,114,,NOP,W 114-112,240,37,88,0.42,20,40,0.5,17,48,0.354,23,28,0.821,114,44,88,0.5,37,66,0.561,7,22,0.318,17,25,0.68,112
250,SAC,2023-11-28,124,,GSW,W 124-123,240,41,91,0.451,26,47,0.553,15,44,0.341,27,42,0.643,124,40,83,0.482,23,42,0.548,17,41,0.415,26,30,0.867,123
251,MIA,2023-11-28,124,,MIL,L 124-131,240,48,94,0.511,34,64,0.531,14,30,0.467,14,21,0.667,124,47,88,0.534,34,53,0.642,13,35,0.371,24,27,0.889,131
252,BOS,2023-11-28,124,,CHI,W 124-97,240,47,90,0.522,26,41,0.634,21,49,0.429,9,12,0.75,124,39,90,0.433,30,62,0.484,9,28,0.321,10,18,0.556,97
253,CLE,2023-11-28,128,,ATL,W 128-105,240,50,93,0.538,37,57,0.649,13,36,0.361,15,17,0.882,128,35,101,0.347,22,57,0.386,13,44,0.295,22,24,0.917,105
254,DAL,2023-11-28,121,,HOU,W 121-115,240,42,89,0.472,30,55,0.545,12,34,0.353,25,29,0.862,121,42,85,0.494,34,56,0.607,8,29,0.276,23,29,0.793,115
255,BRK,2023-11-28,115,,TOR,W 115-103,240,40,89,0.449,27,51,0.529,13,38,0.342,22,26,0.846,115,39,101,0.386,26,65,0.4,13,36,0.361,12,19,0.632,103
256,NYK,2023-11-28,115,,CHO,W 115-91,240,41,88,0.466,26,50,0.52,15,38,0.395,18,20,0.9,115,37,89,0.416,24,58,0.414,13,31,0.419,4,7,0.571,91
257,MIN,2023-11-28,106,,OKC,W 106-103,240,33,78,0.423,19,45,0.422,14,33,0.424,26,32,0.813,106,37,90,0.411,26,60,0.433,11,30,0.367,18,23,0.783,103
258,TOR,2023-11-29,112,,PHO,W 112-105,240,42,93,0.452,32,66,0.485,10,27,0.37,18,21,0.857,112,38,94,0.404,31,68,0.456,7,26,0.269,22,23,0.957,105
259,SAC,2023-11-29,117,,LAC,L 117-131,240,40,86,0.465,27,45,0.6,13,41,0.317,24,28,0.857,117,50,93,0.538,36,65,0.554,14,28,0.5,17,22,0.773,131
260,ORL,2023-11-29,139,,WAS,W 139-120,240,51,84,0.607,34,57,0.596,17,27,0.63,20,24,0.833,139,41,87,0.471,30,58,0.517,11,29,0.379,27,35,0.771,120
261,DET,2023-11-29,107,,LAL,L 107-133,240,40,97,0.412,25,61,0.41,15,36,0.417,12,14,0.857,107,45,88,0.511,33,54,0.611,12,34,0.353,31,38,0.816,133
262,DEN,2023-11-29,134,,HOU,W 134-124,240,48,95,0.505,29,52,0.558,19,43,0.442,19,26,0.731,134,47,86,0.547,31,45,0.689,16,41,0.39,14,19,0.737,124
263,MEM,2023-11-29,105,,UTA,W 105-91,240,43,87,0.494,30,48,0.625,13,39,0.333,6,8,0.75,105,34,90,0.378,18,51,0.353,16,39,0.41,7,12,0.583,91
264,NOP,2023-11-29,124,,PHI,W 124-114,240,42,78,0.538,32,48,0.667,10,30,0.333,30,34,0.882,124,42,81,0.519,28,47,0.596,14,34,0.412,16,18,0.889,114
265,MIN,2023-11-30,101,,UTA,W 101-90,240,39,89,0.438,26,54,0.481,13,35,0.371,10,13,0.769,101,33,87,0.379,22,53,0.415,11,34,0.324,13,14,0.929,90
266,NYK,2023-11-30,118,,DET,W 118-112,240,41,88,0.466,25,47,0.532,16,41,0.39,20,28,0.714,118,43,81,0.531,28,46,0.609,15,35,0.429,11,17,0.647,112
267,BRK,2023-11-30,128,,CHO,L 128-129,240,52,105,0.495,38,69,0.551,14,36,0.389,10,15,0.667,128,46,91,0.505,25,55,0.455,21,36,0.583,16,16,1.0,129
268,MIA,2023-11-30,142,,IND,W 142-132,240,48,86,0.558,40,65,0.615,8,21,0.381,38,45,0.844,142,50,98,0.51,39,55,0.709,11,43,0.256,21,32,0.656,132
269,GSW,2023-11-30,120,,LAC,W 120-114,240,41,82,0.5,26,43,0.605,15,39,0.385,23,31,0.742,120,42,95,0.442,30,63,0.476,12,32,0.375,18,24,0.75,114
270,CLE,2023-11-30,95,,POR,L 95-103,240,38,89,0.427,31,57,0.544,7,32,0.219,12,12,1.0,95,39,77,0.506,25,42,0.595,14,35,0.4,11,11,1.0,103
271,OKC,2023-11-30,133,,LAL,W 133-110,240,50,94,0.532,36,52,0.692,14,42,0.333,19,22,0.864,133,36,81,0.444,25,48,0.521,11,33,0.333,27,32,0.844,110
272,CHI,2023-11-30,120,,MIL,W 120-113 (OT),265,45,98,0.459,32,61,0.525,13,37,0.351,17,22,0.773,120,44,98,0.449,28,50,0.56,16,48,0.333,9,13,0.692,113
273,SAS,2023-11-30,135,,ATL,L 135-137,240,48,89,0.539,30,48,0.625,18,41,0.439,21,23,0.913,135,49,96,0.51,35,63,0.556,14,33,0.424,25,29,0.862,137
274,PHO,2023-12-01,111,,DEN,L 111-119,240,39,84,0.464,30,57,0.526,9,27,0.333,24,26,0.923,111,50,88,0.568,38,56,0.679,12,32,0.375,7,12,0.583,119
275,TOR,2023-12-01,106,,NYK,L 106-119,240,44,100,0.44,38,68,0.559,6,32,0.188,12,17,0.706,106,45,90,0.5,29,54,0.537,16,36,0.444,13,16,0.813,119
276,ORL,2023-12-01,130,,WAS,W 130-125,240,46,89,0.517,34,58,0.586,12,31,0.387,26,33,0.788,130,45,89,0.506,32,61,0.525,13,28,0.464,22,31,0.71,125
277,NOP,2023-12-01,121,,SAS,W 121-106,240,42,85,0.494,32,54,0.593,10,31,0.323,27,29,0.931,121,38,83,0.458,22,44,0.5,16,39,0.41,14,17,0.824,106
278,DAL,2023-12-01,94,,MEM,L 94-108,240,34,92,0.37,22,53,0.415,12,39,0.308,14,21,0.667,94,44,90,0.489,33,56,0.589,11,34,0.324,9,11,0.818,108
279,BOS,2023-12-01,125,,PHI,W 125-119,240,39,77,0.506,23,44,0.523,16,33,0.485,31,36,0.861,125,43,94,0.457,27,59,0.458,16,35,0.457,17,23,0.739,119
280,CHI,2023-12-02,124,,NOP,W 124-118,240,48,88,0.545,31,48,0.646,17,40,0.425,11,15,0.733,124,41,82,0.5,33,57,0.579,8,25,0.32,28,35,0.8,118
281,PHO,2023-12-02,116,,MEM,W 116-109,240,36,83,0.434,27,57,0.474,9,26,0.346,35,43,0.814,116,39,86,0.453,30,55,0.545,9,31,0.29,22,24,0.917,109
