Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
11,Gordon Hayward,5,2017-18,NBA,BOS,1,1,5,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,1,1,0,0,0,0,1,2,0.9,-7.4,3,haywago01
12,Josh McRoberts,6,2017-18,NBA,DAL,2,0,6,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,2,0,-0.8,-21.4,0,mcrobjo01
13,Reggie Hearn,7,2017-18,NBA,DET,3,0,7,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,0,3,0.7,1.5,-5,hearnre01
14,Vince Hunter,7,2017-18,NBA,MEM,4,0,7,3,5,.600,3,5,.600,0,0,,0,0,,.600,2,1,3,0,0,1,1,0,6,1.3,9.7,6,huntevi01
15,Luis Montero,7,2017-18,NBA,DET,2,0,7,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,2,2,0,0,0,2,0,0,-1.1,-25.6,-5,montelu01
16,Jacob Pullen,7,2017-18,NBA,PHI,3,0,7,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,0,0,0,1,0,2,0.0,-12.7,0,pulleja01
17,Xavier Silas,7,2017-18,NBA,BOS,2,0,7,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,1,1,2,0,1,0,0,1,0,-0.3,-8.1,1,silasxa01
18,Scotty Hopson,8,2017-18,NBA,DAL,1,0,8,0,1,.000,0,1,.000,0,0,,1,2,.500,.266,0,0,0,1,0,0,1,0,1,-0.4,-14.0,-8,hopsosc01
19,Erik McCree,8,2017-18,NBA,UTA,4,0,8,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,0,1,0,1,0,0,-0.3,-13.7,-9,mccreer01
20,Derrick Williams,8,2017-18,NBA,LAL,2,0,8,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,0,1,1,0,0,0,0,0,2,-0.1,-16.8,-5,willide02
21,Jarell Eddie,9,2017-18,NBA,BOSCHI,3,0,9,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,1,1,0,1,0,0,0,0,0.0,-8.5,1,eddieja01
22,Ben Moore,9,2017-18,NBA,IND,2,0,9,0,0,,0,0,,0,0,,0,0,,,0,1,1,1,0,0,0,4,0,-0.3,-9.3,-15,moorebe01
23,David Stockton,9,2017-18,NBA,UTA,3,0,9,2,3,.667,0,0,,2,3,.667,4,4,1.000,1.050,0,0,0,0,0,0,1,3,10,2.2,7.9,-11,stockda01
24,Nicolás Brussino,10,2017-18,NBA,ATL,4,0,10,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,3,3,0,0,0,0,0,0,-0.1,-11.3,17,brussni01
25,Matt Williams,11,2017-18,NBA,MIA,3,0,11,2,6,.333,1,1,1.000,1,5,.200,0,0,,.417,0,1,1,0,0,0,1,1,5,0.2,-11.2,16,willima05
26,Josh Smith,12,2017-18,NBA,NOP,3,0,12,1,4,.250,1,4,.250,0,0,,0,0,,.250,3,1,4,0,0,0,0,3,2,0.3,-14.6,-10,smithjo03
27,Luol Deng,13,2017-18,NBA,LAL,1,1,13,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,0,0,1,1,0,1,0,2,1.7,-2.9,-7,denglu01
28,Tim Quarterman,13,2017-18,NBA,HOU,3,0,13,1,3,.333,1,1,1.000,0,2,.000,2,2,1.000,.515,0,3,3,1,0,0,2,1,4,0.5,-9.7,-10,quartti01
29,Devin Robinson,13,2017-18,NBA,WAS,1,0,13,1,3,.333,1,3,.333,0,0,,0,0,,.333,2,3,5,0,1,0,0,2,2,2.8,-2.1,10,robinde01
30,Kendrick Perkins,15,2017-18,NBA,CLE,1,0,15,1,2,.500,1,2,.500,0,0,,1,2,.500,.521,0,1,1,2,1,0,1,1,3,2.9,-2.2,3,perkike01
31,James Michael McAdoo,18,2017-18,NBA,PHI,3,0,18,2,7,.286,0,0,,2,7,.286,2,2,1.000,.508,0,2,2,0,0,1,1,1,8,1.3,-3.0,1,mcadoja01
32,Mangok Mathiang,19,2017-18,NBA,CHO,4,0,19,4,7,.571,4,7,.571,0,0,,0,1,.000,.538,3,7,10,0,1,0,0,5,8,1.9,-4.6,1,mathima01
33,Nate Wolters,19,2017-18,NBA,UTA,5,0,19,1,6,.167,1,6,.167,0,0,,0,0,,.167,1,1,2,1,0,0,0,1,2,-0.1,-12.8,3,woltena01
34,Xavier Munford,22,2017-18,NBA,MIL,6,0,22,1,6,.167,1,4,.250,0,2,.000,1,2,.500,.218,1,0,1,4,1,0,2,4,3,-0.1,-11.3,-12,munfoxa02
35,Chinanu Onuaku,22,2017-18,NBA,HOU,1,0,22,2,5,.400,2,5,.400,0,0,,0,0,,.400,1,3,4,1,0,0,3,4,4,-1.0,-14.7,-8,onuakch01
36,Jeremy Lin,25,2017-18,NBA,BRK,1,1,25,5,12,.417,4,10,.400,1,2,.500,7,7,1.000,.597,0,0,0,4,0,0,3,3,18,10.2,-5.4,-6,linje01
37,Monte Morris,26,2017-18,NBA,DEN,3,0,26,4,6,.667,4,5,.800,0,1,.000,2,2,1.000,.727,0,2,2,7,3,0,1,1,10,4.8,9.4,-7,morrimo01
38,Marcus Paige,27,2017-18,NBA,CHO,5,0,27,4,14,.286,2,6,.333,2,8,.250,2,2,1.000,.403,0,4,4,3,0,0,0,0,12,1.4,-8.8,8,paigema01
39,Jameel Warney,27,2017-18,NBA,DAL,3,0,27,7,12,.583,7,12,.583,0,0,,3,5,.600,.599,4,5,9,0,0,0,1,2,17,4.4,-0.2,-5,warneja01
40,Tony Bradley,29,2017-18,NBA,UTA,9,0,29,3,11,.273,3,10,.300,0,1,.000,2,2,1.000,.337,4,7,11,1,0,0,0,1,8,0.7,-7.5,1,bradlto01
41,Daniel Hamilton,29,2017-18,NBA,OKC,6,0,29,5,11,.455,3,6,.500,2,5,.400,0,0,,.545,0,5,5,8,1,0,2,2,12,1.9,2.3,-12,hamilda02
42,Ike Anigbogu,30,2017-18,NBA,IND,11,0,30,4,9,.444,4,9,.444,0,0,,5,6,.833,.558,5,4,9,0,1,3,2,1,13,1.2,1.9,-14,anigbik01
43,Markel Brown,31,2017-18,NBA,HOU,4,0,31,2,7,.286,1,2,.500,1,5,.200,0,0,,.357,1,4,5,2,0,0,2,6,5,-0.1,-10.8,-17,brownma02
44,Matt Costello,33,2017-18,NBA,SAS,4,0,33,2,4,.500,2,4,.500,0,0,,0,0,,.500,1,8,9,2,2,2,1,7,4,1.5,-0.7,15,costema01
45,Georges Niang,33,2017-18,NBA,UTA,9,0,33,4,11,.364,4,7,.571,0,4,.000,1,2,.500,.379,3,6,9,3,2,0,3,1,9,0.8,-4.0,-13,niangge01
46,Jacob Wiley,33,2017-18,NBA,BRK,5,0,33,1,4,.250,0,2,.000,1,2,.500,1,2,.500,.410,2,9,11,2,1,0,0,4,4,1.2,-2.3,13,wileyja01
47,Aaron Jackson,35,2017-18,NBA,HOU,1,0,35,3,9,.333,2,5,.400,1,4,.250,1,2,.500,.405,2,1,3,1,0,0,1,4,8,2.3,-8.9,-10,jacksaa01
48,Walt Lemon Jr.,35,2017-18,NBA,NOP,5,0,35,7,16,.438,6,15,.400,1,1,1.000,2,3,.667,.491,0,2,2,5,0,1,4,5,17,1.4,-8.2,-15,lemonwa01
49,Joel Bolomboy,37,2017-18,NBA,MIL,6,0,37,3,6,.500,3,5,.600,0,1,.000,3,6,.500,.521,6,4,10,0,2,0,2,3,9,1.5,-5.0,-13,bolomjo01
50,Charles Cooke,38,2017-18,NBA,NOP,13,0,38,2,14,.143,1,6,.167,1,8,.125,1,2,.500,.202,0,2,2,1,1,0,1,0,6,-0.2,-14.4,-9,cookech01
51,Jeff Withey,39,2017-18,NBA,DAL,10,0,39,6,16,.375,4,6,.667,2,10,.200,1,2,.500,.444,1,9,10,0,0,3,2,3,15,0.8,-5.0,21,witheje01
52,Jonathan Gibson,40,2017-18,NBA,BOS,4,0,40,14,23,.609,8,11,.727,6,12,.500,0,0,,.739,0,3,3,4,0,0,3,5,34,5.6,4.1,-1,gibsojo01
53,Joakim Noah,41,2017-18,NBA,NYK,7,0,41,5,10,.500,5,10,.500,0,0,,2,4,.500,.510,6,8,14,4,2,2,4,5,12,1.9,-0.8,-1,noahjo01
54,Adreian Payne,43,2017-18,NBA,ORL,5,0,43,7,10,.700,5,7,.714,2,3,.667,5,6,.833,.831,2,7,9,0,2,0,2,6,21,3.5,2.4,-13,paynead01
55,Vander Blue,45,2017-18,NBA,LAL,5,0,45,1,5,.200,1,3,.333,0,2,.000,1,2,.500,.255,0,1,1,3,1,0,3,2,3,-0.2,-8.4,15,blueva01
56,R.J. Hunter,45,2017-18,NBA,HOU,5,1,45,7,20,.350,4,6,.667,3,14,.214,2,2,1.000,.455,0,5,5,3,3,0,2,7,19,1.9,-3.3,1,hunterj01
57,Cole Aldrich,51,2017-18,NBA,MIN,21,0,51,5,15,.333,5,15,.333,0,0,,2,6,.333,.340,3,12,15,3,2,1,1,11,12,0.3,-7.5,-2,aldrico01
58,Marshall Plumlee,52,2017-18,NBA,MIL,8,0,52,1,3,.333,1,3,.333,0,0,,12,16,.750,.697,4,13,17,2,0,1,3,10,14,1.6,-4.5,-2,plumlma02
59,Jordan Crawford,54,2017-18,NBA,NOP,5,0,54,12,27,.444,4,13,.308,8,14,.571,1,1,1.000,.601,2,2,4,13,1,1,5,7,33,4.8,4.2,-19,crawfjo02
60,Alfonzo McKinnie,54,2017-18,NBA,TOR,14,0,54,8,15,.533,5,6,.833,3,9,.333,2,3,.667,.643,1,6,7,1,1,1,3,8,21,0.9,-3.0,-14,mckinal01
61,Kyle Singler,60,2017-18,NBA,OKC,12,0,60,7,21,.333,5,16,.313,2,5,.400,7,13,.538,.430,1,9,10,2,1,0,3,4,23,0.8,-6.7,-1,singlky01
62,James Young,61,2017-18,NBA,PHI,6,0,61,5,14,.357,2,4,.500,3,10,.300,4,6,.667,.511,0,2,2,2,0,0,1,4,17,1.3,-6.9,-26,youngja01
63,Andre Ingram,64,2017-18,NBA,LAL,2,0,64,8,17,.471,3,8,.375,5,9,.556,3,3,1.000,.655,1,5,6,7,3,3,3,3,24,11.7,4.3,20,ingraan01
64,Gian Clavell,65,2017-18,NBA,DAL,7,0,65,6,18,.333,0,3,.000,6,15,.400,2,2,1.000,.530,1,6,7,3,2,0,2,8,20,1.6,-2.2,19,clavegi01
65,London Perrantes,66,2017-18,NBA,CLE,14,0,66,2,13,.154,2,10,.200,0,3,.000,3,5,.600,.230,1,3,4,5,2,1,1,6,7,0.2,-9.2,-20,perralo01
66,Larry Drew II,69,2017-18,NBA,NOPPHI,10,0,69,7,24,.292,4,15,.267,3,9,.333,0,0,,.354,3,0,3,10,0,0,3,6,17,0.7,-8.9,-13,drewla02
67,Thomas Bryant,71,2017-18,NBA,LAL,15,0,71,8,21,.381,7,11,.636,1,10,.100,5,9,.556,.441,3,14,17,6,1,2,2,6,22,1.2,-3.3,-9,bryanth01
68,Udonis Haslem,71,2017-18,NBA,MIA,14,0,71,3,15,.200,2,7,.286,1,8,.125,1,2,.500,.252,3,7,10,5,0,2,2,3,8,0.3,-7.7,-4,hasleud01
69,Alan Williams,71,2017-18,NBA,PHO,5,0,71,7,18,.389,7,18,.389,0,0,,6,9,.667,.455,3,19,22,8,5,1,7,13,20,3.2,-5.0,1,willial03
70,D.J. Wilson,72,2017-18,NBA,MIL,22,0,72,9,16,.563,7,11,.636,2,5,.400,1,2,.500,.622,2,8,10,3,3,1,4,7,21,0.7,-2.0,-41,wilsodj01
71,Marquis Teague,73,2017-18,NBA,MEM,3,0,73,4,16,.250,3,12,.250,1,4,.250,2,5,.400,.302,1,5,6,13,4,0,3,5,11,3.5,-5.7,-24,teaguma01
72,Nick Collison,75,2017-18,NBA,OKC,15,0,75,13,19,.684,13,19,.684,0,0,,5,13,.385,.627,7,13,20,4,0,0,7,7,31,1.4,-4.2,-5,collini01
73,Omari Johnson,75,2017-18,NBA,MEM,4,0,75,9,21,.429,5,9,.556,4,12,.333,0,0,,.524,4,7,11,7,2,0,3,6,22,4.3,-4.5,10,johnsom01
74,Furkan Korkmaz,80,2017-18,NBA,PHI,14,0,80,8,28,.286,3,11,.273,5,17,.294,2,4,.500,.386,2,9,11,4,2,1,2,12,23,0.6,-7.6,-44,korkmfu01
75,Okaro White,80,2017-18,NBA,MIA,6,4,80,7,16,.438,3,5,.600,4,11,.364,2,3,.667,.577,3,8,11,2,1,1,1,6,20,2.6,-0.7,-1,whiteok01
76,Wade Baldwin,81,2017-18,NBA,POR,7,0,81,14,21,.667,10,16,.625,4,5,.800,6,10,.600,.748,1,7,8,5,2,1,4,12,38,3.9,1.9,5,baldwwa01
77,Demetrius Jackson,83,2017-18,NBA,HOUPHI,15,0,83,7,18,.389,6,11,.545,1,7,.143,1,2,.500,.424,5,7,12,9,5,1,10,7,16,0.7,-5.1,-38,jacksde01
78,Jack Cooley,87,2017-18,NBA,SAC,7,0,87,13,27,.481,13,27,.481,0,0,,14,19,.737,.566,14,16,30,6,1,0,3,13,40,5.1,-0.6,-3,cooleja01
79,Josh Gray,87,2017-18,NBA,PHO,5,0,87,11,41,.268,8,28,.286,3,13,.231,7,11,.636,.349,2,8,10,12,8,2,7,8,32,3.5,-4.2,-69,grayjo01
80,Damian Jones,89,2017-18,NBA,GSW,15,0,89,11,22,.500,11,22,.500,0,0,,3,5,.600,.517,5,9,14,2,1,3,4,14,25,1.0,-7.1,0,jonesda03
81,Chris McCullough,91,2017-18,NBA,WAS,19,0,91,18,42,.429,17,34,.500,1,8,.125,9,14,.643,.478,7,18,25,4,0,5,2,8,46,1.7,-1.8,-16,mcculch01
82,Darrun Hilliard,95,2017-18,NBA,SAS,14,0,95,5,19,.263,5,13,.385,0,6,.000,6,7,.857,.362,0,7,7,11,2,0,4,7,16,0.7,-7.9,12,hillida01
83,Brice Johnson,99,2017-18,NBA,LACMEM,18,0,99,20,42,.476,20,41,.488,0,1,.000,3,5,.600,.486,9,22,31,2,9,6,5,13,43,2.1,-0.4,-8,johnsbr02
84,Jaylen Morris,100,2017-18,NBA,ATL,6,0,100,13,32,.406,11,22,.500,2,10,.200,0,0,,.438,2,14,16,7,2,1,6,2,28,2.9,-5.4,-42,morrija01
85,Alex Poythress,103,2017-18,NBA,IND,25,0,103,11,26,.423,7,15,.467,4,11,.364,0,0,,.500,7,10,17,2,3,1,2,16,26,0.7,-5.1,-21,poythal01
86,Kadeem Allen,106,2017-18,NBA,BOS,18,1,106,6,22,.273,6,11,.545,0,11,.000,7,9,.778,.366,4,7,11,12,3,2,9,15,19,0.4,-7.7,-21,allenka01
87,Bruno Caboclo,107,2017-18,NBA,SACTOR,12,0,107,9,31,.290,6,14,.429,3,17,.176,5,6,.833,.386,7,15,22,4,3,4,4,8,26,1.5,-5.8,11,cabocbr01
88,Bobby Brown,113,2017-18,NBA,HOU,20,0,113,19,58,.328,8,18,.444,11,40,.275,1,2,.500,.425,0,7,7,11,4,0,9,6,50,1.0,-7.2,-58,brownbo02
89,Jabari Bird,115,2017-18,NBA,BOS,13,1,115,15,26,.577,12,19,.632,3,7,.429,6,13,.462,.615,6,13,19,8,3,1,8,7,39,2.4,-3.1,18,birdja01
90,Xavier Rathan-Mayes,118,2017-18,NBA,MEM,5,0,118,12,42,.286,11,28,.393,1,14,.071,4,9,.444,.315,0,5,5,18,6,3,11,18,29,1.3,-11.5,-59,rathaxa01
91,James Webb III,120,2017-18,NBA,BRK,10,0,120,6,24,.250,2,5,.400,4,19,.211,0,0,,.333,8,16,24,4,1,0,4,10,16,0.8,-8.3,-26,webbja01
92,Antonius Cleveland,122,2017-18,NBA,ATLDAL,17,0,122,8,21,.381,5,17,.294,3,4,.750,4,6,.667,.486,3,11,14,2,7,5,7,23,23,0.7,-5.2,-45,clevean01
93,Georgios Papagiannis,122,2017-18,NBA,PORSAC,17,0,122,18,42,.429,18,42,.429,0,0,,0,0,,.429,13,24,37,9,4,6,8,12,36,1.9,-4.2,-5,papagge01
94,Nigel Hayes,123,2017-18,NBA,LALSACTOR,9,0,123,11,33,.333,7,17,.412,4,16,.250,1,3,.333,.393,4,18,22,6,2,3,2,8,27,2.1,-3.7,9,hayesni01
95,Zhou Qi,123,2017-18,NBA,HOU,18,0,123,6,32,.188,4,13,.308,2,19,.105,8,12,.667,.295,6,16,22,2,2,14,10,14,22,0.4,-10.1,-67,qizh01
96,Milton Doyle,124,2017-18,NBA,BRK,10,0,124,13,47,.277,9,24,.375,4,23,.174,4,8,.500,.337,3,15,18,10,6,2,2,13,34,1.9,-6.8,-12,doylemi01
97,Malcolm Miller,128,2017-18,NBA,TOR,15,4,128,13,28,.464,5,7,.714,8,21,.381,4,4,1.000,.638,4,11,15,3,1,2,5,10,38,1.7,-1.0,7,millema01
98,Jon Leuer,136,2017-18,NBA,DET,8,0,136,15,36,.417,15,33,.455,0,3,.000,13,15,.867,.505,7,25,32,5,1,3,7,16,43,3.6,-4.6,12,leuerjo01
99,Derrick White,138,2017-18,NBA,SAS,17,0,138,16,33,.485,8,20,.400,8,13,.615,14,20,.700,.646,5,21,26,9,4,3,6,8,54,2.8,2.3,31,whitede01
100,Lorenzo Brown,139,2017-18,NBA,TOR,14,0,139,14,34,.412,12,22,.545,2,12,.167,2,2,1.000,.459,1,14,15,13,5,0,3,7,32,1.9,-2.5,46,brownlo01
101,Darrell Arthur,141,2017-18,NBA,DEN,19,1,141,22,47,.468,14,24,.583,8,23,.348,2,3,.667,.559,3,12,15,9,8,3,15,22,54,1.5,-5.3,-33,arthuda01
102,Kay Felder,141,2017-18,NBA,CHIDET,16,0,141,21,70,.300,17,51,.333,4,19,.211,11,12,.917,.379,3,15,18,20,3,1,16,11,57,1.2,-11.1,-48,feldeka01
103,Derrick Walton,148,2017-18,NBA,MIA,16,0,148,8,25,.320,1,8,.125,7,17,.412,6,6,1.000,.525,2,14,16,16,7,3,2,7,29,2.2,1.3,-30,waltode01
104,Damien Wilkins,152,2017-18,NBA,IND,19,1,152,13,39,.333,9,21,.429,4,18,.222,3,4,.750,.405,5,11,16,9,2,1,5,7,33,1.0,-6.1,27,wilkida02
105,Mirza Teletović,160,2017-18,NBA,MIL,10,0,160,25,57,.439,4,12,.333,21,45,.467,0,0,,.623,3,20,23,10,4,1,7,14,71,4.8,0.4,-33,teletmi01
106,Jake Layman,161,2017-18,NBA,POR,35,1,161,14,47,.298,10,27,.370,4,20,.200,2,3,.667,.352,4,12,16,11,6,4,5,13,34,0.5,-4.3,-21,laymaja01
107,Richard Jefferson,164,2017-18,NBA,DEN,20,0,164,12,27,.444,10,20,.500,2,7,.286,4,7,.571,.499,2,15,17,15,2,1,5,11,30,1.2,-4.3,-42,jefferi01
108,Dakari Johnson,164,2017-18,NBA,OKC,31,6,164,22,39,.564,22,39,.564,0,0,,11,20,.550,.575,16,18,34,8,6,8,3,27,55,1.7,-0.3,33,johnsda04
109,Johnathan Motley,174,2017-18,NBA,DAL,11,4,174,40,75,.533,39,69,.565,1,6,.167,15,28,.536,.550,14,35,49,7,3,2,9,18,96,6.2,-3.3,-17,motlejo01
110,John Holland,176,2017-18,NBA,CLE,24,0,176,17,59,.288,6,23,.261,11,36,.306,9,13,.692,.417,6,18,24,5,7,2,8,10,54,1.1,-5.5,-29,hollajo02
111,Julyan Stone,176,2017-18,NBA,CHO,23,0,176,6,13,.462,0,0,,6,13,.462,1,2,.500,.684,1,28,29,26,4,2,7,21,19,1.3,-1.3,38,stoneju01
112,Ömer Aşık,180,2017-18,NBA,CHINOP,18,0,180,9,22,.409,9,22,.409,0,0,,4,13,.308,.397,9,38,47,3,2,4,9,20,22,0.8,-8.0,-32,asikom01
113,Jalen Jones,180,2017-18,NBA,DALNOP,16,0,180,26,68,.382,16,42,.381,10,26,.385,12,19,.632,.485,13,25,38,4,5,1,7,22,74,2.7,-6.0,-32,jonesja04
114,Isaiah Whitehead,181,2017-18,NBA,BRK,16,0,181,40,86,.465,33,68,.485,7,18,.389,13,19,.684,.530,4,22,26,20,8,2,24,23,100,3.3,-3.8,-8,whiteis01
115,Solomon Hill,187,2017-18,NBA,NOP,12,1,187,11,41,.268,7,20,.350,4,21,.190,3,6,.500,.332,9,27,36,22,7,1,9,22,29,1.9,-4.8,-26,hillso01
116,Aaron Brooks,189,2017-18,NBA,MIN,32,1,189,28,69,.406,17,38,.447,11,31,.355,8,11,.727,.508,7,10,17,20,6,0,11,28,75,1.3,-3.8,-75,brookaa01
117,Caleb Swanigan,192,2017-18,NBA,POR,27,3,192,24,60,.400,23,52,.442,1,8,.125,12,18,.667,.449,15,39,54,14,5,3,18,37,61,1.2,-5.5,-11,swanica01
118,MarShon Brooks,193,2017-18,NBA,MEM,7,1,193,51,102,.500,32,70,.457,19,32,.594,20,23,.870,.629,8,13,21,25,11,3,16,6,141,15.8,7.1,10,brookma01
119,Quincy Pondexter,195,2017-18,NBA,CHI,23,1,195,14,49,.286,11,27,.407,3,22,.136,14,17,.824,.398,8,19,27,9,8,2,11,24,45,0.9,-7.4,-90,pondequ01
120,Brandon Jennings,208,2017-18,NBA,MIL,14,0,208,27,72,.375,18,39,.462,9,33,.273,10,10,1.000,.478,5,26,31,44,6,4,18,11,73,4.4,-3.4,-63,jennibr01
121,Andrew White,208,2017-18,NBA,ATL,15,0,208,25,73,.342,7,24,.292,18,49,.367,1,4,.250,.461,4,30,34,6,3,1,8,12,69,2.2,-5.5,-76,whitean01
122,Kawhi Leonard,211,2017-18,NBA,SAS,9,9,211,52,111,.468,41,76,.539,11,35,.314,31,38,.816,.572,6,36,42,21,18,9,16,9,146,13.4,10.1,17,leonaka01
123,Rashad Vaughn,211,2017-18,NBA,BRKMILORL,28,0,211,23,56,.411,9,19,.474,14,37,.378,4,6,.667,.546,3,18,21,13,5,3,6,15,64,1.6,-2.6,-12,vaughra01
124,Josh Magette,216,2017-18,NBA,ATL,18,0,216,15,46,.326,7,24,.292,8,22,.364,8,8,1.000,.464,2,17,19,57,8,1,9,16,46,3.3,-2.6,1,magetjo01
125,Andrew Bogut,217,2017-18,NBA,LAL,24,5,217,17,25,.680,17,25,.680,0,0,,2,2,1.000,.696,26,52,78,15,4,13,19,40,36,2.0,-2.8,-29,bogutan01
126,Ante Žižić,217,2017-18,NBA,CLE,32,2,217,49,67,.731,49,67,.731,0,0,,21,29,.724,.746,24,36,60,5,2,13,11,30,119,3.4,1.0,-39,zizican01
127,Gary Payton II,218,2017-18,NBA,LALMIL,23,6,218,30,74,.405,24,49,.490,6,25,.240,3,9,.333,.443,13,31,44,21,7,3,7,30,69,2.2,-3.9,12,paytoga02
128,Alec Peters,224,2017-18,NBA,PHO,20,0,224,28,74,.378,10,16,.625,18,58,.310,8,10,.800,.523,8,29,37,12,2,2,4,13,82,2.9,-2.8,35,peteral01
129,Marcus Georges-Hunt,226,2017-18,NBA,MIN,42,0,226,21,48,.438,17,33,.515,4,15,.267,13,21,.619,.515,7,9,16,7,6,0,3,32,59,0.8,-5.1,-34,georgma01
130,Travis Wear,229,2017-18,NBA,LAL,17,0,229,25,72,.347,8,25,.320,17,47,.362,8,8,1.000,.497,0,38,38,7,4,5,6,30,75,2.4,-3.7,12,weartr01
131,Dante Exum,234,2017-18,NBA,UTA,14,0,234,42,87,.483,37,69,.536,5,18,.278,25,31,.806,.566,4,22,26,43,8,3,20,20,114,6.4,0.1,32,exumda01
132,Aaron Harrison,235,2017-18,NBA,DAL,9,3,235,19,69,.275,10,26,.385,9,43,.209,13,17,.765,.392,4,20,24,11,9,2,3,27,60,3.4,-7.5,-72,harriaa01
133,Briante Weber,235,2017-18,NBA,HOUMEM,18,0,235,19,43,.442,15,32,.469,4,11,.364,8,10,.800,.527,8,27,35,22,18,5,15,28,50,2.8,-1.3,-106,weberbr01
134,Guerschon Yabusele,237,2017-18,NBA,BOS,33,4,237,26,61,.426,14,24,.583,12,37,.324,15,22,.682,.559,17,35,52,16,4,5,12,23,79,1.9,-1.2,-7,yabusgu01
135,Isaiah Hicks,238,2017-18,NBA,NYK,18,0,238,33,72,.458,31,63,.492,2,9,.222,12,18,.667,.501,10,31,41,16,2,4,16,45,80,2.2,-7.6,-45,hicksis01
136,Davon Reed,242,2017-18,NBA,PHO,21,1,242,22,76,.289,11,38,.289,11,38,.289,8,12,.667,.388,2,37,39,13,10,2,10,17,63,1.6,-6.4,-75,reedda01
137,Derrick Jones Jr.,247,2017-18,NBA,MIAPHO,20,8,247,21,53,.396,18,35,.514,3,18,.167,16,24,.667,.480,21,17,38,9,4,13,7,24,61,2.6,-2.7,-35,jonesde02
138,Markelle Fultz,252,2017-18,NBA,PHI,14,0,252,45,111,.405,45,110,.409,0,1,.000,10,21,.476,.416,11,32,43,53,12,4,17,22,100,5.7,-2.6,20,fultzma01
139,Meyers Leonard,253,2017-18,NBA,POR,33,2,253,46,78,.590,35,52,.673,11,26,.423,9,11,.818,.676,12,58,70,17,7,0,10,36,112,2.9,2.0,-35,leoname01
140,Tony Allen,271,2017-18,NBA,NOP,22,0,271,44,91,.484,40,79,.506,4,12,.333,11,21,.524,.514,20,27,47,9,11,3,19,49,103,2.5,-5.5,-15,allento01
141,Jamil Wilson,274,2017-18,NBA,LAC,15,10,274,38,81,.469,11,18,.611,27,63,.429,2,4,.500,.634,3,29,32,10,5,8,8,34,105,4.6,0.2,1,wilsoja02
