Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
471,Bilal Coulibaly,1948,2024-25,NBA,WAS,59,59,1948,263,624,.421,200,400,.500,63,224,.281,138,185,.746,.515,91,203,294,199,78,41,125,139,727,9.6,-3.7,-587,coulibi01
472,Keon Ellis,1948,2024-25,NBA,SAC,80,28,1948,227,464,.489,88,143,.615,139,321,.433,73,86,.849,.664,60,152,212,120,121,63,71,176,666,7.8,1.9,64,elliske01
473,Norman Powell,1959,2024-25,NBA,LAC,60,60,1959,457,945,.484,278,517,.538,179,428,.418,213,265,.804,.615,21,169,190,125,73,9,108,114,1306,14.8,1.5,352,powelno01
474,Yves Missi,1960,2024-25,NBA,NOP,73,67,1960,269,492,.547,269,491,.548,0,1,.000,127,204,.623,.572,255,346,601,99,37,98,82,145,665,9.8,-3.0,-514,missiyv01
475,Tyrese Maxey,1963,2024-25,NBA,PHI,52,52,1963,477,1091,.437,316,613,.515,161,478,.337,254,289,.879,.562,15,159,174,317,91,21,124,116,1369,19.2,2.0,-124,maxeyty01
476,Klay Thompson,1972,2024-25,NBA,DAL,72,72,1972,361,877,.412,145,324,.448,216,553,.391,67,74,.905,.552,44,202,246,145,50,30,88,81,1005,9.4,-1.0,-79,thompkl01
477,Draymond Green,1981,2024-25,NBA,GSW,68,66,1981,216,509,.424,136,263,.517,80,246,.325,101,147,.687,.534,74,340,414,383,99,70,174,219,613,9.3,0.5,275,greendr01
478,Devin Vassell,1985,2024-25,NBA,SAS,64,53,1985,394,889,.443,236,460,.513,158,429,.368,95,120,.792,.553,34,221,255,183,84,33,88,108,1041,11.9,-1.1,-262,vassede01
479,Jordan Poole,2004,2024-25,NBA,WAS,68,68,2004,457,1057,.432,222,435,.510,235,622,.378,242,274,.883,.591,31,172,203,303,86,27,204,201,1391,13.6,0.4,-558,poolejo01
480,Quentin Grimes,2015,2024-25,NBA,DALPHI,75,37,2015,384,823,.467,222,402,.552,162,421,.385,162,214,.757,.595,59,265,324,228,74,22,141,138,1092,11.0,0.4,-259,grimequ01
481,Franz Wagner,2024,2024-25,NBA,ORL,60,60,2024,537,1161,.463,433,809,.535,104,352,.295,271,311,.871,.558,56,286,342,284,75,21,138,147,1449,17.5,3.1,248,wagnefr01
482,Davion Mitchell,2027,2024-25,NBA,MIATOR,74,37,2027,223,476,.468,139,265,.525,84,211,.398,58,84,.690,.573,35,132,167,363,72,16,128,185,588,7.2,-2.6,-3,mitchda01
483,Miles Bridges,2029,2024-25,NBA,CHO,64,64,2029,469,1089,.431,328,639,.513,141,450,.313,221,254,.870,.541,72,409,481,248,44,45,136,93,1300,15.0,1.8,-259,bridgmi02
484,Jalen Wilson,2032,2024-25,NBA,BRK,79,22,2032,246,620,.397,124,258,.481,122,362,.337,135,165,.818,.541,75,195,270,145,40,5,79,164,749,6.5,-3.9,-262,wilsoja03
485,Jalen Duren,2037,2024-25,NBA,DET,78,78,2037,378,546,.692,378,546,.692,0,0,,162,242,.669,.703,277,530,807,209,54,89,136,251,918,13.3,3.1,36,durenja01
486,Jaylen Wells,2045,2024-25,NBA,MEM,79,74,2045,287,676,.425,149,284,.525,138,392,.352,111,135,.822,.560,87,181,268,135,44,8,69,146,823,7.4,-2.2,187,wellsja01
487,Malik Monk,2054,2024-25,NBA,SAC,65,45,2054,412,939,.439,273,511,.534,139,428,.325,154,178,.865,.549,30,215,245,362,61,38,159,158,1117,12.6,-0.8,116,monkma01
488,Onyeka Okongwu,2060,2024-25,NBA,ATL,74,40,2060,388,684,.567,340,536,.634,48,148,.324,164,216,.759,.634,220,440,660,168,69,68,90,193,988,13.5,1.3,40,okongon01
489,Nickeil Alexander-Walker,2074,2024-25,NBA,MIN,82,10,2074,270,616,.438,129,246,.524,141,370,.381,92,118,.780,.579,54,211,265,223,50,34,99,139,773,7.5,-0.4,270,alexani01
490,Luguentz Dort,2077,2024-25,NBA,OKC,71,71,2077,258,593,.435,88,180,.489,170,413,.412,33,46,.717,.586,89,204,293,115,79,39,51,208,719,8.1,0.2,549,dortlu01
491,Kelly Oubre Jr.,2084,2024-25,NBA,PHI,60,57,2084,348,741,.470,277,499,.555,71,242,.293,139,185,.751,.551,97,271,368,108,92,30,80,180,906,11.6,-2.3,-258,oubreke01
492,Damian Lillard,2094,2024-25,NBA,MIL,58,58,2094,444,992,.448,247,468,.528,197,524,.376,362,393,.921,.621,29,243,272,410,70,10,162,97,1447,20.2,4.0,53,lillada01
493,Russell Westbrook,2094,2024-25,NBA,DEN,75,36,2094,373,831,.449,279,540,.517,94,291,.323,154,233,.661,.532,102,268,370,457,106,37,242,188,994,10.9,-1.1,-24,westbru01
494,Keyonte George,2106,2024-25,NBA,UTA,67,35,2106,359,919,.391,185,412,.449,174,507,.343,233,285,.818,.539,26,227,253,377,46,9,183,111,1125,11.6,-2.7,-512,georgke01
495,Dennis Schröder,2108,2024-25,NBA,BRKDETGSW,75,49,2108,336,827,.406,209,456,.458,127,371,.342,181,216,.838,.531,27,171,198,404,66,12,142,180,980,9.8,-2.2,-72,schrode01
496,Fred VanVleet,2113,2024-25,NBA,HOU,60,60,2113,287,759,.378,128,298,.430,159,461,.345,111,137,.810,.515,32,189,221,333,94,25,87,140,844,11.6,0.9,264,vanvlfr01
497,Josh Giddey,2116,2024-25,NBA,CHI,70,69,2116,371,798,.465,266,520,.512,105,278,.378,175,224,.781,.570,127,439,566,503,84,45,202,122,1022,14.7,3.0,-68,giddejo01
498,Max Christie,2125,2024-25,NBA,DALLAL,78,36,2125,252,590,.427,137,276,.496,115,314,.366,130,152,.855,.570,38,220,258,146,64,31,88,115,749,7.4,-2.5,-83,chrisma02
499,Spencer Dinwiddie,2133,2024-25,NBA,DAL,79,30,2133,284,682,.416,175,356,.492,109,326,.334,195,243,.802,.553,18,191,209,349,70,17,102,121,872,9.3,-1.6,-222,dinwisp01
500,Scottie Barnes,2136,2024-25,NBA,TOR,65,65,2136,474,1063,.446,398,783,.508,76,280,.271,228,302,.755,.523,109,393,502,378,93,63,185,113,1252,15.9,2.4,-130,barnesc01
501,Bennedict Mathurin,2150,2024-25,NBA,IND,72,49,2150,391,853,.458,293,565,.519,98,288,.340,276,332,.831,.579,87,296,383,136,47,24,135,162,1156,11.1,-2.9,94,mathube01
502,Tim Hardaway Jr.,2153,2024-25,NBA,DET,77,77,2153,276,680,.406,108,223,.484,168,457,.368,124,145,.855,.567,18,165,183,123,38,7,48,96,844,7.5,-2.1,25,hardati02
503,Jaylen Brown,2160,2024-25,NBA,BOS,63,63,2160,518,1118,.463,402,760,.529,116,358,.324,246,322,.764,.555,82,286,368,286,73,19,162,154,1398,15.8,0.0,402,brownja02
504,Deni Avdija,2162,2024-25,NBA,POR,72,54,2162,402,844,.476,277,502,.552,125,342,.365,290,372,.780,.605,110,412,522,281,71,35,196,171,1219,13.7,2.1,-78,avdijde01
505,Stephon Castle,2162,2024-25,NBA,SAS,81,47,2162,423,988,.428,328,655,.501,95,333,.285,249,344,.724,.522,89,208,297,332,74,22,177,164,1190,10.3,-3.2,-239,castlst01
506,Taurean Prince,2169,2024-25,NBA,MIL,80,73,2169,235,514,.457,88,179,.492,147,335,.439,39,48,.813,.613,34,253,287,155,76,15,82,165,656,6.7,-1.7,-22,princta02
507,Evan Mobley,2170,2024-25,NBA,CLE,71,71,2170,505,906,.557,420,676,.621,85,230,.370,221,305,.725,.633,164,495,659,226,61,113,145,141,1316,17.0,4.6,546,mobleev01
508,Tyus Jones,2173,2024-25,NBA,PHO,81,58,2173,306,683,.448,140,282,.496,166,401,.414,51,57,.895,.585,40,156,196,429,69,8,91,63,829,9.9,0.1,-92,jonesty01
509,Myles Turner,2174,2024-25,NBA,IND,72,72,2174,390,811,.481,234,417,.561,156,394,.396,184,238,.773,.612,90,381,471,111,54,144,123,183,1120,12.5,0.4,202,turnemy01
510,Desmond Bane,2203,2024-25,NBA,MEM,69,68,2203,493,1018,.484,329,600,.548,164,418,.392,177,198,.894,.600,62,356,418,369,80,28,169,164,1327,15.6,3.2,143,banede01
511,Jaren Jackson Jr.,2204,2024-25,NBA,MEM,74,74,2204,592,1213,.488,446,824,.541,146,389,.375,311,398,.781,.591,91,326,417,148,92,113,153,257,1641,15.9,2.3,330,jacksja02
512,Naz Reid,2205,2024-25,NBA,MIN,80,17,2205,426,923,.462,251,461,.544,175,462,.379,111,143,.776,.577,92,388,480,181,58,72,108,189,1138,11.0,1.6,342,reidna01
513,Amen Thompson,2225,2024-25,NBA,HOU,69,42,2225,388,697,.557,363,606,.599,25,91,.275,169,247,.684,.602,192,372,564,265,97,89,138,167,970,14.4,4.1,268,thompam01
514,Julius Randle,2227,2024-25,NBA,MIN,69,69,2227,455,939,.485,347,625,.555,108,314,.344,270,335,.806,.593,144,343,487,323,47,16,196,175,1288,14.6,1.3,166,randlju01
515,Harrison Barnes,2230,2024-25,NBA,SAS,82,82,2230,347,683,.508,191,323,.591,156,360,.433,161,199,.809,.656,97,213,310,136,39,14,50,75,1011,10.4,0.0,-25,barneha02
516,Donovan Mitchell,2230,2024-25,NBA,CLE,71,71,2230,585,1320,.443,352,687,.512,233,633,.368,298,362,.823,.575,57,265,322,354,95,17,149,140,1701,17.7,3.7,522,mitchdo01
517,Jalen Williams,2238,2024-25,NBA,OKC,69,69,2238,565,1168,.484,441,828,.533,124,340,.365,236,299,.789,.573,59,310,369,354,111,46,150,158,1490,17.2,4.0,456,willija06
518,De'Aaron Fox,2242,2024-25,NBA,SACSAS,62,62,2242,539,1163,.463,421,782,.538,118,381,.310,263,318,.827,.560,54,244,298,392,91,25,174,164,1459,17.6,0.4,-69,foxde01
519,Stephen Curry,2249,2024-25,NBA,GSW,70,70,2249,564,1258,.448,253,474,.534,311,784,.397,279,299,.933,.618,40,270,310,421,80,30,200,95,1718,18.9,6.3,299,curryst01
520,Shaedon Sharpe,2249,2024-25,NBA,POR,72,52,2249,499,1104,.452,352,632,.557,147,472,.311,190,242,.785,.551,68,256,324,198,62,16,150,120,1335,12.2,-1.3,-138,sharpsh01
521,Kevin Durant,2268,2024-25,NBA,PHO,62,62,2268,592,1124,.527,432,752,.574,160,372,.430,303,361,.839,.642,23,351,374,263,50,77,190,104,1647,20.2,3.2,-39,duranke01
522,Payton Pritchard,2275,2024-25,NBA,BOS,80,3,2275,409,866,.472,154,240,.642,255,626,.407,71,84,.845,.633,102,205,307,279,70,14,83,118,1144,12.2,3.5,430,pritcpa01
523,Nikola Vučević,2275,2024-25,NBA,CHI,73,72,2275,550,1038,.530,421,717,.587,129,321,.402,120,149,.805,.611,178,557,735,256,61,52,119,163,1349,16.6,2.6,-98,vucevni01
524,Kentavious Caldwell-Pope,2278,2024-25,NBA,ORL,77,77,2278,239,544,.439,126,214,.589,113,330,.342,82,95,.863,.574,33,136,169,136,99,34,62,136,673,7.1,-1.4,10,caldwke01
525,Malik Beasley,2285,2024-25,NBA,DET,82,18,2285,461,1071,.430,142,305,.466,319,766,.416,95,140,.679,.590,47,167,214,139,73,5,83,125,1336,10.7,0.8,175,beaslma01
526,Anfernee Simons,2290,2024-25,NBA,POR,70,70,2290,479,1125,.426,264,532,.496,215,593,.363,175,194,.902,.557,25,164,189,337,60,5,143,117,1348,13.2,-0.1,-220,simonan01
527,Giannis Antetokounmpo,2291,2024-25,NBA,MIL,67,67,2291,793,1319,.601,779,1256,.620,14,63,.222,436,707,.617,.625,147,651,798,433,58,78,206,155,2036,26.4,9.5,334,antetgi01
528,Chris Paul,2292,2024-25,NBA,SAS,82,82,2292,249,583,.427,109,212,.514,140,371,.377,85,92,.924,.580,33,263,296,605,103,22,129,151,723,10.6,0.8,4,paulch01
529,Jarrett Allen,2295,2024-25,NBA,CLE,82,82,2295,452,640,.706,452,635,.712,0,5,.000,199,277,.718,.724,216,582,798,158,77,73,97,127,1103,14.9,4.2,514,allenja01
530,Darius Garland,2300,2024-25,NBA,CLE,75,75,2300,554,1174,.472,342,645,.530,212,529,.401,224,255,.878,.600,47,167,214,506,91,11,189,143,1544,16.3,3.1,499,garlada01
531,Jalen Brunson,2301,2024-25,NBA,NYK,65,65,2301,585,1200,.488,433,803,.539,152,397,.383,368,448,.821,.605,27,160,187,475,60,8,164,138,1690,20.0,3.3,146,brunsja01
532,Tobias Harris,2307,2024-25,NBA,DET,73,73,2307,384,805,.477,293,541,.542,91,264,.345,143,166,.861,.571,65,367,432,162,74,57,85,138,1002,11.3,0.1,187,harrito02
533,Dillon Brooks,2388,2024-25,NBA,HOU,75,75,2388,384,895,.429,198,426,.465,186,469,.397,99,121,.818,.555,75,200,275,128,60,16,76,242,1053,9.0,-1.4,207,brookdi01
534,Rudy Gobert,2392,2024-25,NBA,MIN,72,72,2392,341,510,.669,341,510,.669,0,0,,184,273,.674,.687,265,520,785,127,56,104,89,182,866,14.0,1.9,327,goberru01
535,Alperen Şengün,2399,2024-25,NBA,HOU,76,76,2399,567,1143,.496,546,1053,.519,21,90,.233,296,428,.692,.545,262,524,786,372,84,61,194,209,1451,16.8,4.4,410,sengual01
536,Jamal Murray,2421,2024-25,NBA,DEN,67,67,2421,531,1121,.474,375,724,.518,156,397,.393,218,246,.886,.584,45,216,261,403,91,33,138,128,1436,17.3,0.8,331,murraja01
537,Domantas Sabonis,2428,2024-25,NBA,SAC,70,70,2428,527,893,.590,462,737,.627,65,156,.417,218,289,.754,.655,267,705,972,423,48,26,202,229,1337,19.4,5.2,145,sabondo01
538,LeBron James,2447,2024-25,NBA,LAL,70,70,2447,651,1270,.513,502,874,.574,149,396,.376,259,331,.782,.604,72,474,546,575,70,39,260,99,1710,20.6,5.6,-54,jamesle01
539,Coby White,2449,2024-25,NBA,CHI,74,73,2449,508,1121,.453,292,537,.544,216,584,.370,277,307,.902,.601,25,248,273,330,69,16,177,154,1509,14.6,-0.9,-141,whiteco01
540,Cade Cunningham,2452,2024-25,NBA,DET,70,70,2452,684,1457,.469,535,1039,.515,149,418,.356,313,370,.846,.565,56,369,425,638,71,53,309,195,1830,19.7,3.9,175,cunnica01
541,Tyrese Haliburton,2453,2024-25,NBA,IND,73,73,2453,476,1006,.473,258,444,.581,218,562,.388,189,222,.851,.616,42,216,258,673,105,49,120,92,1359,18.9,5.8,222,halibty01
542,Bub Carrington,2456,2024-25,NBA,WAS,82,57,2456,300,748,.401,162,341,.475,138,407,.339,69,85,.812,.514,33,308,341,364,54,21,141,190,807,7.5,-4.6,-798,carrica01
543,Karl-Anthony Towns,2519,2024-25,NBA,NYK,72,72,2519,639,1215,.526,497,877,.567,142,338,.420,339,409,.829,.630,212,708,920,222,71,50,192,249,1759,20.4,3.6,378,townska01
544,Brook Lopez,2546,2024-25,NBA,MIL,80,80,2546,394,774,.509,255,401,.636,139,373,.373,114,138,.826,.624,113,288,401,143,50,148,84,171,1041,11.4,0.8,134,lopezbr01
545,Toumani Camara,2550,2024-25,NBA,POR,78,78,2550,328,716,.458,193,356,.542,135,360,.375,91,126,.722,.572,173,277,450,175,116,50,109,230,882,9.9,-0.1,-114,camarto01
546,Austin Reaves,2551,2024-25,NBA,LAL,73,73,2551,477,1037,.460,277,506,.547,200,531,.377,321,366,.877,.616,61,268,329,421,81,22,177,151,1475,16.4,1.9,195,reaveau01
547,Pascal Siakam,2553,2024-25,NBA,IND,78,78,2553,613,1182,.519,487,858,.568,126,324,.389,226,308,.734,.599,133,407,540,263,70,42,109,189,1578,16.4,1.7,312,siakapa01
548,Derrick White,2571,2024-25,NBA,BOS,76,76,2571,424,959,.442,159,268,.593,265,691,.384,135,161,.839,.606,67,274,341,361,72,80,131,138,1248,13.9,3.5,540,whitede01
549,Dyson Daniels,2573,2024-25,NBA,ATL,76,76,2573,455,923,.493,375,688,.545,80,235,.340,83,140,.593,.545,124,325,449,333,229,55,155,175,1073,13.8,1.5,-65,daniedy01
550,Nikola Jokić,2575,2024-25,NBA,DEN,70,70,2575,786,1364,.576,648,1033,.627,138,331,.417,361,451,.800,.663,200,692,892,716,127,45,230,160,2071,30.1,13.3,594,jokicni01
551,Michael Porter Jr.,2595,2024-25,NBA,DEN,77,77,2595,528,1048,.504,335,559,.599,193,489,.395,149,194,.768,.617,138,402,540,165,50,38,104,157,1398,14.3,-0.1,265,portemi01
552,Shai Gilgeous-Alexander,2597,2024-25,NBA,OKC,76,76,2597,860,1656,.519,697,1221,.571,163,435,.375,601,669,.898,.637,67,312,379,486,131,77,183,164,2484,27.1,11.5,918,gilgesh01
553,Keegan Murray,2606,2024-25,NBA,SAC,76,76,2606,364,820,.444,210,371,.566,154,449,.343,60,72,.833,.553,146,361,507,109,61,69,60,186,942,10.1,-1.6,46,murrake02
554,Zach LaVine,2610,2024-25,NBA,CHISAC,74,74,2610,625,1223,.511,386,687,.562,239,536,.446,235,285,.825,.639,22,293,315,310,58,12,208,121,1724,16.6,0.7,-70,lavinza01
555,Jaden McDaniels,2620,2024-25,NBA,MIN,82,82,2620,398,834,.477,298,531,.561,100,303,.330,104,128,.813,.562,129,341,470,163,110,74,95,225,1000,10.4,0.0,172,mcdanja02
556,Jayson Tatum,2623,2024-25,NBA,BOS,72,72,2623,662,1465,.452,412,737,.559,250,728,.343,358,440,.814,.582,48,575,623,431,76,38,209,157,1932,20.5,5.2,534,tatumja01
557,Ivica Zubac,2625,2024-25,NBA,LAC,80,80,2625,592,942,.628,592,942,.628,0,0,,156,236,.661,.641,300,710,1010,214,55,90,127,168,1340,17.3,3.1,514,zubaciv01
558,Christian Braun,2676,2024-25,NBA,DEN,79,77,2676,476,821,.580,387,597,.648,89,224,.397,177,214,.827,.665,98,312,410,205,85,37,81,170,1218,13.8,0.3,480,braunch01
559,Bam Adebayo,2679,2024-25,NBA,MIA,78,78,2679,540,1113,.485,461,892,.517,79,221,.357,251,328,.765,.561,185,564,749,337,98,53,161,162,1410,16.2,2.0,27,adebaba01
560,Jalen Green,2698,2024-25,NBA,HOU,82,82,2698,608,1437,.423,374,776,.482,234,661,.354,273,336,.813,.544,45,332,377,282,71,27,203,127,1723,13.4,0.5,166,greenja05
561,OG Anunoby,2706,2024-25,NBA,NYK,74,74,2706,489,1027,.476,318,567,.561,171,460,.372,183,226,.810,.591,97,261,358,164,110,65,102,172,1332,14.0,0.7,301,anunoog01
562,Tyler Herro,2726,2024-25,NBA,MIA,77,77,2726,651,1378,.472,400,708,.565,251,670,.375,287,327,.878,.605,35,364,399,424,69,17,198,85,1840,18.2,3.1,99,herroty01
563,Trae Young,2738,2024-25,NBA,ATL,76,76,2738,566,1376,.411,348,734,.474,218,642,.340,491,561,.875,.567,36,200,236,880,91,12,355,145,1841,19.3,0.5,34,youngtr01
564,DeMar DeRozan,2768,2024-25,NBA,SAC,77,77,2768,624,1308,.477,540,1052,.513,84,256,.328,378,441,.857,.569,50,248,298,342,62,32,105,150,1710,16.7,-0.1,110,derozde01
565,James Harden,2790,2024-25,NBA,LAC,79,79,2790,531,1295,.410,296,627,.472,235,668,.352,505,578,.874,.582,55,401,456,687,118,55,341,162,1802,18.6,4.3,344,hardeja01
566,Devin Booker,2795,2024-25,NBA,PHO,75,75,2795,654,1420,.461,471,869,.542,183,551,.332,432,483,.894,.589,76,229,305,529,67,16,220,198,1923,19.2,0.4,-175,bookede01
567,Anthony Edwards,2868,2024-25,NBA,MIN,79,79,2868,721,1612,.447,401,801,.501,320,811,.395,415,496,.837,.595,61,389,450,359,91,51,249,150,2177,19.4,4.3,291,edwaran01
568,Josh Hart,2896,2024-25,NBA,NYK,77,77,2896,404,770,.525,320,518,.618,84,252,.333,159,205,.776,.611,161,576,737,453,119,27,158,201,1051,15.0,2.8,203,hartjo01
569,Mikal Bridges,3040,2024-25,NBA,NYK,82,82,3040,592,1183,.500,428,720,.594,164,463,.354,96,118,.814,.585,71,188,259,306,75,43,132,127,1444,13.3,-0.5,334,bridgmi01
