Rk,Player,MP,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP.1,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Cole Aldrich,0,2015-10-28,26-362,LAC,@,SAC,W 111-104,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.1,0,C,aldrico01
2,James Anderson,0,2016-01-21,26-302,SAC,,ATL,W 91-88,,0,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,25.6,0,G-F,anderja01
3,Luke Babbitt,0,2016-01-25,26-219,NOP,,HOU,L 111-112,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.7,0,F,babbilu01
4,DeJuan Blair,0,2016-01-16,26-269,WAS,,BOS,L 117-119,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.9,0,F-C,blairde01
5,Matt Bonner,0,2015-12-09,35-248,SAS,@,TOR,L 94-97,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,1,0,0,0,0,1.0,247.8,3,F,bonnema01
6,Matt Bonner,0,2015-11-21,35-230,SAS,,MEM,W 92-82,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.5,0,F,bonnema01
7,Matt Bonner,0,2015-11-14,35-223,SAS,,PHI,W 92-83,,0,0,0,,0,0,,0,0,,1,2,.500,.568,0,0,0,0,0,0,0,0,1,0.6,32.1,1,F,bonnema01
8,Matt Bonner,0,2015-12-26,35-265,SAS,,DEN,W 101-86,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.3,-2,F,bonnema01
9,Markel Brown,0,2015-12-01,23-306,BRK,,PHO,W 94-91,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.7,0,G,brownma02
10,Coty Clarke,0,2016-03-16,23-256,BOS,,OKC,L 109-130,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,-1.0,-1000.0,0,F,clarkco01
11,Pat Connaughton,0,2016-04-06,23-091,POR,,OKC,W 120-115,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.4,-3,G,connapa01
12,Pat Connaughton,0,2016-03-24,23-078,POR,@,LAC,L 94-96,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.7,0,G,connapa01
13,Chris Copeland,0,2015-11-02,31-230,MIL,@,BRK,W 103-96,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.7,0,F,copelch01
14,Bryce Cotton,0,2016-04-08,23-241,MEM,@,DAL,L 93-103,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.1,0,G,cottobr01
15,Bryce Cotton,0,2016-04-05,23-238,MEM,,CHI,W 108-92,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.2,-2,G,cottobr01
16,Jared Cunningham,0,2016-01-06,24-229,CLE,@,WAS,W 121-115,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.7,0,G,cunnija01
17,Jared Cunningham,0,2015-12-15,24-207,CLE,@,BOS,W 89-77,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.7,-2,G,cunnija01
18,Jared Cunningham,0,2016-01-14,24-237,CLE,@,SAS,L 95-99,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-1.3,0,G,cunnija01
19,Jared Cunningham,0,2015-11-27,24-189,CLE,@,CHO,W 95-90,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-2.0,0,G,cunnija01
20,Sam Dekker,0,2015-11-06,21-184,HOU,@,SAC,W 116-110,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.8,-3,F,dekkesa01
21,Cleanthony Early,0,2015-12-29,24-256,NYK,,DET,W 108-96,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.6,-2,F,earlycl01
22,Cleanthony Early,0,2015-12-27,24-254,NYK,@,BOS,L 91-100,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.6,0,F,earlycl01
23,Cleanthony Early,0,2016-03-20,24-338,NYK,,SAC,L 80-88,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.6,0,F,earlycl01
24,Jarell Eddie,0,2016-03-12,24-134,WAS,@,DEN,L 100-116,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.4,2,G-F,eddieja01
25,James Ennis III,0,2016-01-08,25-191,MEM,,DEN,W 91-84,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.1,0,F,ennisja01
26,Jeremy Evans,0,2015-12-09,28-046,DAL,,ATL,L 95-98,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.3,0,F,evansje01
27,Jeremy Evans,0,2015-11-20,28-027,DAL,,UTA,W 102-93,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.9,-3,F,evansje01
28,Jeremy Evans,0,2015-12-23,28-060,DAL,@,BRK,W 119-118 (OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.7,0,F,evansje01
29,Tim Frazier,0,2015-12-20,25-049,POR,@,MIA,L 109-116,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.3,-2,G,fraziti01
30,Tim Frazier,0,2015-12-05,25-034,POR,@,MIN,W 109-103,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.5,-2,G,fraziti01
31,Tim Frazier,0,2015-11-20,25-019,POR,,LAC,W 102-91,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.3,0,G,fraziti01
32,Alonzo Gee,0,2016-01-08,28-224,NOP,,IND,L 86-91,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.9,-2,G,geeal01
33,Jerian Grant,0,2016-02-04,23-118,NYK,@,DET,L 105-111,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.1,-2,G,grantje02
