Rk,Player,MP,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP.1,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Deng Adel,0,2019-02-13,22-012,CLE,,BRK,L 139-148 (3OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.5,0,F,adelde01
2,Grayson Allen,0,2018-12-09,23-062,UTA,@,SAS,L 97-110,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.3,0,G,allengr01
3,Justin Anderson,0,2019-02-25,25-098,ATL,@,HOU,L 111-119,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.2,0,G,anderju01
4,Justin Anderson,0,2019-02-09,25-082,ATL,,CHO,L 120-129,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.8,2,G,anderju01
5,Dwayne Bacon,0,2018-11-11,23-073,CHO,@,DET,W 113-103,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.5,0,G,bacondw01
6,Jordan Bell,0,2018-11-17,23-314,GSW,@,DAL,L 109-112,,0,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,1,0,-0.1,-43.0,0,F,belljo01
7,Antonio Blakeney,0,2019-03-05,22-152,CHI,@,IND,L 96-105,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.4,0,G,blakean01
8,Isaac Bonga,0,2019-03-22,19-134,LAL,,BRK,L 106-111,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.2,-1,G,bongais01
9,Mikal Bridges,0,2018-10-17,22-048,PHO,,DAL,W 121-100,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.4,,F-G,bridgmi01
10,Ryan Broekhoff,0,2019-01-27,28-157,DAL,,TOR,L 120-123,,0,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,0,0,1,0,0,0,0,3,3.4,517.4,3,F,broekry01
11,Ryan Broekhoff,0,2018-10-28,28-066,DAL,,UTA,L 104-113,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.0,,F,broekry01
12,Lorenzo Brown,0,2018-11-27,28-093,TOR,@,MEM,W 122-114,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.2,-2,G,brownlo01
13,Sterling Brown,0,2018-10-17,23-249,MIL,@,CHO,W 113-112,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.2,-2,G,brownst02
14,Troy Brown Jr.,0,2018-12-26,19-151,WAS,@,DET,L 95-106,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,0,0,0,0.7,76.4,2,G-F,browntr01
15,Deonte Burton,0,2019-03-29,25-057,OKC,,DEN,L 105-115,,0,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-110.3,0,G,burtode02
16,José Calderón,0,2018-11-23,37-056,DET,,HOU,W 116-111 (OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.5,,G,caldejo01
17,José Calderón,0,2018-11-21,37-054,DET,@,HOU,L 124-126,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.0,3,G,caldejo01
18,José Calderón,0,2019-02-11,37-136,DET,,WAS,W 121-112,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.3,1,G,caldejo01
19,Quinn Cook,0,2018-12-10,25-262,GSW,,MIN,W 116-108,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.7,0,G,cookqu01
20,Quinn Cook,0,2018-12-07,25-259,GSW,@,MIL,W 105-95,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.1,2,G,cookqu01
21,Torrey Craig,0,2019-03-16,28-087,DEN,,IND,W 102-100,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.2,0,G-F,craigto01
22,Mitch Creek,0,2019-01-25,26-273,BRK,,NYK,W 109-99,,0,0,0,,0,0,,0,0,,1,2,.500,.568,0,0,0,0,0,0,0,0,1,0.6,317.9,0,G,creekmi01
23,Dante Cunningham,0,2019-01-10,31-263,SAS,,OKC,W 154-147 (2OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.6,0,F,cunnida01
24,Hamidou Diallo,0,2019-03-29,20-241,OKC,,DEN,L 105-115,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.9,0,G,diallha01
25,PJ Dozier,0,2019-01-02,22-069,BOS,,MIN,W 115-102,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.7,0,G,doziepj01
26,Trevon Duval,0,2019-02-11,20-192,MIL,@,CHI,W 112-99,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.4,0,G,duvaltr01
27,Drew Eubanks,0,2018-12-09,21-311,SAS,,UTA,W 110-97,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.5,0,F,eubandr01
28,Jacob Evans,0,2019-01-16,21-212,GSW,,NOP,W 147-140,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.5,3,G-F,evansja02
29,Jacob Evans,0,2018-11-29,21-164,GSW,@,TOR,L 128-131 (OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.0,0,G-F,evansja02
30,Jacob Evans,0,2018-11-18,21-153,GSW,@,SAS,L 92-104,,0,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-85.5,0,G-F,evansja02
31,Raymond Felton,0,2019-03-29,34-276,OKC,,DEN,L 105-115,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.3,0,G,feltora01
32,Brandon Goodwin,0,2019-01-12,23-102,DEN,@,PHO,L 93-102,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-11.0,-2,G,goodwbr01
33,Brandon Goodwin,0,2018-12-18,23-077,DEN,,DAL,W 126-118,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.9,0,G,goodwbr01
34,Donte Grantham,0,2019-03-08,23-354,OKC,@,LAC,L 110-118,,0,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-223.3,0,F,grantdo01
35,Daniel Hamilton,0,2019-01-11,23-156,ATL,@,PHI,W 123-121,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.7,0,G-F,hamilda02
36,Udonis Haslem,0,2019-02-08,38-244,MIA,@,SAC,L 96-102,,0,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,11.4,0,F-C,hasleud01
37,Frank Kaminsky,0,2018-12-26,25-266,CHO,@,BRK,L 132-134 (2OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.7,0,F-C,kaminfr01
38,Luke Kornet,0,2018-12-01,23-139,NYK,,MIL,W 136-134 (OT),,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.2,0,C-F,kornelu01
39,Skal Labissière,0,2019-03-07,22-354,POR,,OKC,L 121-129 (OT),,0,0,0,,0,0,,0,0,,0,2,.000,.000,0,0,0,0,0,0,0,0,0,-0.8,-890.9,2,F,labissk01
40,Tyler Lydon,0,2019-02-26,22-323,DEN,,OKC,W 121-112,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.7,0,F,lydonty01
41,Trey Lyles,0,2019-03-16,23-131,DEN,,IND,W 102-100,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.1,0,F,lylestr01
42,Boban Marjanović,0,2019-02-05,30-174,LAC,@,CHO,W 117-115,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-10.1,0,C,marjabo01
