Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1218,ORL,2022-02-06,83,,BOS,L 83-116,240,29,81,.358,24,55,.436,5,26,.192,20,21,.952,83,45,99,.455,32,53,.604,13,46,.283,13,14,.929,116
1219,POR,2021-12-02,83,,SAS,L 83-114,240,29,82,.354,17,48,.354,12,34,.353,13,17,.765,83,44,91,.484,30,55,.545,14,36,.389,12,16,.750,114
1220,LAL,2021-11-12,83,,MIN,L 83-107,240,29,82,.354,20,41,.488,9,41,.220,16,20,.800,83,43,94,.457,31,57,.544,12,37,.324,9,12,.750,107
1221,BOS,2021-10-22,83,,TOR,L 83-115,240,32,82,.390,21,48,.438,11,34,.324,8,11,.727,83,42,100,.420,32,65,.492,10,35,.286,21,21,1.000,115
1222,TOR,2021-10-20,83,,WAS,L 83-98,240,30,97,.309,23,63,.365,7,34,.206,16,22,.727,83,36,81,.444,31,54,.574,5,27,.185,21,26,.808,98
1223,BOS,2021-12-29,82,,LAC,L 82-91,240,35,101,.347,31,59,.525,4,42,.095,8,11,.727,82,33,81,.407,22,53,.415,11,28,.393,14,17,.824,91
1224,POR,2022-04-10,80,,UTA,L 80-111,240,31,83,.373,22,49,.449,9,34,.265,9,12,.750,80,37,82,.451,28,46,.609,9,36,.250,28,38,.737,111
1225,WAS,2022-02-05,80,,PHO,L 80-95,240,30,85,.353,25,61,.410,5,24,.208,15,19,.789,80,40,99,.404,32,68,.471,8,31,.258,7,14,.500,95
1226,ORL,2021-11-03,79,,BOS,L 79-92,240,27,84,.321,18,41,.439,9,43,.209,16,20,.800,79,33,79,.418,23,42,.548,10,37,.270,16,25,.640,92
1227,LAC,2021-10-27,79,,CLE,L 79-92,240,31,87,.356,22,46,.478,9,41,.220,8,13,.615,79,33,81,.407,30,61,.492,3,20,.150,23,27,.852,92
1228,MIA,2021-11-04,78,,BOS,L 78-95,240,28,81,.346,19,40,.475,9,41,.220,13,19,.684,78,31,78,.397,15,37,.405,16,41,.390,17,20,.850,95
1229,DAL,2022-03-09,77,,NYK,L 77-107,240,27,86,.314,21,42,.500,6,44,.136,17,25,.680,77,36,84,.429,27,50,.540,9,34,.265,26,33,.788,107
1230,CHI,2021-11-22,77,,IND,L 77-109,240,31,85,.365,25,57,.439,6,28,.214,9,15,.600,77,40,90,.444,27,59,.458,13,31,.419,16,18,.889,109
