Rk,Player,MP,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP.1,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
24,Quinn Cook,13,2018-10-16,25-207,GSW,,OKC,W 108-100,,13,1,2,.500,0,1,.000,1,1,1.000,0,0,,.750,1,1,2,1,0,0,2,2,3,0.9,-5.0,-7,G,cookqu01
25,Amir Johnson,11,2018-10-16,31-168,PHI,@,BOS,L 87-105,,11,1,1,1.000,1,1,1.000,0,0,,3,4,.750,.906,0,3,3,1,0,0,0,1,5,5.5,7.8,-10,F-C,johnsam01
26,Damian Jones,27,2018-10-16,23-108,GSW,,OKC,W 108-100,*,27,6,7,.857,6,7,.857,0,0,,0,0,,.857,2,1,3,2,0,3,2,4,12,11.1,7.0,-1,F-C,jonesda03
27,Terry Rozier,27,2018-10-16,24-213,BOS,,PHI,W 105-87,,27,5,10,.500,4,8,.500,1,2,.500,0,0,,.550,0,8,8,1,0,1,1,0,11,8.8,3.3,22,G,roziete01
28,Kyrie Irving,29,2018-10-16,26-207,BOS,,PHI,W 105-87,*,29,2,14,.143,1,6,.167,1,8,.125,2,2,1.000,.235,0,4,4,7,0,0,3,1,7,0.7,-9.0,9,G,irvinky01
29,T.J. McConnell,22,2018-10-16,26-205,PHI,@,BOS,L 87-105,,22,2,5,.400,2,4,.500,0,1,.000,0,0,,.400,0,1,1,3,0,0,0,3,4,2.5,-5.8,-11,G,mccontj01
30,Stephen Curry,37,2018-10-16,30-216,GSW,,OKC,W 108-100,*,37,11,20,.550,6,11,.545,5,9,.556,5,5,1.000,.721,0,8,8,9,1,0,3,4,32,27.5,17.1,15,G,curryst01
31,Markelle Fultz,24,2018-10-16,20-140,PHI,@,BOS,L 87-105,*,24,2,7,.286,2,7,.286,0,0,,1,2,.500,.317,0,3,3,2,1,0,3,1,5,0.4,-8.5,-16,G,fultzma01
32,Jaylen Brown,28,2018-10-16,21-357,BOS,,PHI,W 105-87,*,28,5,13,.385,4,10,.400,1,3,.333,1,2,.500,.432,3,2,5,2,0,0,2,4,12,5.0,-3.8,11,F-G,brownja02
33,Marcus Smart,25,2018-10-16,24-224,BOS,,PHI,W 105-87,,25,2,4,.500,0,0,,2,4,.500,1,2,.500,.717,0,3,3,3,0,0,2,2,7,4.8,-0.2,3,G,smartma01
34,Terrance Ferguson,27,2018-10-16,20-152,OKC,@,GSW,L 100-108,*,27,0,2,.000,0,0,,0,2,.000,0,0,,.000,2,2,4,1,0,0,1,3,0,-0.9,-11.0,0,G-F,fergute01
35,Jonas Jerebko,6,2018-10-16,31-228,GSW,,OKC,W 108-100,,6,0,0,,0,0,,0,0,,0,0,,,0,3,3,0,0,0,1,2,0,-0.9,-14.0,0,F,jerebjo01
36,Furkan Korkmaz,1,2018-10-16,21-084,PHI,@,BOS,L 87-105,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.9,-2,G,korkmfu01
37,Nerlens Noel,12,2018-10-16,24-189,OKC,@,GSW,L 100-108,,12,1,2,.500,1,2,.500,0,0,,1,2,.500,.521,3,4,7,1,1,1,0,3,3,6.1,4.7,-2,C-F,noelne01
38,Jordan Bell,7,2018-10-16,23-282,GSW,,OKC,W 108-100,,7,0,0,,0,0,,0,0,,0,0,,,1,1,2,0,0,1,0,1,0,1.3,2.1,-6,F,belljo01
39,Patrick Patterson,19,2018-10-16,29-216,OKC,@,GSW,L 100-108,*,19,2,9,.222,1,5,.200,1,4,.250,2,3,.667,.339,3,2,5,0,1,1,1,0,7,4.5,-3.4,3,F,pattepa01
40,Jayson Tatum,29,2018-10-16,20-227,BOS,,PHI,W 105-87,*,29,9,17,.529,8,12,.667,1,5,.200,4,5,.800,.599,2,7,9,3,1,0,1,2,23,19.1,11.7,6,F,tatumja01
41,JJ Redick,30,2018-10-16,34-114,PHI,@,BOS,L 87-105,,30,7,17,.412,5,9,.556,2,8,.250,0,0,,.471,0,2,2,1,0,0,0,1,16,7.8,-0.2,-10,G,redicjj01
42,Steven Adams,36,2018-10-16,25-088,OKC,@,GSW,L 100-108,*,36,6,12,.500,6,12,.500,0,0,,5,8,.625,.548,4,7,11,4,2,0,2,3,17,16.3,3.7,-6,C,adamsst01
43,Kevon Looney,18,2018-10-16,22-252,GSW,,OKC,W 108-100,,18,5,11,.455,5,11,.455,0,0,,0,0,,.455,8,2,10,2,1,2,1,4,10,11.7,7.6,23,F-C,looneke01
44,Jerami Grant,29,2018-10-16,24-218,OKC,@,GSW,L 100-108,,29,2,7,.286,1,3,.333,1,4,.250,2,4,.500,.400,2,0,2,2,0,3,0,1,7,6.6,-0.1,-11,F,grantje01
45,Landry Shamet,13,2018-10-16,21-217,PHI,@,BOS,L 87-105,,13,0,4,.000,0,2,.000,0,2,.000,1,2,.500,.102,0,1,1,0,0,0,0,0,1,-1.9,-14.7,-8,G,shamela01
46,Hamidou Diallo,9,2018-10-16,20-077,OKC,@,GSW,L 100-108,,9,2,4,.500,2,4,.500,0,0,,0,1,.000,.450,0,1,1,1,1,0,0,2,4,2.8,1.8,5,G,diallha01
47,Marco Belinelli,22,2018-10-17,32-206,SAS,,MIN,W 112-108,,22,3,6,.500,1,2,.500,2,4,.500,2,2,1.000,.727,0,4,4,2,0,0,1,1,10,8.2,4.4,3,G-F,belinma01
48,Carmelo Anthony,27,2018-10-17,34-141,HOU,,NOP,L 112-131,,27,3,10,.300,2,5,.400,1,5,.200,2,4,.500,.383,1,3,4,0,0,1,2,4,9,1.1,-13.6,-20,F,anthoca01
49,Enes Freedom,27,2018-10-17,26-150,NYK,,ATL,W 126-107,*,27,5,9,.556,5,9,.556,0,0,,6,7,.857,.662,3,8,11,3,1,1,1,2,16,17.8,5.7,7,C,kanteen01
50,Treveon Graham,17,2018-10-17,24-354,BRK,@,DET,L 100-103,,17,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,2,2,1,1,0,1,4,0,-1.7,-10.5,6,G,grahatr01
51,Luka Dončić,32,2018-10-17,19-231,DAL,@,PHO,L 100-121,*,32,5,16,.313,5,11,.455,0,5,.000,0,2,.000,.296,2,6,8,4,0,0,4,3,10,0.8,-19.4,-18,G-F,doncilu01
52,Julius Randle,24,2018-10-17,23-322,NOP,@,HOU,W 131-112,,24,9,15,.600,7,11,.636,2,4,.500,5,6,.833,.709,2,6,8,3,0,0,0,4,25,21.4,13.2,5,F-C,randlju01
53,Iman Shumpert,18,2018-10-17,28-113,SAC,,UTA,L 117-123,,18,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,0,3,3,0,0,0,0,2,5,1.0,-9.5,-29,G,shumpim01
54,Derrick Jones Jr.,17,2018-10-17,21-244,MIA,@,ORL,L 101-104,*,17,2,5,.400,1,3,.333,1,2,.500,0,0,,.500,1,1,2,2,0,0,2,6,5,0.3,-6.4,4,F,jonesde02
55,Frank Mason III,5,2018-10-17,24-197,SAC,,UTA,L 117-123,,5,1,2,.500,0,1,.000,1,1,1.000,0,0,,.750,0,0,0,0,0,0,0,0,3,2.0,5.1,-12,G,masonfr01
56,Marc Gasol,30,2018-10-17,33-261,MEM,@,IND,L 83-111,*,30,2,11,.182,0,8,.000,2,3,.667,7,8,.875,.448,1,5,6,3,3,0,0,0,13,13.0,6.3,-8,C,gasolma01
57,Mo Bamba,25,2018-10-17,20-158,ORL,,MIA,W 104-101,,25,6,8,.750,5,6,.833,1,2,.500,0,2,.000,.732,4,3,7,0,0,2,0,1,13,13.7,7.6,13,C,bambamo01
58,Jahlil Okafor,2,2018-10-17,22-306,NOP,@,HOU,W 131-112,,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,2,0,0,-2.0,-63.2,-2,C-F,okafoja01
59,Mason Plumlee,13,2018-10-17,28-226,DEN,@,LAC,W 107-98,,13,1,3,.333,1,3,.333,0,0,,0,2,.000,.258,1,2,3,2,0,3,1,5,2,1.3,-3.6,0,C-F,plumlma01
60,Willie Cauley-Stein,38,2018-10-17,25-060,SAC,,UTA,L 117-123,*,38,10,15,.667,10,15,.667,0,0,,3,6,.500,.652,2,5,7,4,1,2,0,2,23,22.6,8.8,16,F-C,caulewi01
61,OG Anunoby,18,2018-10-17,21-092,TOR,,CLE,W 116-104,,18,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,0,0,0,0,1,0,1,1,4,2.3,-3.0,-2,F,anunoog01
62,Cory Joseph,28,2018-10-17,27-058,IND,,MEM,W 111-83,,28,5,7,.714,4,5,.800,1,2,.500,0,0,,.786,0,6,6,3,1,2,2,3,11,11.2,9.2,28,G,josepco01
63,Mike Conley,29,2018-10-17,31-006,MEM,@,IND,L 83-111,*,29,3,11,.273,1,6,.167,2,5,.400,3,3,1.000,.446,1,1,2,3,1,0,1,1,11,7.2,-3.0,-11,G,conlemi01
64,Reggie Jackson,35,2018-10-17,28-184,DET,,BRK,W 103-100,*,35,7,20,.350,5,11,.455,2,9,.222,3,3,1.000,.446,1,1,2,4,1,0,2,1,19,10.2,-0.8,3,G,jacksre01
65,Maxi Kleber,17,2018-10-17,26-261,DAL,@,PHO,L 100-121,,17,3,3,1.000,1,1,1.000,2,2,1.000,0,0,,1.333,0,2,2,0,0,0,1,1,8,6.3,1.0,-3,F,klebima01
66,Alec Burks,18,2018-10-17,27-089,UTA,@,SAC,W 123-117,,18,4,7,.571,1,4,.250,3,3,1.000,2,2,1.000,.825,0,3,3,4,1,0,1,1,13,13.0,16.2,25,G,burksal01
67,Jonathan Isaac,18,2018-10-17,21-014,ORL,,MIA,W 104-101,*,18,2,4,.500,1,3,.333,1,1,1.000,1,2,.500,.615,2,4,6,1,0,0,1,4,6,4.3,-1.8,-7,F,isaacjo01
68,John Holland,1,2018-10-17,29-345,CLE,@,TOR,L 104-116,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.0,1,G-F,hollajo02
69,Derrick Rose,31,2018-10-17,30-013,MIN,@,SAS,L 108-112,,31,3,12,.250,3,10,.300,0,2,.000,2,2,1.000,.311,3,1,4,2,0,0,1,2,8,2.8,-10.4,-1,G,rosede01
70,Avery Bradley,28,2018-10-17,27-325,LAC,,DEN,L 98-107,*,28,4,10,.400,4,8,.500,0,2,.000,0,0,,.400,2,0,2,0,1,2,2,2,8,3.6,-3.6,-9,G,bradlav01
71,Miles Plumlee,9,2018-10-17,30-046,ATL,@,NYK,L 107-126,,9,2,2,1.000,2,2,1.000,0,0,,3,3,1.000,1.054,0,0,0,0,0,0,0,2,7,5.6,4.5,-5,C-F,plumlmi01
72,Donovan Mitchell,36,2018-10-17,22-040,UTA,@,SAC,W 123-117,*,36,8,21,.381,5,11,.455,3,10,.300,5,6,.833,.508,0,3,3,2,2,0,4,5,24,10.4,-6.8,-12,G,mitchdo01
73,Shai Gilgeous-Alexander,28,2018-10-17,20-097,LAC,,DEN,L 98-107,,28,5,6,.833,5,6,.833,0,0,,1,1,1.000,.854,0,2,2,4,1,1,3,1,11,10.5,4.7,0,G,gilgesh01
74,Hassan Whiteside,34,2018-10-17,29-126,MIA,@,ORL,L 101-104,*,34,6,15,.400,6,14,.429,0,1,.000,0,1,.000,.389,4,14,18,0,1,2,1,2,12,11.1,0.2,4,C,whiteha01
75,Jalen Brunson,19,2018-10-17,22-047,DAL,@,PHO,L 100-121,,19,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,1,1,1,0,0,0,1,3,1.9,-11.5,-3,G,brunsja01
76,Vince Carter,24,2018-10-17,41-264,ATL,@,NYK,L 107-126,*,24,4,9,.444,2,3,.667,2,6,.333,2,2,1.000,.607,0,2,2,0,0,0,2,5,12,3.9,-7.4,7,G-F,cartevi01
77,Andrew Wiggins,37,2018-10-17,23-236,MIN,@,SAS,L 108-112,*,37,8,18,.444,6,12,.500,2,6,.333,2,2,1.000,.530,0,6,6,3,1,0,2,3,20,12.3,-0.2,0,F-G,wiggian01
78,Georges Niang,2,2018-10-17,25-122,UTA,@,SAC,W 123-117,,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.7,-2,F,niangge01
79,John Henson,12,2018-10-17,27-293,MIL,@,CHO,W 113-112,,12,1,3,.333,1,3,.333,0,0,,2,2,1.000,.515,2,4,6,0,0,1,2,1,4,3.2,-7.1,2,C-F,hensojo01
80,MarShon Brooks,22,2018-10-17,29-264,MEM,@,IND,L 83-111,,22,2,9,.222,2,6,.333,0,3,.000,5,7,.714,.373,0,2,2,1,0,0,0,0,9,4.0,-7.8,-7,G-F,brookma01
81,Chandler Parsons,23,2018-10-17,29-357,MEM,@,IND,L 83-111,*,23,3,9,.333,3,4,.750,0,5,.000,0,0,,.333,0,1,1,0,1,1,0,3,6,1.7,-9.0,-19,F,parsoch01
82,Jrue Holiday,38,2018-10-17,28-127,NOP,@,HOU,W 131-112,*,38,5,12,.417,5,6,.833,0,6,.000,0,0,,.417,0,3,3,8,2,0,3,3,10,7.9,-5.4,26,G,holidjr01
83,Danny Green,33,2018-10-17,31-117,TOR,,CLE,W 116-104,*,33,4,9,.444,1,2,.500,3,7,.429,0,0,,.611,1,4,5,0,2,2,0,3,11,10.4,4.9,15,G-F,greenda02
84,Jaylen Adams,4,2018-10-17,22-166,ATL,@,NYK,L 107-126,,4,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,1,0,0,0,0,0,0.3,-7.2,4,G,adamsja01
85,Gary Harris,34,2018-10-17,24-033,DEN,@,LAC,W 107-98,*,34,6,16,.375,6,13,.462,0,3,.000,8,8,1.000,.512,3,0,3,2,0,0,0,3,20,13.5,-0.3,15,G,harriga01
86,Willy Hernangómez,12,2018-10-17,24-143,CHO,,MIL,L 112-113,,12,3,5,.600,3,4,.750,0,1,.000,3,5,.600,.625,1,4,5,0,1,0,1,3,9,6.6,-1.0,2,C,hernawi01
87,Dāvis Bertāns,18,2018-10-17,25-339,SAS,,MIN,W 112-108,,18,3,4,.750,0,0,,3,4,.750,0,0,,1.125,0,1,1,2,0,0,0,0,9,9.1,15.1,3,F,bertada01
88,Deandre Ayton,36,2018-10-17,20-086,PHO,,DAL,W 121-100,*,36,8,11,.727,8,11,.727,0,0,,2,2,1.000,.758,1,9,10,6,1,1,0,2,18,22.0,8.6,17,C,aytonde01
89,Juancho Hernangómez,15,2018-10-17,23-019,DEN,@,LAC,W 107-98,,15,2,3,.667,1,2,.500,1,1,1.000,0,0,,.833,2,4,6,1,1,1,0,1,5,8.3,14.2,-8,F,hernaju01
90,Goran Dragić,33,2018-10-17,32-164,MIA,@,ORL,L 101-104,*,33,9,14,.643,6,7,.857,3,7,.429,5,7,.714,.761,0,4,4,4,0,1,3,5,26,18.7,10.7,20,G,dragigo01
91,Jerian Grant,26,2018-10-17,26-008,ORL,,MIA,W 104-101,,26,3,7,.429,3,5,.600,0,2,.000,1,2,.500,.444,0,2,2,1,2,0,1,2,7,4.4,-3.7,11,G,grantje02
92,David Nwaba,2,2018-10-17,25-276,CLE,@,TOR,L 104-116,,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.5,-1,G,nwabada01
93,Karl-Anthony Towns,22,2018-10-17,22-336,MIN,@,SAS,L 108-112,*,22,2,6,.333,1,4,.250,1,2,.500,3,3,1.000,.546,2,7,9,3,0,0,3,6,8,4.8,-5.1,-4,C-F,townska01
94,T.J. Leaf,1,2018-10-17,21-170,IND,,MEM,W 111-83,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-2.6,0,F,leaftj01
95,Noah Vonleh,16,2018-10-17,23-054,NYK,,ATL,W 126-107,,16,5,5,1.000,5,5,1.000,0,0,,2,4,.500,.888,5,5,10,3,0,0,0,1,12,16.4,16.3,22,F-C,vonleno01
96,Yogi Ferrell,30,2018-10-17,25-161,SAC,,UTA,L 117-123,*,30,3,7,.429,1,4,.250,2,3,.667,4,4,1.000,.685,0,1,1,1,0,0,1,2,12,7.5,-2.3,10,G,ferreyo01
97,Dorian Finney-Smith,30,2018-10-17,25-166,DAL,@,PHO,L 100-121,*,30,4,7,.571,2,2,1.000,2,5,.400,2,2,1.000,.761,0,3,3,1,0,3,0,2,12,11.6,2.3,-16,F,finnedo01
98,Kevin Huerter,5,2018-10-17,20-051,ATL,@,NYK,L 107-126,,5,0,1,.000,0,1,.000,0,0,,0,0,,.000,1,2,3,0,0,0,0,0,0,0.6,-7.9,4,G,huertke01
99,Mario Hezonja,19,2018-10-17,23-234,NYK,,ATL,W 126-107,,19,6,14,.429,3,7,.429,3,7,.429,0,1,.000,.519,0,3,3,1,3,0,3,5,15,6.8,-2.5,14,F-G,hezonma01
100,Spencer Dinwiddie,32,2018-10-17,25-194,BRK,@,DET,L 100-103,,32,10,18,.556,10,15,.667,0,3,.000,3,5,.600,.569,0,4,4,6,1,0,4,1,23,15.6,1.2,6,G,dinwisp01
101,Solomon Hill,12,2018-10-17,27-213,NOP,@,HOU,W 131-112,,12,1,3,.333,0,2,.000,1,1,1.000,0,0,,.500,0,2,2,1,0,0,0,2,3,1.8,-2.8,-13,F,hillso01
102,Bryn Forbes,30,2018-10-17,25-086,SAS,,MIN,W 112-108,*,30,4,10,.400,3,5,.600,1,5,.200,2,2,1.000,.506,1,2,3,2,2,0,2,5,11,6.3,-2.5,2,G,forbebr01
103,Blake Griffin,34,2018-10-17,29-215,DET,,BRK,W 103-100,*,34,8,17,.471,7,16,.438,1,1,1.000,9,11,.818,.595,2,6,8,6,0,0,1,0,26,22.9,12.1,8,F-C,griffbl01
104,Tobias Harris,41,2018-10-17,26-094,LAC,,DEN,L 98-107,*,41,6,13,.462,4,7,.571,2,6,.333,5,6,.833,.607,1,9,10,1,0,3,2,4,19,14.5,2.8,-5,F,harrito02
105,Andre Drummond,32,2018-10-17,25-068,DET,,BRK,W 103-100,*,32,10,21,.476,9,18,.500,1,3,.333,3,4,.750,.527,9,11,20,2,0,1,4,5,24,18.6,1.8,-9,C,drumman01
106,Miles Bridges,15,2018-10-17,20-210,CHO,,MIL,L 112-113,,15,0,1,.000,0,0,,0,1,.000,1,2,.500,.266,0,0,0,1,0,0,1,2,1,-1.2,-12.7,6,G-F,bridgmi02
107,Kyle O'Quinn,4,2018-10-17,28-205,IND,,MEM,W 111-83,,4,0,0,,0,0,,0,0,,2,2,1.000,1.136,1,2,3,3,0,0,0,2,2,4.6,46.1,-1,F-C,oquinky01
108,Will Barton,35,2018-10-17,27-284,DEN,@,LAC,W 107-98,*,35,6,12,.500,3,7,.429,3,5,.600,4,4,1.000,.690,0,5,5,2,0,2,2,2,19,14.5,6.1,10,G,bartowi01
109,T.J. Warren,24,2018-10-17,25-042,PHO,,DAL,W 121-100,,24,5,12,.417,2,8,.250,3,4,.750,4,4,1.000,.618,1,0,1,1,2,0,3,3,17,9.8,-5.5,-1,F,warretj01
110,Isaiah Hartenstein,2,2018-10-17,20-165,HOU,,NOP,L 112-131,,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.6,2,F,harteis01
111,Ron Baker,27,2018-10-17,25-201,NYK,,ATL,W 126-107,,27,0,3,.000,0,0,,0,3,.000,2,2,1.000,.258,0,4,4,4,1,0,2,4,2,1.3,-9.0,5,G,bakerro01
112,Tyler Dorsey,15,2018-10-17,22-241,ATL,@,NYK,L 107-126,,15,3,8,.375,3,6,.500,0,2,.000,0,0,,.375,0,3,3,0,0,0,0,2,6,1.7,-11.3,-12,G,dorsety01
113,Nikola Vučević,28,2018-10-17,27-358,ORL,,MIA,W 104-101,*,28,4,12,.333,4,12,.333,0,0,,4,5,.800,.423,2,6,8,4,1,0,4,2,12,7.0,-3.0,-17,C,vucevni01
114,Serge Ibaka,27,2018-10-17,29-029,TOR,,CLE,W 116-104,,27,2,10,.200,1,7,.143,1,3,.333,4,6,.667,.356,4,3,7,1,2,3,2,6,9,6.1,-6.2,-1,F-C,ibakase01
115,Mike Scott,4,2018-10-17,30-093,LAC,,DEN,L 98-107,,4,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-14.7,-6,F,scottmi01
116,Luc Mbah a Moute,9,2018-10-17,32-038,LAC,,DEN,L 98-107,,9,0,5,.000,0,3,.000,0,2,.000,0,2,.000,.000,1,0,1,1,1,0,0,1,0,-2.3,-18.1,-12,F,mbahalu01
117,Cody Zeller,21,2018-10-17,26-012,CHO,,MIL,L 112-113,*,21,1,1,1.000,0,0,,1,1,1.000,2,2,1.000,1.330,0,3,3,1,1,0,0,3,5,6.1,1.4,-11,C-F,zelleco01
118,Rudy Gay,23,2018-10-17,32-061,SAS,,MIN,W 112-108,*,23,8,12,.667,7,11,.636,1,1,1.000,1,2,.500,.699,3,4,7,0,0,1,1,3,18,14.2,7.8,2,F,gayru01
119,Joe Harris,37,2018-10-17,27-041,BRK,@,DET,L 100-103,*,37,6,14,.429,5,7,.714,1,7,.143,0,0,,.464,0,6,6,5,1,0,2,2,13,9.1,-2.5,-2,G,harrijo01
120,Lou Williams,24,2018-10-17,31-355,LAC,,DEN,L 98-107,,24,4,10,.400,2,4,.500,2,6,.333,4,5,.800,.574,0,1,1,5,0,0,1,4,14,9.4,2.5,-4,G,willilo02
121,Shelvin Mack,30,2018-10-17,28-178,MEM,@,IND,L 83-111,,30,1,8,.125,1,7,.143,0,1,.000,1,2,.500,.169,1,2,3,3,1,0,1,3,3,-0.4,-13.9,-20,G,macksh01
122,Rodney Hood,26,2018-10-17,25-362,CLE,@,TOR,L 104-116,*,26,5,13,.385,5,11,.455,0,2,.000,2,2,1.000,.432,1,1,2,1,1,0,0,3,12,6.4,-2.7,-12,G-F,hoodro01
123,Thaddeus Young,28,2018-10-17,30-118,IND,,MEM,W 111-83,*,28,5,7,.714,5,6,.833,0,1,.000,0,1,.000,.672,3,5,8,3,0,1,3,2,10,9.3,3.5,23,F,youngth01
124,Giannis Antetokounmpo,35,2018-10-17,23-315,MIL,@,CHO,W 113-112,*,35,9,21,.429,9,18,.500,0,3,.000,7,12,.583,.476,3,15,18,8,0,1,8,5,25,14.8,-3.2,11,F-G,antetgi01
125,Cheick Diallo,2,2018-10-17,22-034,NOP,@,HOU,W 131-112,,2,0,0,,0,0,,0,0,,0,0,,,0,2,2,0,0,0,0,0,0,0.6,4.5,-2,F,diallch01
