Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
16,Lester Quiñones,18,2022-23,NBA,GSW,4,0,18,2,5,.400,0,1,.000,2,4,.500,4,6,.667,.654,1,2,3,2,1,0,5,0,10,1.3,-10.2,6,quinole01
17,Xavier Moon,20,2022-23,NBA,LAC,4,0,20,3,9,.333,2,6,.333,1,3,.333,0,0,,.389,0,3,3,5,0,0,1,2,7,1.1,-5.1,-5,moonxa01
18,Marko Simonovic,20,2022-23,NBA,CHI,7,0,20,2,7,.286,1,3,.333,1,4,.250,1,2,.500,.381,1,1,2,0,0,0,0,5,6,0.1,-14.4,15,simonma01
19,Chance Comanche,21,2022-23,NBA,POR,1,0,21,3,5,.600,3,5,.600,0,0,,1,4,.250,.518,2,1,3,0,0,1,0,0,7,5.9,-7.5,-29,comanch01
20,Sterling Brown,25,2022-23,NBA,LAL,4,0,25,0,4,.000,0,2,.000,0,2,.000,0,0,,.000,3,5,8,2,3,0,0,4,0,0.9,-3.3,-4,brownst02
21,Darius Days,25,2022-23,NBA,HOU,4,0,25,5,12,.417,2,2,1.000,3,10,.300,2,2,1.000,.582,1,5,6,1,0,1,0,2,15,2.9,3.5,1,daysda01
22,Vernon Carey Jr.,28,2022-23,NBA,WAS,11,0,28,2,8,.250,2,8,.250,0,0,,2,2,1.000,.338,3,8,11,3,2,2,2,5,6,0.7,-5.0,-10,careyve01
23,Neemias Queta,28,2022-23,NBA,SAC,5,0,28,6,9,.667,6,9,.667,0,0,,0,2,.000,.607,5,6,11,1,0,2,1,7,12,2.2,-3.4,-30,quetane01
24,Kobi Simmons,28,2022-23,NBA,CHO,5,0,28,1,6,.167,0,1,.000,1,5,.200,2,2,1.000,.363,1,3,4,5,0,2,1,0,5,1.3,-0.9,-19,simmoko01
25,Louis King,29,2022-23,NBA,PHI,1,0,29,8,13,.615,4,5,.800,4,8,.500,0,1,.000,.744,2,2,4,2,1,0,2,4,20,14.5,2.3,2,kinglo02
26,Trevor Hudgins,30,2022-23,NBA,HOU,5,0,30,2,9,.222,0,1,.000,2,8,.250,3,3,1.000,.436,0,0,0,3,0,0,1,1,9,0.8,-8.4,3,hudgitr01
27,Alize Johnson,30,2022-23,NBA,SAS,4,0,30,3,6,.500,3,4,.750,0,2,.000,1,2,.500,.509,2,8,10,1,1,0,4,3,7,1.0,-9.1,12,johnsal02
28,Scotty Pippen Jr.,31,2022-23,NBA,LAL,6,0,31,4,12,.333,3,9,.333,1,3,.333,5,9,.556,.439,2,2,4,2,2,1,2,3,14,1.4,-5.9,-1,pippesc02
29,Jay Scrubb,31,2022-23,NBA,ORL,2,0,31,5,7,.714,3,5,.600,2,2,1.000,1,2,.500,.825,0,6,6,1,2,0,3,2,13,5.2,-1.9,-16,scrubja01
30,Tony Bradley,33,2022-23,NBA,CHI,12,0,33,6,12,.500,3,7,.429,3,5,.600,4,4,1.000,.690,1,10,11,1,1,1,1,2,19,1.4,4.9,11,bradlto01
31,Justin Champagnie,34,2022-23,NBA,BOSTOR,5,0,34,5,15,.333,4,10,.400,1,5,.200,0,0,,.367,3,5,8,4,1,0,0,2,11,1.8,-8.0,-4,champju01
32,RaiQuan Gray,35,2022-23,NBA,BRK,1,0,35,6,12,.500,4,7,.571,2,5,.400,2,2,1.000,.621,3,6,9,7,0,1,4,5,16,13.5,-2.0,-14,grayra01
33,Mfiondu Kabengele,37,2022-23,NBA,BOS,4,0,37,2,7,.286,2,4,.500,0,3,.000,2,2,1.000,.381,5,5,10,0,2,0,1,3,6,1.7,-8.9,-5,kabenmf01
34,Jarrell Brantley,40,2022-23,NBA,UTA,4,0,40,8,14,.571,4,5,.800,4,9,.444,2,2,1.000,.739,1,5,6,3,0,2,2,3,22,4.5,3.5,15,brantja01
35,Kendall Brown,40,2022-23,NBA,IND,6,0,40,4,7,.571,4,6,.667,0,1,.000,1,2,.500,.571,2,4,6,3,4,0,2,9,9,1.4,-2.9,4,brownke03
36,Jacob Gilyard,41,2022-23,NBA,MEM,1,0,41,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,4,4,7,3,0,2,3,3,7.2,-6.1,-13,gilyaja01
37,Mac McClung,41,2022-23,NBA,PHI,2,0,41,9,20,.450,5,9,.556,4,11,.364,3,5,.600,.563,3,7,10,9,0,0,3,3,25,10.1,0.5,18,mccluma01
38,Cole Swider,41,2022-23,NBA,LAL,7,0,41,3,9,.333,0,1,.000,3,8,.375,0,0,,.500,1,6,7,4,0,0,0,3,9,1.1,-3.4,3,swideco01
39,Michael Carter-Williams,45,2022-23,NBA,ORL,4,0,45,6,14,.429,5,11,.455,1,3,.333,4,7,.571,.498,1,4,5,7,1,1,4,5,17,2.7,-6.3,-26,cartemi01
40,Xavier Sneed,48,2022-23,NBA,CHO,4,0,48,5,10,.500,2,4,.500,3,6,.500,4,4,1.000,.723,0,5,5,5,0,1,3,7,17,3.0,-3.6,-28,sneedxa01
41,Ron Harper Jr.,49,2022-23,NBA,TOR,9,0,49,8,16,.500,5,7,.714,3,9,.333,1,1,1.000,.608,3,4,7,4,0,1,0,3,20,2.0,1.2,19,harpero02
42,Joe Wieskamp,51,2022-23,NBA,TOR,9,0,51,3,14,.214,0,2,.000,3,12,.250,0,0,,.321,0,4,4,3,0,0,1,3,9,0.2,-10.6,2,wieskjo01
43,Facundo Campazzo,52,2022-23,NBA,DAL,8,0,52,3,13,.231,0,2,.000,3,11,.273,1,2,.500,.360,0,2,2,9,6,0,3,3,10,1.3,-1.2,11,campafa01
44,Micah Potter,52,2022-23,NBA,UTA,7,0,52,10,15,.667,6,8,.750,4,7,.571,0,0,,.800,3,13,16,4,1,0,2,5,24,3.3,3.5,-3,pottemi01
45,Devon Dotson,53,2022-23,NBA,WAS,6,0,53,1,10,.100,0,6,.000,1,4,.250,0,0,,.150,6,4,10,8,5,0,3,9,3,1.0,-5.3,-3,dotsode01
46,Gabe York,55,2022-23,NBA,IND,3,0,55,8,21,.381,2,3,.667,6,18,.333,2,2,1.000,.548,0,6,6,5,2,0,0,5,24,5.9,-3.5,24,yorkga01
47,Carlik Jones,56,2022-23,NBA,CHI,7,0,56,6,15,.400,3,9,.333,3,6,.500,5,8,.625,.540,1,4,5,6,2,0,2,2,20,2.3,-2.5,26,jonesca03
48,Sam Merrill,58,2022-23,NBA,CLE,5,0,58,9,22,.409,4,4,1.000,5,18,.278,2,2,1.000,.546,0,9,9,5,4,0,0,3,25,4.4,1.2,-5,merrisa01
49,Isaiah Todd,61,2022-23,NBA,WAS,6,1,61,3,19,.158,2,9,.222,1,10,.100,2,2,1.000,.226,2,10,12,4,1,0,2,4,9,0.3,-14.2,-7,toddis01
50,Ryan Rollins,62,2022-23,NBA,GSW,12,0,62,7,20,.350,4,11,.364,3,9,.333,6,6,1.000,.508,3,9,12,6,1,1,16,10,23,0.2,-15.0,-47,rolliry01
51,Tyrese Martin,66,2022-23,NBA,ATL,16,0,66,9,23,.391,8,16,.500,1,7,.143,2,2,1.000,.440,5,7,12,2,1,0,2,2,21,0.9,-7.4,1,martity01
52,JD Davison,67,2022-23,NBA,BOS,12,0,67,8,19,.421,6,12,.500,2,7,.286,1,2,.500,.478,2,7,9,11,2,2,4,5,19,1.4,-4.2,-6,davisjd01
53,Jack White,67,2022-23,NBA,DEN,17,0,67,8,19,.421,5,10,.500,3,9,.333,2,3,.667,.517,6,11,17,4,3,2,2,9,21,1.2,-1.9,-17,whiteja03
54,Leandro Bolmaro,69,2022-23,NBA,UTA,14,0,69,3,20,.150,3,16,.188,0,4,.000,0,0,,.150,4,3,7,7,3,1,7,10,6,-0.4,-14.7,2,bolmale01
55,Keon Ellis,69,2022-23,NBA,SAC,16,0,69,7,16,.438,1,4,.250,6,12,.500,4,7,.571,.629,4,4,8,6,5,1,1,10,24,1.5,1.3,-21,elliske01
56,Jamaree Bouyea,70,2022-23,NBA,MIAWAS,5,0,70,6,14,.429,4,8,.500,2,6,.333,1,2,.500,.504,1,5,6,4,4,2,4,6,15,2.2,-4.1,-17,bouyeja01
57,Udonis Haslem,70,2022-23,NBA,MIA,7,1,70,10,29,.345,7,20,.350,3,9,.333,4,5,.800,.433,4,7,11,0,1,2,1,11,27,1.7,-12.1,-22,hasleud01
58,Trevelin Queen,70,2022-23,NBA,IND,7,0,70,7,29,.241,5,14,.357,2,15,.133,5,5,1.000,.337,8,9,17,6,2,5,7,4,21,1.8,-7.2,14,queentr01
59,Jared Butler,78,2022-23,NBA,OKC,6,1,78,15,32,.469,8,18,.444,7,14,.500,0,0,,.578,1,3,4,8,5,0,5,5,37,4.3,-2.6,-1,butleja02
60,PJ Dozier,78,2022-23,NBA,SAC,16,0,78,10,33,.303,8,17,.471,2,16,.125,0,0,,.333,1,13,14,10,6,1,5,7,22,0.8,-7.8,-23,doziepj01
61,Isaiah Mobley,84,2022-23,NBA,CLE,12,0,84,12,28,.429,9,20,.450,3,8,.375,4,4,1.000,.521,4,16,20,3,4,3,1,8,31,2.3,-1.4,31,mobleis01
62,Omer Yurtseven,84,2022-23,NBA,MIA,9,0,84,16,27,.593,13,20,.650,3,7,.429,5,6,.833,.675,8,15,23,2,2,2,4,16,40,3.5,-3.9,10,yurtsom01
63,Jordan Hall,85,2022-23,NBA,SAS,9,0,85,9,28,.321,6,13,.462,3,15,.200,7,9,.778,.438,3,9,12,11,1,0,7,6,28,1.7,-7.6,-24,halljo02
64,Lindell Wigginton,86,2022-23,NBA,MIL,7,1,86,18,37,.486,12,19,.632,6,18,.333,8,9,.889,.610,0,7,7,14,0,2,12,7,50,4.2,-6.7,-39,wiggili01
65,Justin Minaya,89,2022-23,NBA,POR,4,0,89,7,23,.304,4,11,.364,3,12,.250,0,1,.000,.363,3,12,15,4,2,5,4,9,17,2.4,-9.0,-20,minayju01
66,Jaden Springer,89,2022-23,NBA,PHI,16,2,89,17,35,.486,15,30,.500,2,5,.400,6,8,.750,.545,6,8,14,8,7,3,3,15,42,2.2,0.3,-3,sprinja01
67,Buddy Boeheim,91,2022-23,NBA,DET,10,0,91,5,27,.185,1,2,.500,4,25,.160,2,2,1.000,.287,2,4,6,4,2,0,0,6,16,0.4,-9.5,3,boehebu01
68,Greg Brown III,92,2022-23,NBA,POR,16,0,92,11,28,.393,10,21,.476,1,7,.143,5,12,.417,.421,2,17,19,3,4,5,6,13,28,0.9,-8.5,-5,browngr01
69,Joshua Primo,94,2022-23,NBA,SAS,4,0,94,9,26,.346,6,14,.429,3,12,.250,7,9,.778,.467,2,11,13,18,1,2,11,8,28,4.5,-6.3,-2,primojo01
70,Jay Huff,96,2022-23,NBA,WAS,7,0,96,15,25,.600,9,13,.692,6,12,.500,15,16,.938,.796,6,15,21,10,3,4,5,15,51,7.1,4.0,-7,huffja01
71,Josh Minott,97,2022-23,NBA,MIN,15,0,97,18,36,.500,16,30,.533,2,6,.333,8,8,1.000,.582,5,20,25,5,4,6,3,10,46,2.8,-1.6,24,minotjo01
72,Vince Williams Jr.,106,2022-23,NBA,MEM,15,1,106,12,40,.300,8,12,.667,4,28,.143,2,2,1.000,.367,4,11,15,4,6,2,5,12,30,0.9,-8.5,-34,willivi01
73,Justin Jackson,108,2022-23,NBA,BOS,23,0,108,7,27,.259,2,7,.286,5,20,.250,1,2,.500,.359,2,15,17,9,4,4,2,7,20,0.8,-2.6,-71,jacksju01
74,Daniel Theis,108,2022-23,NBA,IND,7,1,108,21,44,.477,19,33,.576,2,11,.182,5,12,.417,.497,7,15,22,9,2,6,3,7,49,5.7,-1.4,-19,theisda01
75,A.J. Lawson,109,2022-23,NBA,DALMIN,15,0,109,22,44,.500,12,19,.632,10,25,.400,2,8,.250,.589,6,15,21,2,2,0,3,11,56,2.4,-4.4,-46,lawsoaj01
76,Andre Iguodala,113,2022-23,NBA,GSW,8,0,113,7,15,.467,6,6,1.000,1,9,.111,2,3,.667,.521,3,14,17,19,4,3,9,11,17,2.7,-2.5,35,iguodan01
77,Olivier Sarr,114,2022-23,NBA,OKC,9,1,114,15,30,.500,14,22,.636,1,8,.125,5,7,.714,.544,12,19,31,4,1,5,4,17,36,3.4,-4.9,14,sarrol01
78,Meyers Leonard,115,2022-23,NBA,MIL,9,2,115,14,29,.483,7,11,.636,7,18,.389,8,9,.889,.652,12,22,34,1,2,0,6,16,43,3.7,-5.0,-27,leoname01
79,Shaquille Harrison,119,2022-23,NBA,POR,5,0,119,15,36,.417,12,26,.462,3,10,.300,11,15,.733,.516,1,21,22,30,11,2,6,12,44,10.6,0.1,8,harrish01
80,Jonathan Isaac,124,2022-23,NBA,ORL,11,0,124,22,53,.415,16,38,.421,6,15,.400,5,9,.556,.483,15,29,44,6,14,4,4,5,55,5.4,4.0,-19,isaacjo01
81,Jason Preston,124,2022-23,NBA,LAC,14,0,124,18,41,.439,13,23,.565,5,18,.278,0,2,.000,.489,2,20,22,27,2,0,10,7,41,2.4,-2.6,-11,prestja01
82,Xavier Cooks,126,2022-23,NBA,WAS,10,1,126,17,28,.607,17,27,.630,0,1,.000,4,10,.400,.586,16,22,38,6,6,4,8,13,38,4.0,-3.6,17,cooksxa01
83,Jeenathan Williams,126,2022-23,NBA,POR,5,4,126,24,39,.615,21,31,.677,3,8,.375,2,3,.667,.657,10,5,15,10,3,2,4,13,53,9.1,-3.0,-38,willije02
84,Quenton Jackson,135,2022-23,NBA,WAS,9,0,135,19,42,.452,18,30,.600,1,12,.083,17,22,.773,.542,2,6,8,15,4,1,4,10,56,4.7,-5.1,-17,jacksqu01
85,Cody Martin,135,2022-23,NBA,CHO,7,0,135,14,36,.389,11,22,.500,3,14,.214,4,7,.571,.448,8,16,24,11,4,1,2,13,35,4.3,-4.6,-26,martico01
86,Jarrett Culver,139,2022-23,NBA,ATL,10,1,139,17,43,.395,16,31,.516,1,12,.083,9,13,.692,.452,10,28,38,6,6,2,7,14,44,3.4,-4.2,-19,culveja01
87,Danny Green,139,2022-23,NBA,CLEMEM,11,0,139,22,49,.449,6,12,.500,16,37,.432,1,1,1.000,.617,3,11,14,6,6,3,10,16,61,3.3,-1.9,-17,greenda02
88,Kemba Walker,144,2022-23,NBA,DAL,9,1,144,24,57,.421,17,29,.586,7,28,.250,17,21,.810,.543,3,13,16,19,2,2,4,11,72,6.0,-0.3,-1,walkeke02
89,Otto Porter Jr.,147,2022-23,NBA,TOR,8,2,147,15,30,.500,9,13,.692,6,17,.353,8,8,1.000,.656,6,13,19,8,11,0,4,7,44,5.9,0.7,-21,porteot01
90,Wendell Moore Jr.,154,2022-23,NBA,MIN,29,2,154,18,43,.419,16,26,.615,2,17,.118,4,5,.800,.465,4,14,18,18,8,5,8,13,42,1.3,-2.4,-53,moorewe01
91,Alex Len,160,2022-23,NBA,SAC,26,2,160,16,30,.533,16,28,.571,0,2,.000,11,16,.688,.580,24,36,60,12,4,11,16,28,43,1.8,-4.0,16,lenal01
92,Dru Smith,160,2022-23,NBA,BRKMIA,15,1,160,18,45,.400,13,26,.500,5,19,.263,3,3,1.000,.475,2,22,24,22,10,4,3,23,44,2.9,-0.9,-28,smithdr01
93,Luka Šamanić,161,2022-23,NBA,UTA,7,4,161,26,57,.456,18,26,.692,8,31,.258,9,13,.692,.550,0,30,30,15,6,2,10,17,69,6.9,-2.1,-6,samanlu01
94,Khem Birch,162,2022-23,NBA,TOR,20,0,162,19,32,.594,18,30,.600,1,2,.500,4,5,.800,.629,8,17,25,7,5,5,8,24,43,1.7,-3.5,6,birchkh01
95,James Johnson,163,2022-23,NBA,IND,18,1,163,22,49,.449,19,34,.559,3,15,.200,4,8,.500,.486,4,26,30,15,7,6,8,32,51,2.0,-4.4,-7,johnsja01
96,Garrett Temple,163,2022-23,NBA,NOP,25,0,163,18,45,.400,7,19,.368,11,26,.423,3,4,.750,.535,5,12,17,13,9,2,4,15,50,1.7,-1.0,-17,templga01
97,Vit Krejci,166,2022-23,NBA,ATL,29,0,166,15,37,.405,10,16,.625,5,21,.238,1,2,.500,.475,6,20,26,17,5,1,5,17,36,1.1,-3.6,-3,krejcvi01
98,Noah Vonleh,171,2022-23,NBA,BOS,23,1,171,11,24,.458,10,20,.500,1,4,.250,2,2,1.000,.502,18,30,48,7,2,8,11,35,25,0.9,-6.3,-11,vonleno01
99,Boban Marjanović,172,2022-23,NBA,HOU,31,0,172,41,60,.683,41,59,.695,0,1,.000,20,27,.741,.710,20,40,60,9,5,2,14,10,102,3.0,1.6,66,marjabo01
100,Ryan Arcidiacono,173,2022-23,NBA,NYKPOR,20,4,173,9,37,.243,1,14,.071,8,23,.348,0,0,,.351,0,15,15,23,5,0,7,17,26,0.8,-8.8,-40,arcidry01
101,Mamadi Diakite,176,2022-23,NBA,CLE,22,2,176,24,50,.480,17,29,.586,7,21,.333,2,2,1.000,.560,8,22,30,8,4,9,12,26,57,1.7,-3.4,-7,diakima01
102,Kenneth Lofton Jr.,177,2022-23,NBA,MEM,24,1,177,49,93,.527,43,76,.566,6,17,.353,16,27,.593,.572,19,32,51,20,5,2,12,28,120,3.8,-0.4,-48,loftoke01
103,Peyton Watson,185,2022-23,NBA,DEN,23,2,185,29,59,.492,23,45,.511,6,14,.429,11,20,.550,.553,8,29,37,11,2,11,8,14,75,2.6,-2.8,-52,watsope01
104,Serge Ibaka,187,2022-23,NBA,MIL,16,0,187,26,54,.481,20,36,.556,6,18,.333,8,13,.615,.553,15,29,44,4,2,7,11,23,66,2.8,-4.5,-25,ibakase01
105,Skylar Mays,190,2022-23,NBA,POR,6,6,190,34,68,.500,22,42,.524,12,26,.462,12,13,.923,.624,2,17,19,50,6,1,10,11,92,15.2,0.0,-57,mayssk01
106,Nerlens Noel,195,2022-23,NBA,BRKDET,17,4,195,13,36,.361,12,34,.353,1,2,.500,8,12,.667,.424,10,36,46,10,16,10,13,32,35,2.1,-3.8,-76,noelne01
107,Moussa Diabaté,196,2022-23,NBA,LAC,22,1,196,24,47,.511,23,45,.511,1,2,.500,10,16,.625,.546,31,19,50,4,7,8,9,15,59,2.8,-2.8,-30,diabamo01
108,Jared Rhoden,198,2022-23,NBA,DET,14,0,198,17,44,.386,12,24,.500,5,20,.250,6,6,1.000,.482,11,26,37,4,4,1,3,23,45,2.3,-6.1,15,rhodeja01
109,Nikola Jović,204,2022-23,NBA,MIA,15,8,204,28,69,.406,20,34,.588,8,35,.229,18,19,.947,.530,9,22,31,10,7,2,10,19,82,3.7,-3.4,-16,jovicni01
110,Thanasis Antetokounmpo,209,2022-23,NBA,MIL,37,0,209,20,46,.435,20,38,.526,0,8,.000,11,22,.500,.458,15,29,44,15,3,3,12,22,51,1.0,-7.6,-113,antetth01
111,Matthew Dellavedova,214,2022-23,NBA,SAC,32,0,214,17,50,.340,8,23,.348,9,27,.333,4,7,.571,.443,1,12,13,41,7,0,10,20,47,1.2,-5.2,-51,dellama01
112,Dalen Terry,216,2022-23,NBA,CHI,38,0,216,32,72,.444,25,45,.556,7,27,.259,14,21,.667,.523,12,25,37,22,11,5,8,24,85,1.9,0.0,12,terryda01
113,Cody Zeller,218,2022-23,NBA,MIA,15,2,218,37,59,.627,37,57,.649,0,2,.000,24,35,.686,.659,25,39,64,10,3,4,14,33,98,5.5,-2.8,-48,zelleco01
114,John Butler,223,2022-23,NBA,POR,19,1,223,17,53,.321,9,18,.500,8,35,.229,3,4,.750,.411,3,14,17,11,7,9,1,22,45,1.7,-6.2,-71,butlejo01
115,Patrick Baldwin Jr.,226,2022-23,NBA,GSW,31,0,226,43,109,.394,11,25,.440,32,84,.381,4,6,.667,.546,1,39,40,11,6,4,11,14,122,2.4,-2.1,-53,baldwpa01
116,David Duke Jr.,229,2022-23,NBA,BRK,23,0,229,36,78,.462,35,66,.530,1,12,.083,12,17,.706,.497,11,18,29,21,10,1,18,31,85,2.2,-7.3,-35,dukeda01
117,Johnny Juzang,234,2022-23,NBA,UTA,18,0,234,35,104,.337,20,41,.488,15,63,.238,2,4,.500,.411,8,31,39,8,4,3,3,13,87,2.5,-6.5,-87,juzanjo01
118,Frank Kaminsky,234,2022-23,NBA,ATLHOU,36,0,234,31,63,.492,18,30,.600,13,33,.394,14,16,.875,.635,7,45,52,32,6,4,9,22,89,2.5,2.8,-4,kaminfr01
119,Kira Lewis Jr.,238,2022-23,NBA,NOP,25,0,238,40,88,.455,25,54,.463,15,34,.441,19,22,.864,.584,5,28,33,23,10,2,10,24,114,3.5,-0.3,62,lewiski01
120,Jamal Cain,243,2022-23,NBA,MIA,18,0,243,37,66,.561,30,46,.652,7,20,.350,17,22,.773,.647,15,37,52,12,11,1,6,21,98,5.1,0.8,22,cainja01
121,Luka Garza,243,2022-23,NBA,MIN,28,0,243,63,116,.543,49,77,.636,14,39,.359,41,52,.788,.652,33,30,63,18,3,2,14,43,181,4.9,-0.4,18,garzalu01
122,KZ Okpala,247,2022-23,NBA,SAC,35,3,247,16,38,.421,9,17,.529,7,21,.333,7,8,.875,.554,7,27,34,13,7,7,7,39,46,1.1,-3.2,-11,okpalkz01
123,Brandon Boston Jr.,249,2022-23,NBA,LAC,22,1,249,51,122,.418,39,93,.419,12,29,.414,29,38,.763,.515,7,23,30,20,9,0,12,21,143,4.0,-2.2,-44,bostobr01
124,Jeff Dowtin Jr.,259,2022-23,NBA,TOR,25,0,259,25,57,.439,20,41,.488,5,16,.313,6,9,.667,.500,6,17,23,31,9,3,5,13,61,2.5,-1.9,4,dowtije01
125,Terry Taylor,263,2022-23,NBA,CHIIND,31,2,263,39,75,.520,34,56,.607,5,19,.263,6,11,.545,.557,27,20,47,10,3,6,9,26,89,2.3,-4.1,18,taylote01
126,Bryn Forbes,268,2022-23,NBA,MIN,25,0,268,30,83,.361,16,37,.432,14,46,.304,15,15,1.000,.497,4,11,15,17,7,2,12,22,89,1.9,-6.3,-48,forbebr01
127,Trent Forrest,277,2022-23,NBA,ATL,23,3,277,25,60,.417,25,58,.431,0,2,.000,2,3,.667,.424,5,32,37,38,7,2,15,17,52,2.0,-5.1,-58,forretr01
128,Dalano Banton,279,2022-23,NBA,TOR,31,2,279,55,130,.423,40,79,.506,15,51,.294,17,24,.708,.505,11,34,45,36,13,13,18,34,142,3.3,-0.5,-34,bantoda01
129,Kennedy Chandler,284,2022-23,NBA,MEM,36,0,284,35,83,.422,33,68,.485,2,15,.133,6,13,.462,.440,9,29,38,58,12,5,18,15,78,2.2,-2.7,-41,chandke01
130,Nathan Knight,293,2022-23,NBA,MIN,38,0,293,46,81,.568,38,59,.644,8,22,.364,39,57,.684,.655,22,34,56,13,10,6,21,41,139,2.8,-3.2,-9,knighna01
131,Moses Brown,295,2022-23,NBA,BRKLAC,36,1,295,61,96,.635,61,96,.635,0,0,,33,72,.458,.607,57,82,139,4,4,14,15,39,155,4.1,-0.6,27,brownmo01
132,Robin Lopez,297,2022-23,NBA,CLE,37,2,297,48,75,.640,46,71,.648,2,4,.500,14,18,.778,.675,23,28,51,19,2,8,25,43,112,2.2,-3.0,-60,lopezro01
133,Matt Ryan,311,2022-23,NBA,LALMIN,34,0,311,40,108,.370,8,24,.333,32,84,.381,10,12,.833,.538,4,22,26,16,5,1,7,27,122,2.1,-3.4,21,ryanma01
134,Julian Champagnie,319,2022-23,NBA,PHISAS,17,3,319,59,130,.454,26,48,.542,33,82,.402,14,17,.824,.600,10,50,60,10,6,5,11,26,165,6.7,-3.3,-74,champju02
135,Theo Pinson,325,2022-23,NBA,DAL,40,1,325,31,87,.356,9,25,.360,22,62,.355,11,13,.846,.512,10,53,63,46,6,1,12,34,95,2.0,-3.4,-50,pinsoth01
136,McKinley Wright IV,337,2022-23,NBA,DAL,27,1,337,46,98,.469,37,70,.529,9,28,.321,13,19,.684,.536,9,38,47,58,8,5,19,24,114,3.8,-2.7,-110,wrighmc01
137,Derrick Rose,340,2022-23,NBA,NYK,27,0,340,61,159,.384,42,96,.438,19,63,.302,11,12,.917,.463,8,32,40,46,7,5,22,18,152,3.5,-3.7,-29,rosede01
138,Jae Crowder,341,2022-23,NBA,MIL,18,3,341,45,94,.479,21,39,.538,24,55,.436,10,12,.833,.624,17,52,69,27,12,6,7,27,124,6.7,1.2,0,crowdja01
139,A.J. Green,345,2022-23,NBA,MIL,35,1,345,53,125,.424,9,20,.450,44,105,.419,4,4,1.000,.607,6,39,45,22,6,0,9,31,154,3.0,-0.9,-26,greenaj01
140,Davon Reed,346,2022-23,NBA,DENLAL,43,1,346,28,84,.333,11,38,.289,17,46,.370,16,24,.667,.471,10,49,59,23,15,4,20,39,89,1.4,-5.3,-99,reedda01
141,Richaun Holmes,347,2022-23,NBA,SAC,42,1,347,55,89,.618,50,81,.617,5,8,.625,15,19,.789,.668,29,51,80,9,3,11,14,50,130,2.5,-2.9,-69,holmeri01
142,Markieff Morris,353,2022-23,NBA,BRKDAL,35,2,353,47,115,.409,19,44,.432,28,71,.394,10,10,1.000,.553,13,58,71,31,9,5,18,48,132,2.7,-2.7,10,morrima02
143,Furkan Korkmaz,355,2022-23,NBA,PHI,37,0,355,48,111,.432,30,65,.462,18,46,.391,26,36,.722,.552,6,36,42,22,10,3,24,18,140,2.4,-4.4,2,korkmfu01
144,Udoka Azubuike,357,2022-23,NBA,UTA,36,4,357,59,72,.819,59,72,.819,0,0,,7,20,.350,.774,31,88,119,11,6,15,18,34,125,3.7,-0.6,-83,azubuud01
145,Gorgui Dieng,359,2022-23,NBA,SAS,31,1,359,45,117,.385,24,42,.571,21,75,.280,10,13,.769,.493,27,80,107,53,4,14,32,57,121,3.1,-3.9,-152,dienggo01
146,JaVale McGee,359,2022-23,NBA,DAL,42,7,359,80,125,.640,78,120,.650,2,5,.400,24,41,.585,.650,30,77,107,11,4,26,36,54,186,3.3,-3.7,-57,mcgeeja01
147,Gary Payton II,367,2022-23,NBA,GSWPOR,22,1,367,41,69,.594,28,43,.651,13,26,.500,6,7,.857,.701,24,45,69,30,22,5,16,43,101,5.1,0.3,39,paytoga02
148,Saben Lee,370,2022-23,NBA,PHIPHO,25,1,370,49,121,.405,38,91,.418,11,30,.367,42,57,.737,.517,13,32,45,67,19,1,24,32,151,5.1,-1.8,-30,leesa01
149,Kessler Edwards,389,2022-23,NBA,BRKSAC,36,4,389,36,93,.387,19,38,.500,17,55,.309,11,15,.733,.502,23,38,61,23,14,6,13,40,100,2.2,-3.9,-4,edwarke02
150,Duane Washington Jr.,392,2022-23,NBA,PHO,31,3,392,94,256,.367,54,145,.372,40,111,.360,16,24,.667,.458,2,34,36,63,6,4,34,23,244,3.9,-4.6,-6,washidu02
151,Ish Smith,398,2022-23,NBA,DEN,43,0,398,52,131,.397,50,119,.420,2,12,.167,2,4,.500,.407,5,49,54,100,8,7,44,33,108,1.9,-6.6,-31,smithis01
152,Cade Cunningham,399,2022-23,NBA,DET,12,12,399,93,224,.415,76,163,.466,17,61,.279,36,43,.837,.492,12,62,74,72,10,7,39,34,239,13.0,-0.7,-60,cunnica01
153,Bruno Fernando,407,2022-23,NBA,ATLHOU,39,4,407,59,112,.527,59,108,.546,0,4,.000,35,50,.700,.571,54,83,137,31,6,34,25,74,153,3.9,-2.0,-75,fernabr01
154,Dominick Barlow,408,2022-23,NBA,SAS,28,0,408,46,86,.535,46,82,.561,0,4,.000,18,25,.720,.567,46,56,102,24,10,19,15,56,110,4.2,-4.6,-108,barlodo01
155,Jake LaRavia,413,2022-23,NBA,MEM,35,0,413,37,95,.389,13,24,.542,24,71,.338,7,9,.778,.531,19,44,63,21,12,4,18,49,105,2.0,-3.5,-78,laravja01
156,Keon Johnson,418,2022-23,NBA,POR,40,0,418,67,178,.376,39,97,.402,28,81,.346,27,41,.659,.482,11,33,44,59,19,6,43,43,189,2.7,-5.4,-153,johnske07
