Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
141,Josh McRoberts,596,2015-16,NBA,MIA,42,1,596,55,148,.372,43,99,.434,12,49,.245,28,40,.700,.453,22,83,105,81,18,7,30,68,150,3.0,-1.6,5,mcrobjo01
142,Shabazz Napier,599,2015-16,NBA,ORL,55,0,599,68,201,.338,34,97,.351,34,104,.327,33,45,.733,.460,9,46,55,97,23,1,46,38,203,2.5,-3.0,-51,napiesh01
143,Sean Kilpatrick,613,2015-16,NBA,BRKDEN,31,0,613,123,270,.456,84,156,.538,39,114,.342,60,67,.896,.576,12,44,56,29,12,2,31,37,345,6.8,-2.2,-146,kilpase01
144,Rondae Hollis-Jefferson,614,2015-16,NBA,BRK,29,17,614,63,138,.457,59,124,.476,4,14,.286,37,52,.712,.519,39,115,154,43,39,16,26,61,167,6.3,0.8,-61,holliro01
145,Kirk Hinrich,630,2015-16,NBA,ATLCHI,46,7,630,49,129,.380,25,67,.373,24,62,.387,15,16,.938,.504,8,62,70,73,15,2,30,64,137,2.2,-3.5,16,hinriki01
146,Andrea Bargnani,634,2015-16,NBA,BRK,46,0,634,127,279,.455,124,263,.471,3,16,.188,47,57,.825,.500,28,69,97,18,4,9,26,61,304,3.7,-5.1,-193,bargnan01
147,Joakim Noah,636,2015-16,NBA,CHI,29,2,636,51,133,.383,51,132,.386,0,1,.000,22,45,.489,.406,87,168,255,110,18,29,52,77,124,6.4,1.6,-32,noahjo01
148,Justin Anderson,644,2015-16,NBA,DAL,55,9,644,71,175,.406,49,92,.533,22,83,.265,44,55,.800,.522,18,114,132,29,19,25,24,45,208,3.1,0.3,6,anderju01
149,C.J. Watson,655,2015-16,NBA,ORL,33,2,655,47,137,.343,33,89,.371,14,48,.292,34,39,.872,.461,10,56,66,88,19,5,25,49,142,3.8,-3.0,-51,watsocj01
150,Tyler Ennis,657,2015-16,NBA,MIL,46,7,657,84,187,.449,71,148,.480,13,39,.333,25,34,.735,.510,13,62,75,95,25,1,46,64,206,3.3,-4.3,-70,ennisty01
151,Jeff Withey,657,2015-16,NBA,UTA,51,10,657,87,162,.537,87,160,.544,0,2,.000,43,59,.729,.577,56,117,173,20,21,53,28,75,217,4.3,1.0,57,witheje01
152,Charlie Villanueva,664,2015-16,NBA,DAL,62,4,664,125,327,.382,78,155,.503,47,172,.273,22,24,.917,.473,24,128,152,24,18,15,31,71,319,2.9,-2.7,-88,villach01
153,Kelly Oubre Jr.,672,2015-16,NBA,WAS,63,9,672,90,211,.427,65,132,.492,25,79,.316,31,49,.633,.507,25,108,133,13,22,7,34,100,236,2.0,-5.1,-46,oubreke01
154,Seth Curry,694,2015-16,NBA,SAC,44,9,694,102,224,.455,52,113,.460,50,111,.450,45,54,.833,.603,9,51,60,67,22,3,36,41,299,5.0,-0.2,-36,curryse01
155,Nick Collison,700,2015-16,NBA,OKC,59,4,700,50,109,.459,50,107,.467,0,2,.000,23,33,.697,.498,68,103,171,52,15,16,50,107,123,1.9,-3.1,25,collini01
156,Mike Dunleavy,702,2015-16,NBA,CHI,31,30,702,77,188,.410,38,89,.427,39,99,.394,29,37,.784,.543,8,75,83,39,14,10,26,66,222,4.6,-3.5,-66,dunlemi02
157,Richaun Holmes,702,2015-16,NBA,PHI,51,1,702,114,222,.514,106,178,.596,8,44,.182,51,74,.689,.564,62,73,135,33,19,40,32,92,287,4.6,-1.5,-53,holmeri01
158,Cameron Payne,702,2015-16,NBA,OKC,57,1,702,114,278,.410,78,167,.467,36,111,.324,19,24,.792,.490,9,76,85,108,36,6,44,80,283,3.5,-0.7,-28,payneca01
159,Beno Udrih,708,2015-16,NBA,MEMMIA,44,5,708,86,198,.434,71,154,.461,15,44,.341,18,20,.900,.496,8,64,72,116,14,1,53,51,205,3.3,-3.6,-20,udrihbe01
160,Dewayne Dedmon,709,2015-16,NBA,ORL,58,20,709,99,177,.559,99,177,.559,0,0,,57,76,.750,.606,67,161,228,13,22,46,32,109,255,4.2,-0.9,-36,dedmode01
161,Tyler Zeller,714,2015-16,NBA,BOS,60,3,714,138,290,.476,138,290,.476,0,0,,88,108,.815,.539,62,116,178,29,10,22,46,97,364,4.1,-3.3,-65,zellety01
162,James Anderson,720,2015-16,NBA,SAC,51,15,720,67,178,.376,44,92,.478,23,86,.267,22,29,.759,.469,13,73,86,41,21,14,42,54,179,2.1,-4.5,-82,anderja01
163,Norman Powell,729,2015-16,NBA,TOR,49,24,729,97,229,.424,61,140,.436,36,89,.404,43,53,.811,.541,16,95,111,47,29,10,32,59,273,4.1,-0.3,66,powelno01
164,Tim Frazier,742,2015-16,NBA,NOPPOR,51,2,742,96,229,.419,80,181,.442,16,48,.333,53,74,.716,.499,26,84,110,162,33,2,65,73,261,4.5,-2.0,-31,fraziti01
165,Mo Williams,748,2015-16,NBA,CLE,41,14,748,132,302,.437,96,200,.480,36,102,.353,38,42,.905,.527,6,66,72,98,14,5,57,60,338,5.0,-1.5,-50,willima01
166,Kyle O'Quinn,761,2015-16,NBA,NYK,65,1,761,129,271,.476,124,249,.498,5,22,.227,46,60,.767,.520,76,174,250,72,20,49,61,107,309,4.2,0.4,-59,oquinky01
167,Tyreke Evans,765,2015-16,NBA,NOP,25,25,765,136,314,.433,103,229,.450,33,85,.388,74,93,.796,.534,20,109,129,164,32,8,73,66,379,12.2,1.7,-14,evansty01
168,Amar'e Stoudemire,765,2015-16,NBA,MIA,52,36,765,125,221,.566,125,221,.566,0,0,,50,67,.746,.599,65,157,222,27,18,41,47,92,300,5.1,-0.6,9,stoudam01
169,Festus Ezeli,769,2015-16,NBA,GSW,46,13,769,125,228,.548,125,228,.548,0,0,,70,132,.530,.559,91,166,257,32,18,50,38,94,320,6.5,-0.1,223,ezelife01
170,Justin Holiday,769,2015-16,NBA,ATLCHI,53,5,769,88,228,.386,52,123,.423,36,105,.343,27,37,.730,.489,12,78,90,56,32,19,39,61,239,3.1,-3.1,-89,holidju01
171,DeMarre Carroll,787,2015-16,NBA,TOR,26,22,787,105,270,.389,59,152,.388,46,118,.390,30,50,.600,.490,31,91,122,27,44,6,28,63,286,7.5,0.3,45,carrode01
172,Alec Burks,798,2015-16,NBA,UTA,31,3,798,137,334,.410,105,255,.412,32,79,.405,106,141,.752,.520,16,93,109,63,18,4,51,71,412,7.9,-0.4,-13,burksal01
173,Cole Aldrich,801,2015-16,NBA,LAC,60,5,801,134,225,.596,134,225,.596,0,0,,60,84,.714,.626,86,202,288,50,47,68,64,139,328,5.8,2.4,-26,aldrico01
174,Gary Neal,807,2015-16,NBA,WAS,40,2,807,151,325,.465,110,225,.489,41,100,.410,47,55,.855,.558,11,72,83,47,20,1,29,55,390,6.3,-1.5,-163,nealga01
175,Jonathon Simmons,811,2015-16,NBA,SAS,55,2,811,122,242,.504,104,195,.533,18,47,.383,69,92,.750,.586,16,80,96,58,24,5,53,103,331,3.8,-2.7,92,simmojo02
176,Pablo Prigioni,815,2015-16,NBA,LAC,59,3,815,55,147,.374,27,52,.519,28,95,.295,7,8,.875,.482,38,76,114,130,53,1,49,82,145,3.0,-0.4,-66,prigipa01
177,Andrew Nicholson,821,2015-16,NBA,ORL,56,0,821,146,310,.471,105,196,.536,41,114,.360,51,65,.785,.567,34,167,201,25,10,22,41,69,384,4.8,-1.1,34,nichoan01
178,Kris Humphries,836,2015-16,NBA,ATLPHOWAS,53,17,836,121,295,.410,87,187,.465,34,108,.315,67,84,.798,.517,57,161,218,36,16,23,38,94,343,4.7,-2.0,-105,humphkr01
179,Marreese Speights,836,2015-16,NBA,GSW,72,0,836,197,456,.432,173,394,.439,24,62,.387,94,114,.825,.506,77,162,239,61,19,34,66,117,512,4.7,-3.7,11,speigma01
180,Luke Babbitt,846,2015-16,NBA,NOP,47,13,846,122,289,.422,78,180,.433,44,109,.404,39,50,.780,.526,25,123,148,53,11,7,23,90,327,4.6,-2.5,-30,babbilu01
181,Chris Johnson,857,2015-16,NBA,UTA,70,2,857,72,194,.371,45,95,.474,27,99,.273,34,42,.810,.482,27,105,132,45,32,20,40,100,205,2.0,-2.0,1,johnsch04
182,Johnny O'Bryant,860,2015-16,NBA,MIL,66,4,860,86,209,.411,85,208,.409,1,1,1.000,27,40,.675,.441,65,111,176,32,18,8,31,100,200,2.1,-5.9,-131,obryajo01
183,Tyler Johnson,862,2015-16,NBA,MIA,36,5,862,118,243,.486,91,172,.529,27,71,.380,51,64,.797,.579,28,81,109,79,24,14,47,66,314,6.8,0.7,10,johnsty01
184,Alexis Ajinça,863,2015-16,NBA,NOP,59,17,863,150,315,.476,150,314,.478,0,1,.000,52,62,.839,.514,75,194,269,31,19,36,54,134,352,4.3,-4.0,-66,ajincal01
185,Tim Hardaway Jr.,863,2015-16,NBA,ATL,51,1,863,114,265,.430,66,123,.537,48,142,.338,50,56,.893,.563,7,79,86,51,21,7,23,48,326,4.5,-0.9,101,hardati02
186,Marcelo Huertas,866,2015-16,NBA,LAL,53,0,866,97,230,.422,81,169,.479,16,61,.262,27,29,.931,.488,18,72,90,182,26,7,80,76,237,3.7,-5.0,19,huertma01
187,Solomon Hill,869,2015-16,NBA,IND,59,3,869,93,208,.447,69,134,.515,24,74,.324,36,42,.857,.543,39,127,166,57,37,11,33,68,246,3.8,0.1,45,hillso01
188,Brandon Jennings,869,2015-16,NBA,DETORL,48,7,869,112,304,.368,61,149,.409,51,155,.329,57,78,.731,.491,16,80,96,170,29,7,57,57,332,5.5,-0.4,10,jennibr01
189,Miles Plumlee,869,2015-16,NBA,MIL,61,14,869,140,233,.601,140,233,.601,0,0,,34,59,.576,.606,94,138,232,16,21,50,40,73,314,5.0,-1.5,-98,plumlmi01
190,Quincy Acy,877,2015-16,NBA,SAC,59,29,877,119,214,.556,100,165,.606,19,49,.388,50,68,.735,.629,65,123,188,27,29,24,27,103,307,4.7,-0.1,-126,acyqu01
191,Josh Smith,878,2015-16,NBA,HOULAC,55,7,878,127,349,.364,86,206,.417,41,143,.287,37,67,.552,.439,51,141,192,90,34,47,77,118,332,3.8,-3.1,-74,smithjo03
192,David Lee,905,2015-16,NBA,BOSDAL,55,5,905,178,335,.531,178,334,.533,0,1,.000,71,93,.763,.568,101,204,305,84,22,28,66,114,427,6.8,1.3,-84,leeda02
193,Sasha Vujačić,909,2015-16,NBA,NYK,61,25,909,106,277,.383,54,134,.403,52,143,.364,32,39,.821,.503,26,123,149,84,34,5,44,83,296,3.5,-1.2,-42,vujacsa01
194,Thomas Robinson,915,2015-16,NBA,BRK,71,7,915,130,291,.447,130,290,.448,0,1,.000,47,109,.431,.453,136,223,359,46,39,36,69,111,307,3.9,-3.8,-279,robinth01
195,James Johnson,924,2015-16,NBA,TOR,57,32,924,114,240,.475,94,174,.540,20,66,.303,39,68,.574,.532,28,98,126,67,29,33,54,84,287,3.7,-1.0,8,johnsja01
196,Anthony Morrow,928,2015-16,NBA,OKC,68,6,928,136,333,.408,57,129,.442,79,204,.387,29,39,.744,.543,10,52,62,24,22,5,17,64,380,3.2,-1.1,111,morroan01
197,Chase Budinger,931,2015-16,NBA,INDPHO,66,2,931,104,239,.435,80,153,.523,24,86,.279,39,56,.696,.514,43,107,150,64,32,10,44,62,271,3.3,-1.3,1,budinch01
198,John Henson,959,2015-16,NBA,MIL,57,1,959,164,291,.564,164,290,.566,0,1,.000,69,117,.590,.580,87,134,221,54,18,109,64,131,397,6.3,0.2,-145,hensojo01
199,Kyle Singler,982,2015-16,NBA,OKC,68,2,982,86,221,.389,56,124,.452,30,97,.309,29,44,.659,.481,50,91,141,24,30,9,32,120,231,2.1,-3.2,-22,singlky01
200,Steve Blake,987,2015-16,NBA,DET,58,2,987,93,240,.388,41,89,.461,52,151,.344,16,20,.800,.510,9,80,89,200,24,5,81,70,254,3.6,-2.4,-54,blakest01
201,Markel Brown,988,2015-16,NBA,BRK,62,6,988,127,322,.394,89,201,.443,38,121,.314,71,94,.755,.500,23,99,122,91,38,15,54,94,363,4.0,-3.0,-232,brownma02
202,Dwight Powell,996,2015-16,NBA,DAL,69,2,996,146,296,.493,144,280,.514,2,16,.125,105,142,.739,.557,84,189,273,44,36,24,40,118,399,5.0,0.1,-80,poweldw01
203,Rashad Vaughn,1000,2015-16,NBA,MIL,70,6,1000,81,266,.305,38,119,.319,43,147,.293,12,15,.800,.398,11,77,88,39,29,16,28,73,217,1.5,-5.7,-143,vaughra01
204,Vince Carter,1009,2015-16,NBA,MEM,60,3,1009,133,343,.388,74,174,.425,59,169,.349,70,84,.833,.520,31,115,146,56,38,16,35,101,395,4.5,-1.0,-35,cartevi01
205,Jarrett Jack,1027,2015-16,NBA,BRK,32,32,1027,140,358,.391,109,256,.426,31,102,.304,100,112,.893,.505,9,127,136,236,34,7,94,77,411,10.5,-0.7,-131,jackja01
206,Spencer Hawes,1032,2015-16,NBA,CHO,57,6,1032,124,306,.405,86,204,.422,38,102,.373,54,65,.831,.508,51,193,244,109,22,27,58,111,340,4.9,-0.6,42,hawessp01
207,Nick Young,1036,2015-16,NBA,LAL,54,2,1036,126,372,.339,49,135,.363,77,237,.325,63,76,.829,.483,14,83,97,34,23,7,30,50,392,3.9,-3.7,-198,youngni01
208,Jameer Nelson,1038,2015-16,NBA,DEN,39,15,1038,113,307,.368,70,163,.429,43,144,.299,30,35,.857,.464,19,96,115,190,25,5,66,100,299,5.8,-3.0,-133,nelsoja01
209,Joffrey Lauvergne,1044,2015-16,NBA,DEN,59,15,1044,195,380,.513,182,327,.557,13,53,.245,62,69,.899,.567,77,213,290,56,13,15,54,115,465,6.0,-1.6,-221,lauvejo01
210,Terrence Jones,1047,2015-16,NBA,HOU,50,11,1047,166,367,.452,141,288,.490,25,79,.316,77,116,.664,.519,62,149,211,41,23,39,49,86,434,6.2,-2.1,-241,joneste01
211,Brandon Rush,1050,2015-16,NBA,GSW,72,25,1050,111,260,.427,46,103,.447,65,157,.414,18,28,.643,.560,21,160,181,57,20,23,33,57,305,3.4,-0.8,-32,rushbr01
212,Shelvin Mack,1057,2015-16,NBA,ATLUTA,52,27,1057,182,415,.439,143,290,.493,39,125,.312,45,61,.738,.507,13,115,128,187,34,3,95,72,448,6.0,-1.6,95,macksh01
213,Eric Bledsoe,1058,2015-16,NBA,PHO,31,31,1058,223,492,.453,175,363,.482,48,129,.372,138,172,.802,.557,18,107,125,190,63,19,110,75,632,15.4,3.3,-51,bledser01
214,T.J. Warren,1065,2015-16,NBA,PHO,47,4,1065,221,441,.501,193,371,.520,28,70,.400,45,64,.703,.549,57,90,147,44,37,16,32,94,515,7.7,-0.5,-111,warretj01
215,Nemanja Bjelica,1078,2015-16,NBA,MIN,60,0,1078,110,235,.468,62,110,.564,48,125,.384,40,55,.727,.594,49,161,210,83,26,21,47,154,308,4.2,-0.7,-129,bjeline01
216,Leandro Barbosa,1079,2015-16,NBA,GSW,68,0,1079,171,370,.462,132,260,.508,39,110,.355,52,62,.839,.545,28,89,117,82,44,10,53,107,433,4.4,-2.0,42,barbole01
217,O.J. Mayo,1088,2015-16,NBA,MIL,41,24,1088,119,321,.371,67,159,.421,52,162,.321,31,40,.775,.474,13,92,105,118,48,8,72,126,321,4.7,-4.0,-57,mayooj01
218,Kevin Martin,1093,2015-16,NBA,MINSAS,55,13,1093,156,419,.372,107,283,.378,49,136,.360,153,172,.890,.520,14,96,110,58,26,3,54,83,514,5.4,-3.2,-121,martike02
219,Al Jefferson,1096,2015-16,NBA,CHO,47,18,1096,245,505,.485,245,505,.485,0,0,,72,111,.649,.507,57,244,301,70,30,41,34,117,562,9.2,-0.5,49,jeffeal01
220,Nenê,1097,2015-16,NBA,WAS,57,11,1097,209,384,.544,209,381,.549,0,3,.000,107,185,.578,.564,52,207,259,97,54,26,76,156,525,7.2,0.4,30,hilarne01
221,Bobby Portis,1103,2015-16,NBA,CHI,62,4,1103,186,436,.427,170,384,.443,16,52,.308,48,66,.727,.469,123,214,337,52,25,22,54,100,436,5.3,-3.3,-178,portibo01
222,Josh Richardson,1105,2015-16,NBA,MIA,52,2,1105,123,272,.452,70,157,.446,53,115,.461,42,63,.667,.569,21,86,107,73,36,25,35,107,341,5.0,-0.4,39,richajo01
223,Marcus Thornton,1110,2015-16,NBA,HOUWAS,61,8,1110,216,542,.399,125,272,.460,91,270,.337,67,79,.848,.511,38,112,150,85,47,4,51,90,590,6.1,-0.5,41,thornma01
224,Aaron Brooks,1111,2015-16,NBA,CHI,69,0,1111,188,469,.401,122,284,.430,66,185,.357,49,64,.766,.494,21,80,101,180,30,10,82,132,491,4.3,-2.6,-13,brookaa01
225,Archie Goodwin,1113,2015-16,NBA,PHO,57,13,1113,176,422,.417,153,323,.474,23,99,.232,130,193,.674,.498,27,115,142,118,27,13,100,84,505,5.1,-3.7,-209,goodwar01
226,Manu Ginóbili,1137,2015-16,NBA,SAS,58,0,1137,197,435,.453,127,256,.496,70,179,.391,91,112,.813,.573,26,120,146,177,66,11,99,99,555,7.5,3.6,329,ginobma01
227,Mike Scott,1148,2015-16,NBA,ATL,75,0,1148,176,376,.468,114,218,.523,62,158,.392,50,63,.794,.575,53,153,206,78,25,17,42,102,464,4.8,-0.1,110,scottmi01
228,JaKarr Sampson,1166,2015-16,NBA,DENPHI,73,40,1166,140,317,.442,126,254,.496,14,63,.222,80,122,.656,.504,46,144,190,46,23,33,70,142,374,3.0,-5.4,-235,sampsja02
229,Blake Griffin,1171,2015-16,NBA,LAC,35,35,1171,301,603,.499,295,585,.504,6,18,.333,141,194,.727,.544,51,243,294,170,28,17,83,95,749,16.4,4.5,180,griffbl01
230,Noah Vonleh,1173,2015-16,NBA,POR,78,56,1173,117,278,.421,106,232,.457,11,46,.239,38,51,.745,.471,91,214,305,30,27,26,50,152,283,2.7,-4.2,-60,vonleno01
231,Jonas Jerebko,1178,2015-16,NBA,BOS,78,0,1178,118,286,.413,75,178,.421,43,108,.398,61,78,.782,.531,77,211,288,62,20,24,52,137,340,3.5,-2.0,32,jerebjo01
232,Jason Smith,1180,2015-16,NBA,ORL,76,2,1180,244,503,.485,240,487,.493,4,16,.250,54,67,.806,.513,53,166,219,62,33,65,57,163,546,4.9,-2.2,-37,smithja02
233,Ömer Aşık,1181,2015-16,NBA,NOP,68,64,1181,104,195,.533,104,195,.533,0,0,,61,112,.545,.551,120,294,414,26,21,23,60,124,269,4.0,-3.8,-204,asikom01
234,D.J. Augustin,1182,2015-16,NBA,DENOKC,62,0,1182,148,350,.423,80,182,.440,68,168,.405,103,128,.805,.575,8,87,95,198,38,4,84,85,467,5.9,-0.4,-31,augusdj01
235,Channing Frye,1196,2015-16,NBA,CLEORL,70,32,1196,152,347,.438,61,112,.545,91,235,.387,30,35,.857,.586,35,199,234,71,29,28,43,127,425,4.7,0.8,102,fryech01
236,Norris Cole,1199,2015-16,NBA,NOP,45,23,1199,196,484,.405,163,382,.427,33,102,.324,52,65,.800,.465,10,141,151,167,37,5,75,102,477,6.7,-3.8,-101,coleno01
237,Ronnie Price,1210,2015-16,NBA,PHO,62,18,1210,116,302,.384,48,106,.453,68,196,.347,31,41,.756,.517,25,74,99,147,74,13,70,161,331,4.1,-1.8,-73,pricero01
238,Jeremy Lamb,1226,2015-16,NBA,CHO,66,0,1226,230,510,.451,174,329,.529,56,181,.309,64,88,.727,.529,44,208,252,77,42,30,50,105,580,6.4,0.8,151,lambje01
239,Paul Pierce,1235,2015-16,NBA,LAC,68,38,1235,144,397,.363,69,155,.445,75,242,.310,54,66,.818,.489,12,174,186,71,33,17,58,129,417,3.5,-3.3,53,piercpa01
240,Joe Ingles,1240,2015-16,NBA,UTA,81,2,1240,124,291,.426,43,81,.531,81,210,.386,13,18,.722,.572,19,132,151,96,55,4,65,98,342,3.2,0.2,2,inglejo01
241,Aron Baynes,1241,2015-16,NBA,DET,81,1,1241,194,384,.505,194,382,.508,0,2,.000,126,165,.764,.563,140,244,384,51,21,52,67,151,514,5.5,-0.2,-59,baynear01
242,Kyle Anderson,1247,2015-16,NBA,SAS,78,11,1247,138,295,.468,126,258,.488,12,37,.324,62,83,.747,.528,25,219,244,123,60,29,59,97,350,4.4,1.4,202,anderky01
243,Jon Leuer,1258,2015-16,NBA,PHO,67,27,1258,224,466,.481,182,356,.511,42,110,.382,77,101,.762,.555,76,297,373,72,38,30,75,125,567,6.7,0.0,-70,leuerjo01
244,Jason Terry,1260,2015-16,NBA,HOU,72,7,1260,151,376,.402,58,115,.504,93,261,.356,27,33,.818,.540,14,65,79,103,47,9,49,91,422,4.0,-1.6,30,terryja01
245,Jerian Grant,1261,2015-16,NBA,NYK,76,6,1261,154,391,.394,132,291,.454,22,100,.220,96,123,.780,.479,23,120,143,177,50,10,87,97,426,4.1,-3.1,-162,grantje02
246,Toney Douglas,1264,2015-16,NBA,NOP,61,18,1264,183,445,.411,102,242,.421,81,203,.399,84,99,.848,.543,25,118,143,157,70,5,64,131,531,6.7,0.0,-140,douglto01
247,E'Twaun Moore,1265,2015-16,NBA,CHI,59,22,1265,187,389,.481,140,285,.491,47,104,.452,22,35,.629,.548,19,114,133,99,37,18,53,103,443,5.3,-1.9,-37,mooreet01
248,Larry Nance Jr.,1268,2015-16,NBA,LAL,63,22,1268,158,300,.527,157,290,.541,1,10,.100,32,47,.681,.544,101,211,312,44,54,23,41,124,349,5.4,-1.5,-96,nancela02
249,Luc Mbah a Moute,1273,2015-16,NBA,LAC,75,61,1273,94,207,.454,81,167,.485,13,40,.325,30,57,.526,.498,60,111,171,30,44,19,34,100,231,2.6,-2.6,164,mbahalu01
250,Rodney Stuckey,1275,2015-16,NBA,IND,58,1,1275,183,443,.413,163,360,.453,20,83,.241,131,158,.829,.504,19,137,156,142,43,8,76,77,517,6.3,-1.4,10,stuckro01
251,Devin Harris,1277,2015-16,NBA,DAL,64,0,1277,167,374,.447,115,216,.532,52,158,.329,101,140,.721,.559,18,120,138,118,60,13,66,124,487,5.6,0.1,-87,harride01
252,Tony Snell,1300,2015-16,NBA,CHI,64,33,1300,126,339,.372,70,184,.380,56,155,.361,30,33,.909,.478,19,180,199,63,16,17,52,100,338,3.1,-4.0,97,snellto01
253,P.J. Hairston,1313,2015-16,NBA,CHOMEM,66,52,1313,145,408,.355,75,167,.449,70,241,.290,50,64,.781,.470,25,149,174,38,32,11,41,137,410,3.2,-4.5,-187,hairspj02
254,Lance Thomas,1315,2015-16,NBA,NYK,59,5,1315,169,382,.442,125,273,.458,44,109,.404,102,119,.857,.557,34,97,131,53,22,7,57,109,484,5.0,-3.2,-32,thomala01
255,Donald Sloan,1317,2015-16,NBA,BRK,61,33,1317,154,350,.440,116,251,.462,38,99,.384,78,104,.750,.536,17,156,173,268,32,4,80,73,424,6.6,-1.7,-125,sloando01
256,Iman Shumpert,1319,2015-16,NBA,CLE,54,5,1319,114,305,.374,71,159,.447,43,146,.295,40,51,.784,.475,32,171,203,92,54,19,57,119,311,4.4,-1.5,185,shumpim01
257,Richard Jefferson,1326,2015-16,NBA,CLE,74,5,1326,143,312,.458,77,139,.554,66,173,.382,58,87,.667,.585,15,113,128,59,33,14,43,129,410,3.7,-1.2,-45,jefferi01
258,Timofey Mozgov,1329,2015-16,NBA,CLE,76,48,1329,203,359,.565,202,352,.574,1,7,.143,68,95,.716,.593,110,227,337,33,22,57,71,159,475,5.1,-1.4,2,mozgoti01
259,Meyers Leonard,1331,2015-16,NBA,POR,61,10,1331,195,435,.448,109,207,.527,86,228,.377,35,46,.761,.561,51,263,314,92,8,18,77,183,511,5.4,-1.7,98,leoname01
260,Anthony Tolliver,1338,2015-16,NBA,DET,72,5,1338,128,332,.386,30,60,.500,98,272,.360,29,47,.617,.543,39,190,229,52,26,16,28,86,383,4.0,0.4,17,tollian01
261,Brandon Bass,1342,2015-16,NBA,LAL,66,0,1342,174,317,.549,174,315,.552,0,2,.000,125,148,.845,.619,104,181,285,74,33,55,42,125,473,7.1,0.6,-20,bassbr01
262,Trey Burke,1362,2015-16,NBA,UTA,64,0,1362,262,634,.413,174,378,.460,88,256,.344,67,82,.817,.507,18,94,112,148,35,6,80,86,679,6.3,-0.5,0,burketr01
263,Myles Turner,1368,2015-16,NBA,IND,60,30,1368,264,530,.498,261,516,.506,3,14,.214,88,121,.727,.531,68,264,332,41,25,86,67,158,619,7.5,-1.6,-68,turnemy01
264,Lance Stephenson,1371,2015-16,NBA,LACMEM,69,13,1371,228,474,.481,198,396,.500,30,78,.385,87,111,.784,.548,40,183,223,133,43,9,94,135,573,5.8,-1.2,-63,stephla01
265,Mario Chalmers,1378,2015-16,NBA,MEMMIA,61,7,1378,182,444,.410,136,295,.461,46,149,.309,218,262,.832,.561,24,133,157,230,88,13,110,181,628,8.3,1.3,73,chalmma01
266,Boris Diaw,1383,2015-16,NBA,SAS,76,4,1383,202,383,.527,177,314,.564,25,69,.362,56,76,.737,.582,58,175,233,176,26,21,97,102,485,5.4,0.8,289,diawbo01
267,Trey Lyles,1383,2015-16,NBA,UTA,80,33,1383,191,436,.438,142,308,.461,49,128,.383,57,82,.695,.517,59,240,299,59,26,18,65,114,488,4.1,-1.8,-45,lylestr01
268,Kelly Olynyk,1396,2015-16,NBA,BOS,69,8,1396,253,556,.455,168,346,.486,85,210,.405,96,128,.750,.561,72,209,281,105,52,33,74,163,687,7.4,1.9,216,olynyke01
269,David West,1408,2015-16,NBA,SAS,78,19,1408,244,448,.545,241,441,.546,3,7,.429,63,80,.788,.573,72,237,309,143,44,55,68,142,554,6.5,2.9,329,westda01
270,Willie Cauley-Stein,1411,2015-16,NBA,SAC,66,39,1411,191,339,.563,191,337,.567,0,2,.000,81,125,.648,.588,134,218,352,37,48,66,46,146,463,7.0,-0.8,-78,caulewi01
271,Mario Hezonja,1412,2015-16,NBA,ORL,79,9,1412,181,418,.433,114,226,.504,67,192,.349,49,54,.907,.541,28,148,176,109,39,17,97,124,478,3.8,-3.1,-2,hezonma01
272,Ty Lawson,1415,2015-16,NBA,HOUIND,66,13,1415,139,354,.393,103,246,.419,36,108,.333,59,86,.686,.476,26,94,120,237,53,7,95,87,373,4.7,-3.6,-160,lawsoty01
273,Gerald Henderson,1434,2015-16,NBA,POR,72,0,1434,232,529,.439,184,393,.468,48,136,.353,112,146,.767,.526,30,181,211,75,39,19,68,87,624,5.7,-1.8,23,hendege02
274,Derrick Williams,1439,2015-16,NBA,NYK,80,9,1439,254,565,.450,210,415,.506,44,150,.293,194,256,.758,.550,47,249,296,75,29,9,61,69,746,6.7,0.3,-206,willide02
275,JaMychal Green,1443,2015-16,NBA,MEM,78,15,1443,230,495,.465,215,450,.478,15,45,.333,103,137,.752,.520,139,234,373,67,46,33,83,189,578,5.6,-2.5,-42,greenja01
276,Ben McLemore,1444,2015-16,NBA,SAC,68,53,1444,195,455,.429,128,270,.474,67,185,.362,74,103,.718,.531,34,114,148,79,52,10,99,140,531,4.4,-3.8,22,mclembe01
277,Andrew Bogut,1452,2015-16,NBA,GSW,70,66,1452,175,279,.627,174,278,.626,1,1,1.000,24,50,.480,.623,121,371,492,162,33,114,83,221,375,7.0,2.4,398,bogutan01
278,Maurice Harkless,1454,2015-16,NBA,POR,78,14,1454,195,411,.474,156,271,.576,39,140,.279,69,111,.622,.541,101,179,280,67,49,35,62,124,498,5.2,-0.5,28,harklma01
279,Tayshaun Prince,1462,2015-16,NBA,MIN,77,44,1462,102,229,.445,98,206,.476,4,23,.174,13,19,.684,.466,32,115,147,73,36,13,27,62,221,2.6,-3.0,-131,princta01
280,Austin Rivers,1466,2015-16,NBA,LAC,67,7,1466,226,516,.438,164,331,.495,62,185,.335,79,116,.681,.523,22,108,130,99,48,9,61,137,593,5.4,-2.7,-155,riverau01
