Rk,Player,MP,Season,Lg,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Player-additional
16,Branden Dawson,28,2015-16,NBA,LAC,6,0,28,2,5,.400,2,5,.400,0,0,,1,1,1.000,.460,2,2,4,0,0,1,0,2,5,0.7,-5.7,-15,dawsobr01
17,Justin Harper,35,2015-16,NBA,DET,5,0,35,4,10,.400,0,1,.000,4,9,.444,1,2,.500,.597,0,1,1,0,1,0,2,3,13,1.1,-4.2,-32,harpeju01
18,Cliff Alexander,36,2015-16,NBA,POR,8,0,36,5,10,.500,5,10,.500,0,0,,0,0,,.500,2,4,6,0,1,2,1,1,10,1.1,0.0,-13,alexacl01
19,Bryce Cotton,39,2015-16,NBA,MEMPHO,8,0,39,4,10,.400,4,7,.571,0,3,.000,0,0,,.400,0,0,0,3,3,0,5,2,8,0.2,-8.7,-24,cottobr01
20,Shayne Whittington,41,2015-16,NBA,IND,7,0,41,5,11,.455,5,9,.556,0,2,.000,1,2,.500,.463,5,7,12,3,1,1,5,7,11,0.9,-7.5,-6,whittsh01
21,Erick Green,42,2015-16,NBA,DENUTA,9,0,42,5,13,.385,4,8,.500,1,5,.200,2,2,1.000,.468,3,3,6,3,1,0,0,4,13,1.2,-2.0,-1,greener01
22,Dahntay Jones,42,2015-16,NBA,CLE,1,0,42,6,14,.429,5,12,.417,1,2,.500,0,0,,.464,1,4,5,2,1,2,0,6,13,8.9,-3.0,-1,jonesda02
23,Luis Montero,42,2015-16,NBA,POR,12,0,42,5,19,.263,4,10,.400,1,9,.111,3,4,.750,.337,0,4,4,1,0,0,4,1,14,0.0,-15.5,-39,montelu01
24,Bruno Caboclo,43,2015-16,NBA,TOR,6,1,43,1,12,.083,0,5,.000,1,7,.143,0,0,,.125,1,1,2,1,2,1,4,2,3,-0.9,-17.6,-8,cabocbr01
25,Steve Novak,43,2015-16,NBA,MILOKC,10,0,43,8,18,.444,1,3,.333,7,15,.467,1,1,1.000,.651,0,5,5,0,0,0,1,3,24,1.4,1.2,7,novakst01
26,Jodie Meeks,44,2015-16,NBA,DET,3,0,44,7,20,.350,3,11,.273,4,9,.444,4,4,1.000,.506,1,4,5,3,0,0,1,2,22,4.3,-2.9,9,meeksjo01
27,Eric Moreland,46,2015-16,NBA,SAC,8,0,46,3,6,.500,3,6,.500,0,0,,2,4,.500,.515,3,8,11,1,0,4,3,4,8,1.0,-4.5,7,moreler01
28,Elliot Williams,46,2015-16,NBA,MEM,5,0,46,2,10,.200,1,6,.167,1,4,.250,3,4,.750,.340,1,3,4,4,0,0,1,2,8,0.8,-7.9,0,williel01
29,Cory Jefferson,50,2015-16,NBA,PHO,8,0,50,9,22,.409,9,21,.429,0,1,.000,4,6,.667,.446,6,10,16,0,0,1,0,8,22,1.8,-6.4,-4,jeffeco01
30,Andrew Goudelock,51,2015-16,NBA,HOU,8,0,51,9,20,.450,8,11,.727,1,9,.111,3,4,.750,.506,1,1,2,4,6,2,7,4,22,1.7,-3.6,10,goudean01
31,Josh Huestis,55,2015-16,NBA,OKC,5,0,55,5,12,.417,1,6,.167,4,6,.667,0,4,.000,.509,2,8,10,0,1,2,3,3,14,1.6,-2.8,2,huestjo01
32,Jordan Mickey,58,2015-16,NBA,BOS,16,0,58,8,22,.364,8,22,.364,0,0,,5,10,.500,.398,6,7,13,1,0,11,1,5,21,1.2,-1.5,6,mickejo01
33,Lorenzo Brown,60,2015-16,NBA,PHO,8,0,60,8,25,.320,7,17,.412,1,8,.125,3,4,.750,.374,0,7,7,11,3,1,9,4,20,1.0,-8.4,-30,brownlo01
34,Jorge Gutiérrez,64,2015-16,NBA,CHO,12,0,64,6,11,.545,6,9,.667,0,2,.000,10,11,.909,.694,0,7,7,17,3,0,6,3,22,2.2,0.6,8,gutiejo01
35,Russ Smith,64,2015-16,NBA,MEM,15,0,64,7,22,.318,6,17,.353,1,5,.200,8,13,.615,.415,1,8,9,11,5,1,7,5,23,1.1,-1.4,-41,smithru01
36,Alan Williams,67,2015-16,NBA,PHO,10,0,67,10,24,.417,10,24,.417,0,0,,9,14,.643,.481,14,24,38,5,4,5,6,15,29,3.0,-0.2,1,willial03
37,Mitch McGary,72,2015-16,NBA,OKC,20,0,72,11,23,.478,11,19,.579,0,4,.000,4,10,.400,.474,4,14,18,3,1,2,7,10,26,0.6,-7.3,-51,mcgarmi01
38,Alex Stepheson,72,2015-16,NBA,LACMEM,8,0,72,9,27,.333,9,27,.333,0,0,,4,12,.333,.341,19,9,28,2,1,5,0,12,22,2.6,-2.4,-2,stephal01
39,Edy Tavares,72,2015-16,NBA,ATL,11,0,72,11,19,.579,11,19,.579,0,0,,3,8,.375,.555,7,14,21,3,1,6,5,8,25,2.0,-1.8,-7,tavarwa01
40,Tibor Pleiß,81,2015-16,NBA,UTA,12,0,81,11,25,.440,11,23,.478,0,2,.000,2,2,1.000,.464,6,9,15,2,1,2,8,19,24,0.5,-11.6,-15,pleisti01
41,Anthony Bennett,85,2015-16,NBA,TOR,19,0,85,8,27,.296,5,13,.385,3,14,.214,9,10,.900,.446,6,17,23,0,5,0,4,8,28,1.0,-3.9,-30,bennean01
42,Sasha Kaun,94,2015-16,NBA,CLE,25,0,94,9,17,.529,9,17,.529,0,0,,5,11,.455,.527,12,14,26,3,4,5,7,11,23,0.9,-2.8,-4,kaunsa01
43,Joel Anthony,95,2015-16,NBA,DET,19,0,95,6,10,.600,6,10,.600,0,0,,6,8,.750,.666,8,13,21,1,2,12,2,15,18,1.3,0.4,-17,anthojo01
44,Aaron Harrison,96,2015-16,NBA,CHO,21,0,96,5,19,.263,2,9,.222,3,10,.300,5,12,.417,.371,4,11,15,2,6,0,4,10,18,0.4,-6.3,-7,harriaa01
45,Orlando Johnson,102,2015-16,NBA,NOPPHO,7,1,102,9,34,.265,7,24,.292,2,10,.200,6,8,.750,.346,4,11,15,2,3,3,4,9,26,1.4,-8.3,-37,johnsor01
46,Cameron Bairstow,103,2015-16,NBA,CHI,18,2,103,13,40,.325,12,35,.343,1,5,.200,7,8,.875,.391,4,24,28,6,2,3,4,19,34,1.0,-7.5,-8,bairsca01
47,Jeff Ayres,105,2015-16,NBA,LAC,17,0,105,12,23,.522,12,22,.545,0,1,.000,6,6,1.000,.585,4,18,22,5,0,3,6,18,30,1.1,-6.1,-46,pendeje02
48,Chris Kaman,113,2015-16,NBA,POR,16,2,113,20,43,.465,19,39,.487,1,4,.250,3,3,1.000,.496,7,17,24,11,1,1,8,15,44,1.7,-3.6,-31,kamanch01
49,Pat Connaughton,145,2015-16,NBA,POR,34,0,145,13,49,.265,8,28,.286,5,21,.238,5,5,1.000,.352,11,21,32,10,2,0,10,6,36,0.5,-8.0,-13,connapa01
50,Christian Wood,145,2015-16,NBA,PHI,17,0,145,22,53,.415,18,42,.429,4,11,.364,13,21,.619,.490,13,25,38,3,5,7,2,11,61,3.0,-0.2,-49,woodch01
51,Tony Wroten,145,2015-16,NBA,PHI,8,3,145,22,65,.338,19,48,.396,3,17,.176,20,37,.541,.412,2,19,21,20,3,0,29,11,67,1.8,-13.4,-68,wroteto01
52,Jarell Eddie,146,2015-16,NBA,WAS,26,0,146,20,65,.308,5,18,.278,15,47,.319,8,8,1.000,.460,2,21,23,5,5,1,1,5,63,1.5,-1.5,-33,eddieja01
53,Cleanthony Early,152,2015-16,NBA,NYK,17,2,152,12,40,.300,8,25,.320,4,15,.267,3,4,.750,.371,4,22,26,6,2,3,9,16,31,0.6,-8.6,2,earlycl01
54,Nikola Peković,156,2015-16,NBA,MIN,12,3,156,19,50,.380,19,50,.380,0,0,,16,20,.800,.459,7,14,21,11,1,0,9,22,54,2.1,-7.9,-63,pekovni01
55,Chris Copeland,158,2015-16,NBA,MIL,24,1,158,17,51,.333,7,15,.467,10,36,.278,6,7,.857,.462,1,9,10,11,2,0,6,17,50,0.9,-6.4,-79,copelch01
56,Spencer Dinwiddie,159,2015-16,NBA,DET,12,0,159,19,54,.352,18,44,.409,1,10,.100,19,33,.576,.423,4,13,17,22,3,0,7,20,58,2.7,-5.2,-56,dinwisp01
57,Damien Inglis,159,2015-16,NBA,MIL,20,1,159,13,37,.351,10,24,.417,3,13,.231,7,8,.875,.444,2,29,31,10,6,3,11,11,36,1.2,-5.6,-44,inglida01
58,C.J. Wilcox,167,2015-16,NBA,LAC,23,0,167,26,66,.394,17,43,.395,9,23,.391,9,12,.750,.491,1,11,12,10,10,2,2,15,70,2.1,-1.5,22,wilcocj01
59,Briante Weber,170,2015-16,NBA,MEMMIA,7,4,170,14,39,.359,14,34,.412,0,5,.000,3,4,.750,.380,8,17,25,21,9,3,9,12,31,4.5,-3.7,-67,weberbr01
60,Elijah Millsap,173,2015-16,NBA,UTA,20,0,173,11,39,.282,10,27,.370,1,12,.083,13,18,.722,.384,6,29,35,19,7,3,9,33,36,1.2,-3.8,21,millsel01
61,Caron Butler,176,2015-16,NBA,SAC,17,1,176,25,59,.424,22,41,.537,3,18,.167,10,12,.833,.490,5,17,22,10,9,1,3,19,63,2.7,-1.8,-41,butleca01
62,Alan Anderson,193,2015-16,NBA,WAS,13,0,193,21,59,.356,9,22,.409,12,37,.324,11,15,.733,.495,1,26,27,14,4,1,2,25,65,3.2,-2.3,30,anderal01
63,Greg Smith,194,2015-16,NBA,MIN,18,0,194,18,32,.563,18,32,.563,0,0,,7,17,.412,.545,12,30,42,6,4,1,7,28,43,1.8,-5.5,-77,smithgr02
64,Jordan McRae,195,2015-16,NBA,CLEPHO,22,1,195,34,78,.436,24,56,.429,10,22,.455,21,28,.750,.548,4,16,20,25,3,1,15,17,99,2.8,-1.8,44,mcraejo01
65,James Young,199,2015-16,NBA,BOS,29,0,199,11,36,.306,5,10,.500,6,26,.231,1,4,.250,.384,4,22,26,9,6,1,5,17,29,0.6,-4.5,-27,youngja01
66,Lou Amundson,202,2015-16,NBA,NYK,29,0,202,19,53,.358,19,53,.358,0,0,,14,27,.519,.401,23,26,49,12,6,7,15,44,52,1.0,-6.9,-47,amundlo01
67,Michael Kidd-Gilchrist,205,2015-16,NBA,CHO,7,7,205,33,61,.541,30,54,.556,3,7,.429,20,29,.690,.603,12,33,45,9,3,3,8,9,89,10.6,0.0,58,kiddgmi01
68,Matt Bonner,206,2015-16,NBA,SAS,30,2,206,29,57,.509,14,23,.609,15,34,.441,3,4,.750,.647,3,24,27,9,6,1,3,16,76,2.0,2.2,63,bonnema01
69,Brandan Wright,213,2015-16,NBA,MEM,12,2,213,35,52,.673,35,52,.673,0,0,,13,24,.542,.663,14,29,43,6,5,15,10,21,83,6.3,0.7,-56,wrighbr03
70,DeJuan Blair,217,2015-16,NBA,WAS,29,0,217,28,68,.412,28,67,.418,0,1,.000,5,13,.385,.414,20,37,57,11,8,2,15,53,61,0.9,-8.9,-39,blairde01
71,Elton Brand,225,2015-16,NBA,PHI,17,1,225,31,72,.431,31,71,.437,0,1,.000,8,9,.889,.461,9,54,63,18,9,8,11,32,70,3.4,-3.4,-39,brandel01
72,Lucas Nogueira,227,2015-16,NBA,TOR,29,1,227,28,44,.636,27,41,.659,1,3,.333,8,15,.533,.642,18,28,46,7,12,12,11,29,65,2.3,0.0,24,noguelu01
73,Delon Wright,230,2015-16,NBA,TOR,27,1,230,36,80,.450,31,67,.463,5,13,.385,26,35,.743,.540,8,29,37,31,8,3,16,7,103,3.2,0.9,13,wrighde01
74,K.J. McDaniels,235,2015-16,NBA,HOU,37,1,235,29,72,.403,22,47,.468,7,25,.280,24,30,.800,.522,16,26,42,10,7,6,17,30,89,1.5,-3.9,76,mcdankj01
75,Xavier Munford,246,2015-16,NBA,MEM,14,0,246,32,77,.416,23,54,.426,9,23,.391,7,14,.500,.481,3,28,31,22,13,3,15,25,80,3.7,-2.5,-25,munfoxa02
76,Jeremy Evans,248,2015-16,NBA,DAL,30,2,248,26,48,.542,22,32,.688,4,16,.250,15,21,.714,.620,11,43,54,2,6,9,7,19,71,2.2,-0.4,-42,evansje01
77,Devyn Marble,249,2015-16,NBA,ORL,28,0,249,21,71,.296,13,39,.333,8,32,.250,10,24,.417,.368,6,32,38,12,13,1,7,25,60,1.1,-6.2,-12,marblde01
78,Udonis Haslem,259,2015-16,NBA,MIA,37,0,259,23,61,.377,22,52,.423,1,9,.111,12,16,.750,.434,10,65,75,14,5,2,5,25,59,1.4,-2.6,-17,hasleud01
79,James Michael McAdoo,263,2015-16,NBA,GSW,41,1,263,45,84,.536,44,82,.537,1,2,.500,26,49,.531,.554,30,28,58,17,10,8,16,39,117,2.3,-1.8,-88,mcadoja01
80,Henry Sims,263,2015-16,NBA,BRK,14,4,263,33,77,.429,33,77,.429,0,0,,25,30,.833,.504,21,51,72,9,9,14,12,37,91,5.5,-4.3,-94,simshe01
81,Damjan Rudež,278,2015-16,NBA,MIN,33,0,278,25,62,.403,8,12,.667,17,50,.340,8,8,1.000,.572,5,15,20,11,3,1,13,33,75,1.1,-4.8,-11,rudezda01
82,Bryce Dejean-Jones,280,2015-16,NBA,NOP,14,11,280,28,69,.406,16,37,.432,12,32,.375,11,21,.524,.505,8,40,48,15,10,2,11,17,79,4.3,-2.5,-39,dejeabr01
83,Phil Pressey,287,2015-16,NBA,PHIPHO,23,0,287,30,78,.385,26,60,.433,4,18,.222,13,25,.520,.433,3,28,31,75,18,4,33,28,77,3.0,-3.2,-39,pressph01
84,Jordan Farmar,291,2015-16,NBA,MEM,12,10,291,42,100,.420,26,55,.473,16,45,.356,10,10,1.000,.527,4,21,25,37,15,2,18,22,110,6.8,-0.7,-64,farmajo01
85,Kostas Papanikolaou,294,2015-16,NBA,DEN,26,6,294,24,66,.364,14,34,.412,10,32,.313,9,14,.643,.464,8,32,40,16,13,5,21,24,67,1.6,-4.5,-10,papanko01
86,Drew Gooden,304,2015-16,NBA,WAS,30,0,304,33,103,.320,26,62,.419,7,41,.171,9,14,.643,.376,28,57,85,13,8,11,13,40,82,1.8,-6.3,-83,goodedr01
87,Jordan Hamilton,305,2015-16,NBA,NOP,11,4,305,49,116,.422,36,71,.507,13,45,.289,14,21,.667,.499,12,50,62,25,8,3,17,24,125,7.7,-3.3,-64,hamiljo02
88,Axel Toupane,307,2015-16,NBA,DEN,21,0,307,25,70,.357,12,30,.400,13,40,.325,13,17,.765,.490,8,23,31,15,7,6,6,40,76,2.3,-4.7,-17,toupaax01
89,Terry Rozier,309,2015-16,NBA,BOS,39,0,309,29,106,.274,23,79,.291,6,27,.222,8,10,.800,.326,24,39,63,37,6,1,19,23,72,1.1,-6.1,-46,roziete01
90,Cristiano Felício,318,2015-16,NBA,CHI,31,4,318,40,72,.556,40,68,.588,0,4,.000,25,35,.714,.601,30,72,102,26,6,13,13,31,105,3.8,0.3,53,feliccr01
91,R.J. Hunter,319,2015-16,NBA,BOS,36,0,319,36,98,.367,17,35,.486,19,63,.302,6,7,.857,.480,2,35,37,13,14,4,11,29,97,1.6,-2.1,-28,hunterj01
92,Robert Sacre,320,2015-16,NBA,LAL,25,1,320,31,75,.413,31,75,.413,0,0,,25,38,.658,.474,32,40,72,14,4,10,12,43,87,2.7,-4.6,-33,sacrero01
93,James Ennis III,328,2015-16,NBA,MEMMIANOP,22,5,328,54,113,.478,28,55,.509,26,58,.448,25,34,.735,.621,21,21,42,21,16,5,19,28,159,5.6,1.5,-45,ennisja01
94,Tyler Hansbrough,346,2015-16,NBA,CHO,44,0,346,32,71,.451,30,68,.441,2,3,.667,38,65,.585,.522,40,49,89,8,12,7,12,55,104,2.0,-3.8,-33,hansbty01
95,Michael Beasley,360,2015-16,NBA,HOU,20,0,360,107,205,.522,104,196,.531,3,9,.333,38,49,.776,.563,29,69,98,16,11,9,24,39,255,9.0,0.9,-68,beaslmi01
96,Chris McCullough,363,2015-16,NBA,BRK,24,4,363,44,109,.404,31,75,.413,13,34,.382,11,23,.478,.470,25,43,68,9,28,12,15,39,112,3.8,-2.4,-119,mcculch01
97,JaVale McGee,368,2015-16,NBA,DAL,34,2,368,77,134,.575,77,133,.579,0,1,.000,18,36,.500,.574,53,80,133,3,5,26,21,49,172,4.3,-0.3,-54,mcgeeja01
98,Mike Miller,372,2015-16,NBA,DEN,47,2,372,22,62,.355,3,10,.300,19,52,.365,0,0,,.508,6,47,53,40,13,4,17,53,63,1.1,-2.6,-93,millemi01
99,Montrezl Harrell,378,2015-16,NBA,HOU,39,1,378,58,90,.644,58,89,.652,0,1,.000,24,46,.522,.635,25,40,65,17,11,11,17,48,140,3.0,-0.6,37,harremo01
100,Jarell Martin,382,2015-16,NBA,MEM,27,0,382,54,116,.466,54,114,.474,0,2,.000,45,62,.726,.534,39,47,86,15,8,7,19,58,153,4.0,-3.7,-39,martija01
101,Joe Young,384,2015-16,NBA,IND,41,0,384,62,169,.367,52,123,.423,10,46,.217,20,25,.800,.428,6,44,50,65,15,0,33,30,154,2.2,-4.7,-33,youngjo01
102,Darrun Hilliard,385,2015-16,NBA,DET,38,2,385,52,131,.397,33,81,.407,19,50,.380,29,40,.725,.511,5,40,45,27,9,1,19,28,152,2.4,-2.5,-1,hillida01
103,Lamar Patterson,394,2015-16,NBA,ATL,35,0,394,28,80,.350,16,31,.516,12,49,.245,16,22,.727,.468,4,46,50,39,9,2,23,45,84,1.4,-5.1,30,pattela01
104,Salah Mejri,397,2015-16,NBA,DAL,34,6,397,49,78,.628,49,77,.636,0,1,.000,27,46,.587,.636,41,82,123,10,8,36,23,54,125,3.9,0.2,45,mejrisa01
105,Kendall Marshall,399,2015-16,NBA,PHI,30,6,399,43,118,.364,27,69,.391,16,49,.327,9,13,.692,.449,2,26,28,73,16,2,43,30,111,2.2,-7.3,-114,marshke01
106,Chris Andersen,404,2015-16,NBA,MEMMIA,27,15,404,38,72,.528,34,58,.586,4,14,.286,25,36,.694,.598,36,62,98,12,15,13,9,29,105,4.5,0.7,-72,anderch01
107,Sergey Karasev,405,2015-16,NBA,BRK,40,5,405,30,74,.405,19,37,.514,11,37,.297,26,28,.929,.562,8,50,58,35,6,2,22,27,97,1.9,-3.8,-6,karasse01
108,Jared Cunningham,410,2015-16,NBA,CLEMIL,44,3,410,36,105,.343,24,66,.364,12,39,.308,36,55,.655,.464,3,35,38,20,14,2,21,41,120,1.3,-5.7,-43,cunnija01
109,Willie Reed,426,2015-16,NBA,BRK,39,2,426,76,133,.571,76,133,.571,0,0,,30,55,.545,.579,49,73,122,10,6,30,16,47,182,4.2,-0.5,-80,reedwi02
110,Reggie Bullock,427,2015-16,NBA,DET,37,0,427,43,98,.439,21,45,.467,22,53,.415,14,15,.933,.583,14,54,68,27,10,2,8,29,122,2.9,0.8,-58,bullore01
111,Rasual Butler,432,2015-16,NBA,SAS,46,0,432,49,104,.471,34,55,.618,15,49,.306,11,16,.688,.558,3,53,56,24,13,23,8,11,124,2.6,2.9,80,butlera01
112,J.J. Hickson,438,2015-16,NBA,DENWAS,35,9,438,80,155,.516,80,154,.519,0,1,.000,46,103,.447,.514,39,93,132,23,15,14,25,47,206,4.5,-1.1,-57,hicksjj01
113,Ryan Hollins,461,2015-16,NBA,MEMWAS,37,12,461,49,79,.620,49,79,.620,0,0,,26,42,.619,.636,47,51,98,10,6,21,24,62,124,2.9,-3.7,-148,holliry01
114,Andre Miller,461,2015-16,NBA,MINSAS,39,4,461,59,106,.557,57,98,.582,2,8,.250,24,32,.750,.600,12,39,51,87,16,0,37,46,144,3.4,-1.9,32,millean02
115,Greivis Vásquez,461,2015-16,NBA,MIL,23,0,461,45,138,.326,27,65,.415,18,73,.247,22,26,.846,.435,5,42,47,91,10,0,40,42,130,3.6,-6.2,-94,vasqugr01
116,James Jones,465,2015-16,NBA,CLE,48,0,465,58,142,.408,17,38,.447,41,104,.394,21,26,.808,.580,8,42,50,14,11,10,13,50,178,2.4,-0.3,-21,jonesja02
117,Ryan Kelly,469,2015-16,NBA,LAL,36,0,469,55,149,.369,50,112,.446,5,37,.135,37,54,.685,.440,21,100,121,20,13,10,18,39,152,3.0,-3.5,0,kellyry01
118,Jason Thompson,471,2015-16,NBA,GSWTOR,47,7,471,52,108,.481,47,93,.505,5,15,.333,38,54,.704,.558,32,102,134,29,12,20,15,80,147,2.9,-0.8,-7,thompja02
119,Ray McCallum,473,2015-16,NBA,MEMSAS,41,6,473,55,146,.377,40,104,.385,15,42,.357,12,15,.800,.449,8,39,47,60,12,7,24,29,137,2.3,-3.1,21,mccalra01
120,Brian Roberts,473,2015-16,NBA,CHOPOR,51,0,473,74,165,.448,59,123,.480,15,42,.357,42,47,.894,.552,6,35,41,54,10,2,23,35,205,2.8,-1.6,-63,roberbr01
121,John Jenkins,477,2015-16,NBA,DALPHO,43,3,477,71,160,.444,55,109,.505,16,51,.314,20,24,.833,.522,8,49,57,35,8,1,27,22,178,2.6,-2.9,-63,jenkijo01
122,Troy Daniels,478,2015-16,NBA,CHO,43,0,478,89,187,.476,30,65,.462,59,122,.484,5,9,.556,.634,7,50,57,21,11,3,24,40,242,3.6,0.7,-42,danietr01
123,Adreian Payne,486,2015-16,NBA,MIN,52,2,486,53,145,.366,44,113,.389,9,32,.281,17,26,.654,.422,20,91,111,29,16,11,36,77,132,1.3,-6.2,-120,paynead01
124,Anderson Varejão,494,2015-16,NBA,CLEGSW,53,0,494,53,124,.427,53,123,.431,0,1,.000,32,50,.640,.473,37,104,141,35,16,10,22,70,138,2.3,-2.9,24,varejan01
125,Tarik Black,495,2015-16,NBA,LAL,39,0,495,57,104,.548,57,104,.548,0,0,,19,45,.422,.537,44,113,157,16,14,18,22,78,133,3.1,-3.3,20,blackta01
126,Sonny Weems,501,2015-16,NBA,PHIPHO,43,0,501,42,110,.382,27,69,.391,15,41,.366,8,15,.533,.459,7,46,53,49,10,1,41,47,107,1.1,-7.3,-97,weemsso01
127,Boban Marjanović,508,2015-16,NBA,SAS,54,4,508,105,174,.603,105,174,.603,0,0,,87,114,.763,.662,73,121,194,21,12,23,29,54,297,5.3,4.3,54,marjabo01
128,Glenn Robinson III,511,2015-16,NBA,IND,45,4,511,65,151,.430,51,114,.447,14,37,.378,27,39,.692,.508,12,56,68,26,17,9,18,21,171,2.8,-1.1,-37,robingl02
129,Kevin Séraphin,530,2015-16,NBA,NYK,48,0,530,84,205,.410,84,203,.414,0,2,.000,19,23,.826,.435,31,95,126,47,8,36,43,67,187,2.5,-3.8,-88,serapke01
130,Kendrick Perkins,542,2015-16,NBA,NOP,37,5,542,40,75,.533,40,75,.533,0,0,,11,25,.440,.529,25,103,128,31,11,11,41,64,91,1.9,-5.0,-77,perkike01
131,Donatas Motiejūnas,547,2015-16,NBA,HOU,37,22,547,90,205,.439,74,148,.500,16,57,.281,34,53,.642,.504,37,72,109,41,17,5,44,69,230,3.8,-4.5,46,motiedo01
132,Jusuf Nurkić,547,2015-16,NBA,DEN,32,3,547,101,242,.417,101,239,.423,0,3,.000,61,99,.616,.460,65,110,175,40,24,44,55,91,263,5.9,-2.9,-7,nurkiju01
133,Kevin Garnett,558,2015-16,NBA,MIN,38,38,558,54,115,.470,54,114,.474,0,1,.000,14,21,.667,.491,15,135,150,62,28,10,16,70,122,3.8,1.5,56,garneke01
134,Mike Muscala,567,2015-16,NBA,ATL,60,0,567,76,152,.500,64,113,.566,12,39,.308,31,39,.795,.576,38,79,117,34,13,27,27,72,195,2.8,-0.9,-32,muscami01
135,Carl Landry,570,2015-16,NBA,PHI,36,12,570,139,250,.556,133,237,.561,6,13,.462,67,91,.736,.605,49,97,146,32,12,9,22,69,351,7.7,1.2,-111,landrca01
136,Tyus Jones,576,2015-16,NBA,MIN,37,0,576,56,156,.359,40,103,.388,16,53,.302,28,39,.718,.450,7,40,47,108,31,3,33,33,156,3.9,-2.4,-135,jonesty01
137,Ian Clark,579,2015-16,NBA,GSW,66,1,579,89,202,.441,59,118,.500,30,84,.357,28,34,.824,.544,13,55,68,64,17,13,43,58,236,2.4,-1.9,-79,clarkia01
138,Tiago Splitter,579,2015-16,NBA,ATL,36,2,579,81,155,.523,81,153,.529,0,2,.000,39,48,.813,.571,45,75,120,30,20,12,24,71,201,4.8,-1.7,102,splitti01
139,Metta World Peace,588,2015-16,NBA,LAL,35,5,588,55,177,.311,29,93,.312,26,84,.310,40,57,.702,.435,19,70,89,27,22,11,15,67,176,3.1,-3.5,-64,artesro01
140,Anthony Brown,596,2015-16,NBA,LAL,29,11,596,39,126,.310,19,56,.339,20,70,.286,17,20,.850,.427,9,61,70,19,14,5,15,34,115,2.3,-5.5,-33,brownan02
